col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox,Fluxbox
About,حول,Über...,Acerca de…,À propos…,Περί...,Tentang,Info...,Over...,O...,Sobre...,Sobre...,O...
All apps,جميع التطبيقات,Alle Anwendungen,Todas las aplicaciones,Toutes les applications,Όλες οι εφαρμογές,Semua Aplikasi,Tutte le applicazioni,Alle apps,Wszystkie aplikacje,Todas as aplicações,Todas as aplicações,Все приложения
Browser,المتصفحالإلكتروني ,Browser,Navegador,Navigateur,Περιήγηση,Peramban,Browser,Browser,Przeglądarka,Browser,Navegador de internet,Браузер
Email,البريد,E-Mail,Correo electrónico,Courriel,Ηλεκτρονική διεύθυνση,Email,E-mail,E-mail,E-mail,Email,Email,Email
File manager,مدير الملفات,Datei-Manager,Gestor de archivos,Gestionnaire de fichiers,Διαχείριση αρχείων,Pengelola Berkas,File manager,Bestandsmanager,Menedżer plików,Gestor de ficheiros,Gerenciador de arquivos,Менеджер файлов
Help,مساعدة,Hilfe,Ayuda,Aide,Βοήθεια,Bantuan,Aiuto,Help,Pomoc,Ajuda,Ajuda,Помощь
Music,موسيقى,Musik,Música,Musique,Μουσική,Musik,Musica,Muziek,Muzyka,Música,Música,Музыка
Run,تشغيل,Führen Sie aus,Corre,Courir,Εκτέλεση,Jalankan,Esegui,Voer uit,Uruchom,Corre,Executar,Запустить
Terminal,طرفية,Terminal,Terminal,Terminal,Τερματικό,Terminal,Terminale,Terminal,Terminal,Terminal,Terminal,Терминал
Appearance,مظهر,Aussehen,Mira,Regardez,Εμφάνιση,Tampilan,Guarda,Verschijning,Wygląd,Veja,Aparência,Посмотреть
Conky,كونكي,Conky,Conky,Conky,Conky,Conky,Conky,Conky,Conky,Conky,Conky,Conky Конки
Docks,شرائطالتطبيقات ,Docks,Muelles,Docks,Docks,Docks,Darsene,Dokken,Doki,Docas,Docks,Доки
Default,افتراضي,Standardmäßig,Por defecto,Par défaut,Προκαθορισμένο,Setelan Bawaan,Predefinito,Standaard,Domyślny,Por defeito,Padrão,По умолчанию
Dockmaker,معدّلشريط التطبيقات,Dockmaker,Dockmaker,Dockmaker,Dockmaker,DockMaker,Dockmaker,Dockmaker,Dockmaker,Dockmaker,Dockmaker,Докмейкер
