col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
101001,HP100アップ,ヒットポイントが100アップする,AddStatusParameterFixed,HitPoint,100.0,,,,,,
101002,HP250アップ,ヒットポイントが250アップする,AddStatusParameterFixed,HitPoint,250.0,,,,,,
101003,HP500アップ,ヒットポイントが500アップする,AddStatusParameterFixed,HitPoint,500.0,,,,,,
101004,HP1000アップ,ヒットポイントが1000アップする,AddStatusParameterFixed,HitPoint,1000.0,,,,,,
101005,HP2500アップ,ヒットポイントが2500アップする,AddStatusParameterFixed,HitPoint,2500.0,,,,,,
101006,攻撃力5アップ,攻撃力が5アップする,AddStatusParameterFixed,Strength,5.0,,,,,,
101007,攻撃力10アップ,攻撃力が10アップする,AddStatusParameterFixed,Strength,10.0,,,,,,
101008,攻撃力20アップ,攻撃力が20アップする,AddStatusParameterFixed,Strength,20.0,,,,,,
101009,攻撃力50アップ,攻撃力が50アップする,AddStatusParameterFixed,Strength,50.0,,,,,,
101010,攻撃力100アップ,攻撃力が100アップする,AddStatusParameterFixed,Strength,100.0,,,,,,
101011,魔攻5アップ,魔法攻撃力が5アップする,AddStatusParameterFixed,StrengthMagic,5.0,,,,,,
101012,魔攻10アップ,魔法攻撃力が10アップする,AddStatusParameterFixed,StrengthMagic,10.0,,,,,,
101013,魔攻20アップ,魔法攻撃力が20アップする,AddStatusParameterFixed,StrengthMagic,20.0,,,,,,
101014,魔攻50アップ,魔法攻撃力が50アップする,AddStatusParameterFixed,StrengthMagic,50.0,,,,,,
101015,魔攻100アップ,魔法攻撃力が100アップする,AddStatusParameterFixed,StrengthMagic,100.0,,,,,,
101016,防御力5アップ,防御力が5アップする,AddStatusParameterFixed,Defense,5.0,,,,,,
101017,防御力10アップ,防御力が10アップする,AddStatusParameterFixed,Defense,10.0,,,,,,
101018,防御力20アップ,防御力が20アップする,AddStatusParameterFixed,Defense,20.0,,,,,,
101019,防御力50アップ,防御力が50アップする,AddStatusParameterFixed,Defense,50.0,,,,,,
101020,防御力100アップ,防御力が100アップする,AddStatusParameterFixed,Defense,100.0,,,,,,
101021,魔防5アップ,魔法防御力が5アップする,AddStatusParameterFixed,DefenseMagic,5.0,,,,,,
101022,魔防10アップ,魔法防御力が10アップする,AddStatusParameterFixed,DefenseMagic,10.0,,,,,,
101023,魔防20アップ,魔法防御力が20アップする,AddStatusParameterFixed,DefenseMagic,20.0,,,,,,
101024,魔防50アップ,魔法防御力が50アップする,AddStatusParameterFixed,DefenseMagic,50.0,,,,,,
101025,魔防100アップ,魔法防御力が100アップする,AddStatusParameterFixed,DefenseMagic,100.0,,,,,,
101026,素早さ5アップ,素早さが5アップする,AddStatusParameterFixed,Speed,5.0,,,,,,
101027,素早さ10アップ,素早さが10アップする,AddStatusParameterFixed,Speed,10.0,,,,,,
101028,素早さ20アップ,素早さが20アップする,AddStatusParameterFixed,Speed,20.0,,,,,,
101029,素早さ50アップ,素早さが50アップする,AddStatusParameterFixed,Speed,50.0,,,,,,
101030,素早さ100アップ,素早さが100アップする,AddStatusParameterFixed,Speed,100.0,,,,,,
102001,HP5%アップ,ヒットポイントが5%アップする,AddStatusParameterRate,HitPoint,0.05,,,,,,
102002,HP10%アップ,ヒットポイントが10%アップする,AddStatusParameterRate,HitPoint,0.1,,,,,,
102003,HP15%アップ,ヒットポイントが15%アップする,AddStatusParameterRate,HitPoint,0.15,,,,,,
102004,攻撃力5%アップ,攻撃力が5%アップする,AddStatusParameterRate,Strength,0.05,,,,,,
102005,攻撃力10%アップ,攻撃力が10%アップする,AddStatusParameterRate,Strength,0.1,,,,,,
102006,攻撃力15%アップ,攻撃力が15%アップする,AddStatusParameterRate,Strength,0.15,,,,,,
102007,魔攻5%アップ,魔法攻撃力が5%アップする,AddStatusParameterRate,StrengthMagic,0.05,,,,,,
102008,魔攻10%アップ,魔法攻撃力が10%アップする,AddStatusParameterRate,StrengthMagic,0.1,,,,,,
102009,魔攻15%アップ,魔法攻撃力が15%アップする,AddStatusParameterRate,StrengthMagic,0.15,,,,,,
102010,防御力5%アップ,防御力が5%アップする,AddStatusParameterRate,Defense,0.05,,,,,,
102011,防御力10%アップ,防御力が10%アップする,AddStatusParameterRate,Defense,0.1,,,,,,
102012,防御力15%アップ,防御力が15%アップする,AddStatusParameterRate,Defense,0.15,,,,,,
102013,魔防5%アップ,魔法防御力が5%アップする,AddStatusParameterRate,DefenseMagic,0.05,,,,,,
102014,魔防10%アップ,魔法防御力が10%アップする,AddStatusParameterRate,DefenseMagic,0.1,,,,,,
102015,魔防15%アップ,魔法防御力が15%アップする,AddStatusParameterRate,DefenseMagic,0.15,,,,,,
102016,素早さ5%アップ,素早さが5%アップする,AddStatusParameterRate,Speed,0.05,,,,,,
102017,素早さ10%アップ,素早さが10%アップする,AddStatusParameterRate,Speed,0.1,,,,,,
102018,素早さ15%アップ,素早さが15%アップする,AddStatusParameterRate,Speed,0.15,,,,,,
102019,会心率2%アップ,クリティカル発生率が2%アップする,AddStatusParameterRate,Critical,0.02,,,,,,
102020,会心率5%アップ,クリティカル発生率が5%アップする,AddStatusParameterRate,Critical,0.05,,,,,,
102021,会心率8%アップ,クリティカル発生率が8%アップする,AddStatusParameterRate,Critical,0.08,,,,,,
102022,回避率2%アップ,攻撃を回避する確率が2%アップする,AddStatusParameterRate,Avoidance,0.02,,,,,,
102023,回避率5%アップ,攻撃を回避する確率が5%アップする,AddStatusParameterRate,Avoidance,0.05,,,,,,
102024,回避率8%アップ,攻撃を回避する確率が8%アップする,AddStatusParameterRate,Avoidance,0.08,,,,,,
103001,毒耐性50%アップ,毒を無効化する確率が50%アップする,AddStatusResistance,Poison,0.5,,,,,,
103002,毒耐性100%アップ,毒を無効化する確率が100%アップする,AddStatusResistance,Poison,1.0,,,,,,
103003,麻痺耐性50%アップ,麻痺を無効化する確率が50%アップする,AddStatusResistance,Paralysis,0.5,,,,,,
103004,麻痺耐性100%アップ,麻痺を無効化する確率が100%アップする,AddStatusResistance,Paralysis,1.0,,,,,,
103005,睡眠耐性50%アップ,睡眠を無効化する確率が50%アップする,AddStatusResistance,Sleep,0.5,,,,,,
103006,睡眠耐性100%アップ,睡眠を無効化する確率が100%アップする,AddStatusResistance,Sleep,1.0,,,,,,
103007,混乱耐性50%アップ,混乱を無効化する確率が50%アップする,AddStatusResistance,Confuse,0.5,,,,,,
103008,混乱耐性100%アップ,混乱を無効化する確率が100%アップする,AddStatusResistance,Confuse,1.0,,,,,,
103009,狂暴耐性50%アップ,狂暴を無効化する確率が50%アップする,AddStatusResistance,Berserk,0.5,,,,,,
103010,狂暴耐性100%アップ,狂暴を無効化する確率が100%アップする,AddStatusResistance,Berserk,1.0,,,,,,
103011,急所耐性50%アップ,急所を無効化する確率が50%アップする,AddStatusResistance,Vitals,0.5,,,,,,
103012,急所耐性100%アップ,急所を無効化する確率が100%アップする,AddStatusResistance,Vitals,1.0,,,,,,
104001,打撃耐性30%アップ,打撃属性のダメージ減少率が30%アップする,AddAttribute,Brow,0.3,,,,,,
104002,打撃耐性50%アップ,打撃属性のダメージ減少率が50%アップする,AddAttribute,Brow,0.5,,,,,,
105001,1チャージターン減少,チャージターン数が1減少する,SubtractChargeTurn,1,,,,,,,
