col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
5753ECA9504E407A8FCAFD735F830074,D02,SERC,SERC_008,2015-04-20,1,MAM.SERC.2015.04,100,42,58,NEON.DOC.000481,NEON.DOC.001908,"Heavy rains overnight, likely closed traps",0,0
300E4132A409472B92B2CFB3BBF104CE,D02,SERC,SERC_015,2015-04-20,1,MAM.SERC.2015.04,92,15,77,NEON.DOC.000481,NEON.DOC.001908,Heavy rains overnight; some traps not set due to small but possibly driveable roads in plot,0,0
FCF64D53822E4907BB9D90415E44BC97,D02,SERC,SERC_014,2015-04-20,1,MAM.SERC.2015.04,100,5,95,NEON.DOC.000481,NEON.DOC.001908,No bleeding this morning as lancets were not packed,0,0
9A59834C7AA2407280DCDA09BAE82AF8,D02,SERC,SERC_007,2015-04-20,1,MAM.SERC.2015.04,97,22,75,NEON.DOC.000481,NEON.DOC.001908,"Heavy rains overnight, likely closed many traps. no sign of animal disturbance",0,0
A7E4314FEF774C0B955C2A8715256F7A,D02,SERC,SERC_014,2015-04-21,2,MAM.SERC.2015.04,100,15,85,NEON.DOC.000481,NEON.DOC.1908vA,Heavy rains overnight; several traps had seeds eaten in them but only in the front part of the traps so the trap was not set off,0,0
66BA749162EC40C19B72D38C8A1FE21F,D02,SERC,SERC_015,2015-04-21,2,MAM.SERC.2015.04,89,16,73,NEON.DOC.000481,NEON.DOC.001908,Heavy rains overnight; many slugs and snails in traps,0,0
9F8FE6087A3D418EBEAFC837492E1507,D02,SERC,SERC_008,2015-04-21,2,MAM.SERC.2015.04,91,30,61,NEON.DOC.000481,NEON.DOC.001908,"Heavy rains overnight, likely closed traps",0,0
E932D0A068554DD99358047C0379FFAB,D02,SERC,SERC_007,2015-04-21,2,MAM.SERC.2015.04,89,27,62,NEON.DOC.000481,NEON.DOC.001908,Heavy rains and storms overnight. likely cause of many closed traps. many traps set too tightly - likely combination of new traps and water,0,0
9D165ADC73E1465AA190BCCE58AD712E,D02,SERC,SERC_008,2015-04-22,3,MAM.SERC.2015.04,95,29,66,NEON.DOC.000481,NEON.DOC.001908,,0,0
ECA0FEE1550549968873B3012BC8178B,D02,SERC,SERC_014,2015-04-22,3,MAM.SERC.2015.04,100,0,100,NEON.DOC.000481,NEON.DOC.001908,,0,0
33CDB39DF7C14C418EF8DC99761C1C7A,D02,SERC,SERC_015,2015-04-22,3,MAM.SERC.2015.04,96,14,82,NEON.DOC.000481,NEON.DOC.001908,,0,0
D04EFB0CD6A14005A7EF72CB3D0C258E,D02,SERC,SERC_007,2015-04-22,3,MAM.SERC.2015.04,99,3,96,NEON.DOC.000481,NEON.DOC.001908,,0,0
037FD74A71AB44BDA3B3F77A2E693517,D02,SERC,SERC_016,2015-04-23,1,MAM.SERC.2015.04,100,2,98,NEON.DOC.000481,NEON.DOC.001908,,0,0
B9F29A81CB8A47BBBEA4D3FD5B23BA96,D02,SERC,SERC_011,2015-04-23,1,MAM.SERC.2015.04,100,3,97,NEON.DOC.000481,NEON.DOC.001908,,0,0
3FBED76A5B92420FA0BCD3B0FB176D9E,D02,SERC,SERC_031,2015-04-23,1,MAM.SERC.2015.04,93,10,83,NEON.DOC.000481,NEON.DOC.001908,,0,0
E6347CA8530147B1936CC26C4FA3A857,D02,SERC,SERC_032,2015-04-23,1,MAM.SERC.2015.04,93,17,76,NEON.DOC.000481,NEON.DOC.001908,,0,0
59ED5E60FCBF4DFDA492EC30B73F906F,D02,SERC,SERC_032,2015-04-24,2,MAM.SERC.2015.04,95,34,61,NEON.DOC.000481,NEON.DOC.001908,,0,0
CA664E0A97E94AF695D9AD9F0B5A8ED0,D02,SERC,SERC_016,2015-04-24,2,MAM.SERC.2015.04,100,25,75,NEON.DOC.000481,NEON.DOC.001908,,0,0
53B3C16970B34F40A9D59D2710A925AD,D02,SERC,SERC_031,2015-04-24,2,MAM.SERC.2015.04,94,1,93,NEON.DOC.000481,NEON.DOC.001908,Overnight lows in the 30's (Fahrenheit),0,0
F26133F8AB464306B112328FCF365FA8,D02,SERC,SERC_011,2015-04-24,2,MAM.SERC.2015.04,100,3,97,NEON.DOC.000481,NEON.DOC.001908,,0,0
3DD42BA6DAC647209FC2C54AA09FE3CB,D02,SERC,SERC_031,2015-04-25,3,MAM.SERC.2015.04,99,28,71,NEON.DOC.000481,NEON.DOC.001908,,0,0
128684C1B4AA4A758202A90A706075F9,D02,SERC,SERC_032,2015-04-25,3,MAM.SERC.2015.04,0,0,0,NEON.DOC.000481,NEON.DOC.001908,We did not trap this night as grid was pulled due to high disturbance the second night of trapping,0,0
C01AB7B43C984CE28FE6F7D25571C0A2,D02,SERC,SERC_016,2015-04-25,3,MAM.SERC.2015.04,99,43,56,NEON.DOC.000481,NEON.DOC.001908,Many disturbed traps,0,0
4BE3B85FFEC841148DE9F6006E29CD03,D02,SERC,SERC_011,2015-04-25,3,MAM.SERC.2015.04,100,20,80,NEON.DOC.000481,NEON.DOC.001908,,0,0
