col0,col1,col2
alien-fishes-checklist:taxon:078319c97e97d2b50c582b9b9b792bad,Sterlet,en
alien-fishes-checklist:taxon:078319c97e97d2b50c582b9b9b792bad,Sterlet,nl
alien-fishes-checklist:taxon:0b5b04074e4446927e7986999170bf5b,Grass carp,en
alien-fishes-checklist:taxon:0b5b04074e4446927e7986999170bf5b,Graskarper,nl
alien-fishes-checklist:taxon:0b628dff961ba5fd7acf4499ca4eb922,Eastern mudminnow,en
alien-fishes-checklist:taxon:0b628dff961ba5fd7acf4499ca4eb922,Amerikaanse hondsvis,nl
alien-fishes-checklist:taxon:1da48686487fe130179a13661ea90545,Topmouth gudgeon,en
alien-fishes-checklist:taxon:1da48686487fe130179a13661ea90545,Blauwbandgrondel,nl
alien-fishes-checklist:taxon:22e0c0833feaf2c7e7267d9893c5b2ed,Nile tilapia,en
alien-fishes-checklist:taxon:22e0c0833feaf2c7e7267d9893c5b2ed,(Nijl)tilapia,nl
alien-fishes-checklist:taxon:35edeae691a00ed23ea01f139e8bfa1f,Russian sturgeon,en
alien-fishes-checklist:taxon:35edeae691a00ed23ea01f139e8bfa1f,Russische steur,nl
alien-fishes-checklist:taxon:5340e4b13d517176f46c1b9cd4711ea1,Bighead caro,en
alien-fishes-checklist:taxon:5340e4b13d517176f46c1b9cd4711ea1,Grootkopkarper,nl
alien-fishes-checklist:taxon:5d69f2217ba58b9d0c49b318c39e9c01,Tubenose goby,en
alien-fishes-checklist:taxon:5d69f2217ba58b9d0c49b318c39e9c01,Marmergrondel,nl
alien-fishes-checklist:taxon:641be9ef6247d5891954556e5ddabb7d,Channel catfish,en
alien-fishes-checklist:taxon:641be9ef6247d5891954556e5ddabb7d,Amerikaanse meerval,nl
alien-fishes-checklist:taxon:68deb7328ae700d1fa49933e484e3af8,Round goby,en
alien-fishes-checklist:taxon:68deb7328ae700d1fa49933e484e3af8,Zwartbekgrondel,nl
alien-fishes-checklist:taxon:69bdf9b7a061aed637c31e075156f71c,Blue bream,en
alien-fishes-checklist:taxon:69bdf9b7a061aed637c31e075156f71c,Brasemblei,nl
alien-fishes-checklist:taxon:6bcf9c25959c3b2535055ba465ac93b1,Rainbow trout,en
alien-fishes-checklist:taxon:6bcf9c25959c3b2535055ba465ac93b1,Regenboogforel,nl
alien-fishes-checklist:taxon:6e0fcd4097785a262970615380fdd48d,Brown bullhead,en
alien-fishes-checklist:taxon:6e0fcd4097785a262970615380fdd48d,Bruine Amerikaanse dwergmeerval,nl
alien-fishes-checklist:taxon:72f50769ed62a241530df9c3c41a0ae8,Pumpkinseed,en
alien-fishes-checklist:taxon:72f50769ed62a241530df9c3c41a0ae8,Zonnebaars,nl
alien-fishes-checklist:taxon:7864ebfbde9459e7ce7192cc405f9077,Pikeperch,en
alien-fishes-checklist:taxon:7864ebfbde9459e7ce7192cc405f9077,Snoekbaars,nl
alien-fishes-checklist:taxon:798907ff71a3cd93d9940145812760b1,Monkey goby,en
alien-fishes-checklist:taxon:798907ff71a3cd93d9940145812760b1,Pontische stroomgrondel,nl
alien-fishes-checklist:taxon:81f3b13dc63b2940665387c85baefae7,Goldfish,en
alien-fishes-checklist:taxon:81f3b13dc63b2940665387c85baefae7,Goudvis,nl
alien-fishes-checklist:taxon:c937610f85ea8a74f105724c8f198049,Asp,en
alien-fishes-checklist:taxon:c937610f85ea8a74f105724c8f198049,Roofblei,nl
alien-fishes-checklist:taxon:d9d4509efbdd5d427f9ee370d645ac02,Gibel carp,en
alien-fishes-checklist:taxon:d9d4509efbdd5d427f9ee370d645ac02,Giebel,nl
alien-fishes-checklist:taxon:dd184bae497ac07191f2f84b6c43df8b,Fathead minnow,en
alien-fishes-checklist:taxon:dd184bae497ac07191f2f84b6c43df8b,Dikkopelrits,nl
alien-fishes-checklist:taxon:dec8ee68b3fae146c056b4972e3e6b83,Siberian sturgeon,en
alien-fishes-checklist:taxon:dec8ee68b3fae146c056b4972e3e6b83,Siberische steur,nl
alien-fishes-checklist:taxon:e77935e4437424387a49b0e89ade96ef,Silver carp,en
alien-fishes-checklist:taxon:e77935e4437424387a49b0e89ade96ef,Zilverkarper,nl
alien-fishes-checklist:taxon:ed016d9744c4b866c67ab3bb3bf7a185,Common carp,en
alien-fishes-checklist:taxon:ed016d9744c4b866c67ab3bb3bf7a185,Karper,nl
alien-fishes-checklist:taxon:f0c5c8c1ae9ec26588b41ead5dfd8261,Bighead goby,en
alien-fishes-checklist:taxon:f0c5c8c1ae9ec26588b41ead5dfd8261,Kesslers grondel,nl
alien-fishes-checklist:taxon:f6dfb7309bb723fe8e7f34d32dcd2b35,African catfish,en
alien-fishes-checklist:taxon:f6dfb7309bb723fe8e7f34d32dcd2b35,Afrikaanse meerval,nl
