col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
1,402843,4,DC359777B9550D45E043C616A9C38141,2013-05-08 15:05:26,5079079,L118410_SAP000_B000_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L118410_SAP000_B000_S0_P000_bf.h5_a8c6b562.tar,,0,1,1,240058,B1920+21,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
2,402843,4,DC362FB0FD5D1257E043C616A9C32AD5,2013-05-08 15:47:59,5079287,L118409_SAP000_B000_S0_P001_bf.h5,MoM,Beam Formed data,HDF5,L118409_SAP000_B000_S0_P001_bf.h5_fc583ae0.tar,,0,1,1,240060,B2000+40,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
3,402843,4,DC362FF0BC31125DE043C616A9C37CCD,2013-05-08 15:48:03,5079288,L118409_SAP000_B000_S0_P002_bf.h5,MoM,Beam Formed data,HDF5,L118409_SAP000_B000_S0_P002_bf.h5_d9592a82.tar,,0,1,1,240060,B2000+40,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
4,402843,4,DC3597F474000D95E043C616A9C3D6CD,2013-05-08 15:05:33,5079081,L118410_SAP000_B000_S0_P002_bf.h5,MoM,Beam Formed data,HDF5,L118410_SAP000_B000_S0_P002_bf.h5_f4bf6108.tar,,0,1,1,240058,B1920+21,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
5,402843,4,DC359B9423750DC3E043C616A9C3F092,2013-05-08 15:06:34,5079082,L118410_SAP000_B000_S0_P003_bf.h5,MoM,Beam Formed data,HDF5,L118410_SAP000_B000_S0_P003_bf.h5_ac36ac62.tar,,0,1,1,240058,B1920+21,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
6,402843,4,DC35A054F9500DE9E043C616A9C3CD4C,2013-05-08 15:07:53,5079080,L118410_SAP000_B000_S0_P001_bf.h5,MoM,Beam Formed data,HDF5,L118410_SAP000_B000_S0_P001_bf.h5_312bbd40.tar,,0,1,1,240058,B1920+21,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
7,402843,4,DC3631F91BCE1276E043C616A9C3E17A,2013-05-08 15:48:37,5079289,L118409_SAP000_B000_S0_P003_bf.h5,MoM,Beam Formed data,HDF5,L118409_SAP000_B000_S0_P003_bf.h5_3617dac6.tar,,0,1,1,240060,B2000+40,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
8,402843,4,DC36328157DE1283E043C616A9C3F932,2013-05-08 15:48:46,5079938,L118408_SAP000_B000_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L118408_SAP000_B000_S0_P000_bf.h5_21b08752.tar,,0,1,1,240062,B2111+46,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
9,402843,4,DC363337B2D41290E043C616A9C3B952,2013-05-08 15:48:58,5079939,L118408_SAP000_B000_S0_P001_bf.h5,MoM,Beam Formed data,HDF5,L118408_SAP000_B000_S0_P001_bf.h5_76124650.tar,,0,1,1,240062,B2111+46,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
10,402843,4,DC3633534E881294E043C616A9C3A28A,2013-05-08 15:49:00,5079941,L118408_SAP000_B000_S0_P003_bf.h5,MoM,Beam Formed data,HDF5,L118408_SAP000_B000_S0_P003_bf.h5_8c699a71.tar,,0,1,1,240062,B2111+46,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
11,402843,4,DC36337A80A5129AE043C616A9C3FC6C,2013-05-08 15:49:02,5079940,L118408_SAP000_B000_S0_P002_bf.h5,MoM,Beam Formed data,HDF5,L118408_SAP000_B000_S0_P002_bf.h5_f0a34e78.tar,,0,1,1,240062,B2111+46,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
12,402843,4,DC9D5FE9E5E50B2CE043C616A9C311C4,2013-05-13 18:54:28,5578747,L128698_SAP000_B000_S0_P003_bf.h5,MoM,Beam Formed data,HDF5,L128698_SAP000_B000_S0_P003_bf.h5_7157156d.tar,,0,1,1,256003,B1920+21,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
13,402843,4,DC9D67C68EF60CD3E043C616A9C32964,2013-05-13 18:56:40,5578751,L128698_SAP000_B000_S0_P007_bf.h5,MoM,Beam Formed data,HDF5,L128698_SAP000_B000_S0_P007_bf.h5_7cf0cc6f.tar,,0,1,1,256003,B1920+21,MoM,2015-05-02 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
14,402877,4,E00F9C72333B410EE043C616A9C3AE88,2013-06-26 15:27:13,6481616,L149469_SAP000_B007_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B007_S0_P000_bf.h5_f3f41b24.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
15,402877,4,E00F9C96FD574116E043C616A9C3D249,2013-06-26 15:27:14,6481625,L149469_SAP000_B016_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B016_S0_P000_bf.h5_f5796bd7.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
16,402877,4,E00F9CA151DE4112E043C616A9C3069D,2013-06-26 15:27:15,6481626,L149469_SAP000_B017_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B017_S0_P000_bf.h5_abe08eb1.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
17,402877,4,E00F9CAB1C9B4126E043C616A9C38D28,2013-06-26 15:27:15,6481613,L149469_SAP000_B004_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B004_S0_P000_bf.h5_002133dc.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
18,402877,4,E00F9CCA73A3412FE043C616A9C363B9,2013-06-26 15:27:17,6481624,L149469_SAP000_B015_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B015_S0_P000_bf.h5_2946497e.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
19,402877,4,E00F9CEA74074135E043C616A9C3FFF1,2013-06-26 15:27:19,6481622,L149469_SAP000_B013_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B013_S0_P000_bf.h5_0659ce84.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
20,402877,4,E00F9D13B5984151E043C616A9C3740B,2013-06-26 15:27:22,6481618,L149469_SAP000_B009_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B009_S0_P000_bf.h5_e75c730a.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
21,402877,4,E00F9D151CCE4155E043C616A9C3DD75,2013-06-26 15:27:22,6481619,L149469_SAP000_B010_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B010_S0_P000_bf.h5_cf1b67bd.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
22,402877,4,E00F9D37F64E415CE043C616A9C3309E,2013-06-26 15:27:25,6481610,L149469_SAP000_B001_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B001_S0_P000_bf.h5_99dd1fde.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
23,402877,4,E00F9D6EEA29416CE043C616A9C31D60,2013-06-26 15:27:28,6481609,L149469_SAP000_B000_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B000_S0_P000_bf.h5_15434d15.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
24,402877,4,E00F9D9ED0654186E043C616A9C33E23,2013-06-26 15:27:31,6481617,L149469_SAP000_B008_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B008_S0_P000_bf.h5_f989c389.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
25,402877,4,E00F9DBDCD0A418EE043C616A9C3B5FC,2013-06-26 15:27:33,6481611,L149469_SAP000_B002_S0_P000_bf.h5,MoM,Beam Formed data,HDF5,L149469_SAP000_B002_S0_P000_bf.h5_6c3ff29b.tar,,0,1,1,276441,0943+41,MoM,2015-03-01 00:00:00,HDF5Default,unknown,BeamFormedDataProduct
