col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38
8,10,1,Populated place,Willmar,,,0,Willmar,0.0,0.0,,0.0,0,United States,USA,United States of America,USA,Minnesota,US,,45.1218827505,-95.0433048927,0.0,0,,18473,18391,17963,5052916.0,,Willmar,1,0,0101000020E61000004486E281C5C257C068B89DDA998F4640,32,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000D41FBA89192E64C11D99847886845541
7,20,8,Populated place,Caluula,,,0,Caluula,0.0,0.0,,0.0,0,Somalia,SOM,Somalia,SOM,Bari,SO,,11.9669555857,50.7500182686,0.0,0,,0,0,0,-1.0,,Caluula,0,0,0101000020E6100000E89D3F9900604940005472CD14EF2740,1941,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F00005624408C0E8D5541DA70C2F8FB793441
7,20,3,Populated place,Victorica,,,0,Victorica,0.0,0.0,,0.0,0,Argentina,ARG,Argentina,ARG,La Pampa,AR,,-36.2162532361,-65.4500207943,0.0,0,,4458,4458,0,-1.0,,Victorica,1,0,0101000020E6100000DC870424CD5C50C0286BA02FAE1B42C0,4662,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F00009BD22EBF19CB5BC1B382689BEC8450C1
3,110,5,Populated place,Kassala,,,0,Kassala,0.0,0.0,,0.0,0,Sudan,SDN,Sudan,SDN,Kassala,SU,,15.45997235,36.3900162341,0.0,0,,401477,339521,338067,372753.0,,Kassala,1,0,0101000020E610000098254D0DEC314240C0BDF07E81EB2E40,5527,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F00004BA0DF09F3E74E41A4A318F9BB953A41
7,20,1,Populated place,Aniak,,,0,Aniak,0.0,0.0,,0.0,0,United States,USA,United States of America,USA,Alaska,US,,61.5787077018,-159.522185712,0.0,0,,0,0,0,-1.0,,Aniak,0,0,0101000020E61000007444CFBEB5F063C068800E1813CA4E40,683,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F00002E0DBD876EEF70C172483A5E4FB56041
7,20,6,Admin-1 capital,Jizzax,,Dzhizak,0,Jizzax,0.0,0.0,,0.0,0,Uzbekistan,UZB,Uzbekistan,UZB,Jizzakh,UZ,,40.1003804719,67.8300093169,0.0,0,,235352,152642,224455,1513886.0,,Jizzax,1,0,0101000020E6100000ECDA65DF1EF55040F8E36D44D90C4440,811,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000A80C4086D4CD5C415CDE4F02279E5241
7,20,6,Admin-1 capital,Solwezi,,,0,Solwezi,0.0,0.0,,0.0,0,Zambia,ZMB,Zambia,ZMB,North-Western,ZA,,-12.1795808728,26.3999800198,0.0,0,,38587,4846,38752,897045.0,,Solwezi,1,0,0101000020E6100000004F301765663A4080ED2E06F25B28C0,905,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F00005DF4972AE86B464127F829B688D834C1
8,10,7,Admin-1 capital,San Pedro,,,0,San Pedro,0.0,0.0,,0.0,0,Paraguay,PRY,Paraguay,PRY,San Pedro,PA,,-24.0899649874,-57.079989056,0.0,0,,9360,5342,5185,3437021.0,,San Pedro2,1,0,0101000020E610000018CAD5143D8A4CC0109A06F2071738C0,1320,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F00004F9F3CD4303D58C1572556492B1745C1
7,20,6,Populated place,Oranjemund,,,0,Oranjemund,0.0,0.0,,0.0,0,Namibia,NAM,Namibia,NAM,Karas,WA,,-28.5494860649,16.4299942613,0.0,0,,8496,5950,5950,3354071.0,,Oranjemund,1,0,0101000020E610000040F3991A146E30407040661EAB8C3CC0,2467,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000D9FC4B9872E83B414B138FDB4E5149C1
7,20,8,Populated place,Oamaru,,,0,Oamaru,0.0,0.0,,0.0,0,New Zealand,NZL,New Zealand,NZL,Otago,NZ,,-45.0973132134,170.971000528,0.0,0,,13000,256,256,6215045.0,,Oamaru,1,0,0101000020E61000002C26B36F125F6540E07766C2748C46C0,2495,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F00001CED814B952672414BE37E9FBD8055C1
7,20,1,Populated place,Maues,,,0,Maues,0.0,0.0,,0.0,0,Brazil,BRA,Brazil,BRA,Amazonas,BR,,-3.38962644564,-57.7200275082,0.0,0,,32561,22475,32561,3395062.0,,Maues,1,0,0101000020E610000008E083DC29DC4CC080474D78F41D0BC0,4156,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000D1AF8704C58258C13225C1263F0B17C1
8,10,1,Populated place,Concordia,,,0,Concordia,0.0,0.0,,0.0,0,Brazil,BRA,Brazil,BRA,Santa Catarina,BR,,-27.2300317192,-52.0300130631,1.0,0,Changed scale rank.,55367,36882,112736,3465721.0,,Concordia2,1,0,0101000020E61000003055D277D7034AC090DED65BE33A3BC0,4293,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000EC9BD9A3341856C191D0BF57B80C48C1
7,20,2,Populated place,Nelson,,,0,Nelson,0.0,0.0,,0.0,0,Canada,CAN,Canada,CAN,British Columbia,CA,,49.4836578563,-117.283291058,0.0,0,,11779,9813,36817,6086871.0,,Nelson2,1,0,0101000020E6100000A88DD17021525DC050B42980E8BD4840,4425,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000AA2EA787F5E668C1C855F88354405841
7,20,6,Populated place,Apolo,,,0,Apolo,0.0,0.0,,0.0,0,Bolivia,BOL,Bolivia,BOL,La Paz,BL,,-14.7195808728,-68.4199945492,0.0,0,,4189,4189,4189,-1.0,,Apolo,1,0,0101000020E6100000E857D130E11A51C020B276E76C702DC0,4895,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000C8D102BDF70D5DC1310214E2474839C1
7,20,3,Populated place,Scone,,,0,Scone,0.0,0.0,,0.0,0,Australia,AUS,Australia,AUS,New South Wales,AS,,-32.0796065076,150.850109822,0.0,0,,0,0,0,-1.0,,Scone,0,0,0101000020E6100000B851831934DB6240C857C98B300A40C0,5116,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000846195D6BE037041325F5561A2CA4CC1
7,20,5,Populated place,Ye,,,0,Ye,0.0,0.0,,0.0,0,Myanmar,MMR,Myanmar,MMR,Mon,BM,,15.2532666208,97.8678657623,0.0,0,,50798,50798,50798,-1.0,,Ye,1,0,0101000020E6100000C49FD61C8B775840E0669B29AC812E40,5285,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F000056F9691FA1C764412599CB9A85383A41
6,30,2,Populated place,Uelen,,,0,Uelen,0.0,0.0,,0.0,0,Russia,RUS,Russia,RUS,Chukchi Autonomous Okrug,RS,,66.154139309,-169.810583497,1.0,0,Changed scale rank.,0,0,0,-1.0,,Uelen,0,0,0101000020E61000008849CD4CF03965C004D01E6BDD895040,5673,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F000073A7FABA0B0772C11D93870657EB6241
3,110,5,Admin-1 capital,Mombasa,,,0,Mombasa,0.0,0.0,,0.0,1,Kenya,KEN,Kenya,KEN,Coast,KE,,-4.04002602246,39.6899181709,0.0,0,,882000,799668,907319,186301.0,Mombasa,Mombasa,1,0,0101000020E610000070020B7A0FD843400069897CFE2610C0,6066,2013-06-07 12:57:48.688979,2013-06-07 12:57:48.930105,0101000020110F0000074C94377FDA50416FCF847F86751BC1
