col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
1, h, h, h, vh, vl, l, vh, vl, n, n, n, h, h, l, l, n, l, l, n, vl, h, n,113.0,2040.0,13027,38.4
2, h, h, h, vh, vl, l, vh, l, n, n, n, h, n, n, n, n, h, h, h, vl, h, n,293.0,1600.0,25229,48.6
3, h, h, h, vh, n, n, vh, l, n, n, n, n, l, h, h, n, vh, h, h, l, h, n,132.0,243.0,3694,28.7
4, h, h, h, vh, vl, vl, vh, vl, n, n, n, n, l, l, vl, n, h, n, h, vl, h, n,60.0,240.0,5688,28.0
5, h, h, h, vh, vl, l, l, n, n, n, n, n, l, n, h, n, n, h, h, vl, h, n,16.0,33.0,970,14.3
6, h, h, h, vh, vl, vl, n, l, n, n, n, vh, n, vl, vl, n, n, h, h, vl, h, n,4.0,43.0,553,11.6
7, h, h, h, vh, n, vl, n, n, n, n, n, n, l, n, n, n, n, h, h, l, h, n,6.9,8.0,350,10.3
8, h, h, h, vh, vl, h, l, vh, n, n, xh, xh, vh, vh, n, n, h, vl, vl, vl, h, l,22.0,1075.0,3511,24.5
9, h, h, h, vh, n, h, l, vh, n, n, vh, vh, h, h, h, n, n, l, l, vl, h, n,30.0,423.0,1989,24.1
10, h, h, h, vh, l, vh, l, vh, n, n, h, xh, n, h, h, n, vh, h, n, vl, h, n,29.0,321.0,1496,23.2
11, h, h, h, vh, l, vh, l, vh, n, n, h, xh, n, h, h, n, vh, h, n, vl, h, n,32.0,218.0,1651,24.0
12, h, h, h, vh, n, h, l, vh, n, n, h, h, n, h, h, n, vh, n, h, vl, h, l,37.0,201.0,1783,19.1
13, h, h, h, vh, n, h, l, vh, n, n, h, h, h, vh, vh, n, n, l, n, vl, h, n,25.0,79.0,1138,18.4
14, h, h, h, vh, vl, h, l, xh, n, n, vh, xh, h, h, vh, n, n, l, l, vl, h, vl,3.0,60.0,387,9.4
15, h, h, h, vh, n, vh, l, vh, n, n, vh, h, h, h, h, n, l, vl, vl, vl, h, vl,3.9,61.0,276,9.5
16, h, h, h, vh, l, vh, n, vh, n, n, vh, xh, n, h, h, n, n, n, n, vl, h, n,6.1,40.0,390,14.9
17, h, h, h, vh, l, vh, n, vh, n, n, vh, xh, n, h, h, n, vh, n, n, vl, h, n,3.6,9.0,230,12.3
18, h, h, h, vh, vl, h, vh, h, n, n, vh, vh, n, h, n, n, n, n, n, vl, h, l,320.0,11400.0,34588,52.4
19, h, h, h, vh, n, h, h, n, n, n, h, vh, l, vh, n, n, h, n, n, l, h, n,1150.0,6600.0,41248,67.0
20, h, h, h, vh, vl, vh, h, vh, n, n, h, vh, h, vh, n, n, vh, l, l, vl, h, l,299.0,6400.0,30955,53.4
21, h, h, h, vh, n, n, vh, h, n, n, n, n, l, h, n, n, n, n, n, l, h, n,252.0,2455.0,11664,40.8
22, h, h, h, vh, n, h, n, n, n, n, n, h, n, h, h, n, vh, h, n, vl, h, vl,118.0,724.0,5172,21.7
23, h, h, h, vh, l, h, n, n, n, n, n, h, n, h, h, n, vh, h, n, vl, h, vl,77.0,539.0,4362,19.5
24, h, h, h, vh, n, l, n, l, n, n, n, h, n, n, n, n, vl, l, h, n, h, n,90.0,453.0,4407,27.1
25, h, h, h, vh, n, h, vh, vh, n, n, n, h, n, h, h, n, n, l, n, l, h, l,38.0,523.0,2269,20.2
26, h, h, h, vh, n, n, n, l, n, n, n, h, h, h, h, n, n, l, n, vl, h, l,48.0,387.0,2419,18.5
27, h, h, h, vh, n, h, l, h, n, n, n, vh, n, n, n, n, n, n, n, vl, h, l,9.4,88.0,517,12.1
28, h, h, h, vh, vl, h, h, vh, n, n, h, vh, h, h, h, n, n, l, l, vl, h, n,13.0,98.0,1473,19.6
29, h, h, h, vh, n, l, n, n, n, n, n, n, n, n, h, n, vl, n, n, l, h, vl,2.14,7.3,138,5.3
30, h, h, h, vh, n, l, n, n, n, n, n, n, n, n, h, n, vl, n, n, l, h, vl,1.98,5.9,128,5.2
31, h, h, h, vh, l, vh, h, n, n, n, n, xh, h, h, h, n, vh, l, l, vl, h, n,62.0,1063.0,3682,32.8
32, h, h, h, vh, vl, l, h, l, n, n, n, n, n, vh, n, n, vh, n, n, vl, h, n,390.0,702.0,30484,45.8
33, h, h, h, vh, n, vh, h, vh, n, n, n, xh, h, h, h, n, vh, h, n, l, h, n,42.0,605.0,1803,27.1
34, h, h, h, vh, n, h, h, n, n, n, n, n, n, n, n, n, n, n, n, vl, h, vl,23.0,230.0,1271,14.2
35, h, h, h, vh, vl, vl, l, vh, n, n, n, vh, h, n, n, n, h, l, n, vl, h, n,13.0,82.0,2250,17.2
36, h, h, h, vh, l, l, n, n, n, n, n, n, l, l, l, n, n, h, h, l, h, n,15.0,55.0,1004,15.8
37, h, h, h, vh, l, l, l, vl, n, n, n, h, n, h, h, n, vh, n, n, vl, h, n,60.0,47.0,2883,20.3
38, h, h, h, vh, n, n, n, h, n, n, n, n, l, vh, n, n, h, h, h, l, h, n,15.0,12.0,504,13.5
39, h, h, h, vh, n, n, n, h, n, n, n, n, l, vh, vh, n, vh, n, h, vl, h, n,6.2,8.0,197,9.6
40, h, h, h, vh, vl, n, l, vh, n, n, n, n, n, h, l, n, vh, n, n, vl, h, n,3.0,8.0,294,9.5
41, h, h, h, vh, n, l, l, n, n, n, n, n, l, n, vh, n, vh, h, h, l, h, n,5.3,6.0,173,8.7
42, h, h, h, vh, l, l, n, n, n, n, n, h, l, h, n, n, n, h, h, vl, h, n,45.5,45.0,2645,21.0
43, h, h, h, vh, l, n, n, n, n, n, n, vh, l, h, n, n, n, h, h, vl, h, n,28.6,83.0,1416,18.9
44, h, h, h, vh, vl, l, n, n, n, n, n, vh, l, n, n, n, n, h, h, vl, h, n,30.6,87.0,2444,20.5
45, h, h, h, vh, l, l, n, n, n, n, n, h, l, n, n, n, n, h, h, vl, h, n,35.0,106.0,2198,20.1
46, h, h, h, vh, l, l, n, n, n, n, n, h, l, n, h, n, n, h, h, vl, h, n,73.0,126.0,4188,25.1
47, h, h, h, vh, vl, vl, l, vh, n, n, n, n, l, vh, vh, n, vh, l, l, vl, h, n,23.0,36.0,2161,15.6
48, h, h, h, vh, vl, l, l, l, n, n, n, n, l, l, l, n, h, h, h, vl, h, n,464.0,1272.0,32002,53.4
49, h, h, h, vh, n, n, n, l, n, n, n, n, n, vh, vh, n, n, l, n, l, h, n,91.0,156.0,2874,22.6
50, h, h, h, vh, l, h, n, n, n, n, vh, vh, n, h, h, n, n, l, n, vl, h, n,24.0,176.0,1541,20.3
51, h, h, h, vh, vl, l, n, n, n, n, n, n, n, l, vl, n, n, n, h, vl, h, n,10.0,122.0,1225,16.2
52, h, h, h, vh, vl, l, l, l, n, n, n, h, h, n, n, n, n, l, l, vl, h, n,8.2,41.0,855,13.1
53, h, h, h, vh, l, l, l, h, n, n, h, vh, vh, vh, vh, n, n, l, l, vl, h, l,5.3,14.0,533,9.3
54, h, h, h, vh, n, n, l, n, n, n, n, h, h, n, n, n, vh, n, h, vl, h, n,4.4,20.0,216,10.6
55, h, h, h, vh, vl, l, l, vl, n, n, n, n, l, h, l, n, vh, h, h, vl, h, n,6.3,18.0,309,9.6
56, h, h, h, vh, vl, h, l, vh, n, n, vh, vh, n, h, n, n, h, l, l, vl, h, l,27.0,958.0,3203,21.1
57, h, h, h, vh, vl, n, l, h, n, n, h, vh, vh, n, n, n, n, l, l, vl, h, vl,17.0,237.0,2622,16.0
58, h, h, h, vh, n, vh, l, vh, n, n, xh, vh, n, vh, vh, n, vh, h, h, vl, h, n,25.0,130.0,813,20.9
59, h, h, h, vh, n, n, l, h, n, n, n, h, n, n, n, n, n, n, n, vl, h, n,23.0,70.0,1294,18.2
60, h, h, h, vh, vl, h, l, vh, n, n, h, h, n, h, h, n, l, l, l, vl, h, l,6.7,57.0,650,11.3
61, h, h, h, vh, n, n, l, h, n, n, n, n, l, h, h, n, n, h, n, vl, h, n,28.0,50.0,997,16.4
62, h, h, h, vh, n, l, l, vh, n, n, h, vh, h, n, vh, n, vh, vl, vl, vl, h, n,9.1,38.0,918,15.3
63, h, h, h, vh, n, n, l, h, n, n, n, n, n, vh, h, n, vh, n, n, vl, h, n,10.0,15.0,418,11.6
