col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
0,2006-03-26,1,500,Teleseker,Maariv,14,11,12.0,1.0,34,0,5.0,12.0,17.0,5,3,3,3,http://imra.org.il/story.php3?id=28868,SIZE UNKNOWN
1,2006-03-26,1,1115,Dahaf,Yediot,13,9,12.0,2.0,34,0,6.0,11.0,21.0,5,3,2,2,http://imra.org.il/story.php3?id=28868,
2,2006-03-26,1,500,Dialog,Haaretz,14,12,7.0,2.0,36,0,6.0,11.0,18.0,6,4,2,2,http://imra.org.il/story.php3?id=28868,SIZE UNKNOWN
3,2006-03-25,1,503,Maagar,Ch2,12,8,15.0,2.0,34,0,7.0,8.0,19.0,6,3,2,2,http://imra.org.il/story.php3?id=28868,SIZE UNKNOWN
4,2006-03-22,1,500,Teleseker,Maariv,14,11,10.0,0.0,37,0,5.0,9.0,21.0,5,4,2,2,http://imra.org.il/story.php3?id=28845,
5,2006-03-22,1,1003,Dahaf,Yediot,14,9,11.0,1.68,36,0,5.0,11.0,21.0,6,3,2,2,http://imra.org.il/story.php3?id=28845,CORRECTED SIZE/DATE (WAS 1062)
6,2006-03-23,1,500,Maagar,Reshet B,16,9,11.0,2.0,33,0,7.0,10.0,18.0,6,4,2,2,,
7,2006-03-22,1,501,Smith,Globes/Jpost,15,10,10.5,0.0,34,0,5.5,10.5,19.5,5,4,3,3,http://imra.org.il/story.php3?id=28845,http://www.uzit.co.il/poll2006.html ARABS UNCERTAIN
8,2006-03-22,1,500,Dialog,Haaretz,14,9,9.0,2.0,36,0,6.0,11.0,17.0,6,4,3,3,,
9,2006-03-22,1,500,Maagar,Ch2,15,7,12.0,0.0,33,0,7.0,8.0,20.0,6,3,2,2,,
10,2006-03-16,1,500,Maagar,Makor Rishon,16,8,11.0,0.0,35,0,7.0,10.0,21.0,5,3,2,2,http://imra.org.il/story.php3?id=28796,
11,2006-03-15,1,500,Teleseker,Maariv,15,8,8.0,0.0,39,0,5.0,10.0,20.0,6,3,3,3,http://imra.org.il/story.php3?id=28796,
12,2006-03-15,1,500,Dahaf,Yediot,15,8,10.0,0.0,39,0,6.0,11.0,19.0,4,4,2,2,http://imra.org.il/story.php3?id=28796,CORRECTED SIZE WAS 1002
13,2006-03-15,1,513,Maagar,Reshet B,17,9,10.0,0.0,36,0,6.0,10.0,21.0,4,2,2,2,http://imra.org.il/story.php3?id=28796,
14,2006-03-15,1,501,Smith,Globes/Jpost,15,10,10.0,0.0,36,0,6.0,10.0,19.0,5,3,3,3,http://imra.org.il/story.php3?id=28796,
15,2006-03-14,1,500,Dialog,Haaretz,16,8,10.0,0.0,37,0,6.0,10.0,20.0,5,4,2,2,http://imra.org.il/story.php3?id=28796,SIZE UNKNOWN
