col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,66,48,72.70%,48,38,79.20%,8.90%,19_001,19.0,2.0,4.0,,
Adams,39,33,84.60%,43,35,81.40%,-3.80%,19_002,19.0,2.0,4.0,,
Allamakee,187,145,77.50%,131,98,74.80%,-3.50%,19_003,19.0,2.0,4.0,,
Appanoose,146,116,79.50%,136,102,75.00%,-5.60%,19_004,19.0,2.0,4.0,,
Audubon,68,59,86.80%,50,40,80.00%,-7.80%,19_005,19.0,2.0,4.0,,
Benton,299,221,73.90%,262,202,77.10%,4.30%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,173",784,66.80%,"1,166",838,71.90%,7.50%,19_007,19.0,2.0,4.0,,
Boone,267,216,80.90%,263,226,85.90%,6.20%,19_008,19.0,2.0,4.0,,
Bremer,334,279,83.50%,292,249,85.30%,2.10%,19_009,19.0,2.0,4.0,,
Buchanan,181,145,80.10%,220,167,75.90%,-5.20%,19_010,19.0,2.0,4.0,,
Buena Vista,262,188,71.80%,228,164,71.90%,0.20%,19_011,19.0,2.0,4.0,,
Butler,112,94,83.90%,126,101,80.20%,-4.50%,19_012,19.0,2.0,4.0,,
Calhoun,141,122,86.50%,124,100,80.60%,-6.80%,19_013,19.0,2.0,4.0,,
Carroll,214,174,81.30%,198,155,78.30%,-3.70%,19_014,19.0,2.0,4.0,,
Cass,217,165,76.00%,173,140,80.90%,6.40%,19_015,19.0,2.0,4.0,,
Cedar,233,197,84.50%,215,174,80.90%,-4.30%,19_016,19.0,2.0,4.0,,
Cerro Gordo,462,346,74.90%,457,351,76.80%,2.60%,19_017,19.0,2.0,4.0,,
Cherokee,118,90,76.30%,123,94,76.40%,0.20%,19_018,19.0,2.0,4.0,,
Chickasaw,144,122,84.70%,120,96,80.00%,-5.60%,19_019,19.0,2.0,4.0,,
Clarke,123,99,80.50%,111,80,72.10%,-10.50%,19_020,19.0,2.0,4.0,,
Clay,162,139,85.80%,144,118,81.90%,-4.50%,19_021,19.0,2.0,4.0,,
Clayton,153,106,69.30%,120,90,75.00%,8.30%,19_022,19.0,2.0,4.0,,
Clinton,592,461,77.90%,521,396,76.00%,-2.40%,19_023,19.0,2.0,4.0,,
Crawford,186,142,76.30%,195,146,74.90%,-1.90%,19_024,19.0,2.0,4.0,,
Dallas,636,522,82.10%,"1,002",854,85.20%,3.80%,19_025,19.0,2.0,4.0,,
Davis,71,54,76.10%,65,52,80.00%,5.20%,19_026,19.0,2.0,4.0,,
Decatur,80,59,73.80%,62,42,67.70%,-8.10%,19_027,19.0,2.0,4.0,,
Delaware,190,155,81.60%,170,137,80.60%,-1.20%,19_028,19.0,2.0,4.0,,
Des Moines,460,285,62.00%,427,353,82.70%,33.40%,19_029,19.0,2.0,4.0,,
Dickinson,170,148,87.10%,175,155,88.60%,1.70%,19_030,19.0,2.0,4.0,,
Dubuque,768,554,72.10%,931,722,77.60%,7.50%,19_031,19.0,2.0,4.0,,
Emmet,112,77,68.80%,111,88,79.30%,15.30%,19_032,19.0,2.0,4.0,,
Fayette,312,236,75.60%,224,189,84.40%,11.50%,19_033,19.0,2.0,4.0,,
Floyd,173,137,79.20%,157,121,77.10%,-2.70%,19_034,19.0,2.0,4.0,,
