col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
26,lexar  A/R Export,,,,,,, ,,3,F,,,,1.0,0,,0,,0,False
29,9CI Basic Remit Spreadsheet,,,,,,,",",,3,D,,,,0.0,0,,0,,0,False
50,walmart retail link,,,,,,,",",,12,D,,,,0.0,0,,0,,0,False
51,BAI2,,,,,,, ,,3,F,,,,0.0,0,,0,,0,False
52,Wells Fargo,,,,,,,",",,3,D,,,,0.0,0,,0,,0,False
53,IOD Spreadsheet,,,,,,,",",,12,D,,,,0.0,0,,0,,0,False
1001,REVLONEDI820,,Edi820,,,,,,,3,F,False,True,,0.0,107,2008-05-14T15:13:10.000,107,2008-05-21T12:54:43.000,0,False
1102,REVLONEDI823,,Edi823,,,,,,,3,F,,True,,0.0,132,2008-09-09T10:14:23.000,132,2008-09-09T10:15:23.000,0,False
1103,REVLON offsets,,,,,,,",",,12,D,,,,0.0,107,2009-03-30T20:52:34.000,107,2009-03-30T20:52:34.000,63,False
1104,TTI ICVerify,,,,,,,",",,3,D,,,,,107,2009-05-13T12:27:59.000,107,2009-05-13T17:31:24.000,0,False
1105,Customer EDIs,,,,,,,,,3,F,,,,,107,2009-05-13T12:53:37.000,107,2009-05-13T12:53:37.000,0,False
1106,PayLink,,,,,,,,,3,F,,,,,107,2009-05-13T13:08:47.000,107,2009-05-13T13:08:47.000,0,False
1204,TTI EDI 820,,Edi820,,,,,,,3,F,,,,,107,2009-05-13T13:53:30.000,107,2009-05-13T14:40:17.000,0,False
1206,TTI Bank Import,,,,,,,,,3,F,,,,,107,2009-05-13T14:06:06.000,107,2009-05-13T14:06:06.000,0,False
1207,Split File,,,,,,,",",,3,D,,,,,107,2009-05-13T14:06:06.000,107,2009-05-13T14:06:06.000,0,False
1208,823,,Edi823,,,,,",",,3,D,,,,0.0,107,2010-03-23T15:59:00.000,107,2010-03-23T15:59:00.000,0,False
