col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
Bulawayo,1644,1480,52,112,1200676,1,Bulawayo,ZWE,28.56,-20.14,9647e09d-b00e-4b75-b91d-e4ebdbbbcdbc,136.922866785044,4.33089359660725,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,28.5570798702583,-20.1352689705969
Harare,3327,3143,121,63,2123132,2,Harare,ZWE,31.0576808120001,-17.844411452,4fb9e50c-d315-47b1-8428-6f3bbecda9fb,156.70245655946,5.69912751538764,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,31.0576808118934,-17.8444114522181
Manicaland,525,474,23,28,1752698,3,Manicaland,ZWE,32.3963183560001,-19.06493203,c945ce20-5748-4c20-88a1-2072b5c270e0,29.9538197681517,1.31226258031903,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,32.3963183562991,-19.0649320298624
Mashonaland Central,208,203,4,1,1152520,4,Mashonaland Central,ZWE,31.1929277470001,-16.702765939,6e054a2b-8657-447f-a428-4b280cc7492a,18.0474091555895,0.347065560684413,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,31.1929277465741,-16.7027659391794
Mashonaland East,414,410,4,0,1344955,5,Mashonaland East,ZWE,31.693235175,-17.985081387,ad275413-3776-48df-972a-5a8bf1f21da8,30.7816990159522,0.297407719960891,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,31.6932351752473,-17.9850813869401
Mashonaland West,352,338,12,2,1501656,6,Mashonaland West,ZWE,29.7473862420001,-17.2018289439999,acf3551f-ab04-49c5-b56a-f5262d3d71c3,23.4407880366742,0.799117773977529,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,29.7473862420874,-17.2018289438716
Midlands ,682,657,9,16,1614941,7,Midlands,ZWE,29.4623281940001,-18.982455676,540d98b2-0def-430b-b890-0e8f465c17aa,42.2306449585465,0.55729590121249,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,29.4623281936372,-18.9824556761683
Masvingo,240,234,3,3,1485090,8,Masvingo,ZWE,31.240226331,-20.788696274,1e65b084-330c-488e-89d8-596877afa78a,16.1606367290871,0.202007959113589,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,31.2402263306987,-20.7886962738282
Matebeleland North,153,139,3,11,749017,9,Matabeleland North,ZWE,27.395881687,-18.8452182149999,a58ca9eb-8590-46a7-89c6-f0042e8c7786,20.4267726900725,0.400524954707303,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,27.395881686734,-18.8452182146467
Matebeleland South,804,786,8,10,683893,10,Matabeleland South,ZWE,28.9903880460001,-21.00874349,4002703d-b83f-444f-80fa-dab443480731,117.562250235051,1.16977363417962,10/12/2020 9:40:20 AM,surveyor_jr,10/29/2020 7:12:26 PM,surveyor_jr,28.9903880461785,-21.0087434896123
