col0,col1,col2,col3,col4,col5,col6,col7
Daimler AG,5.04.2013,>,5%,6.93%,"3,58%",id_10950042.html,
RWE Aktiengesellschaft,15.04.2013,>,5%,5.27%,"2,84%",id_10966896.html,
Daimler AG,23.04.2013,<,5%,0%,"0,08%",id_11018337.html,
Merck KGaA,23.04.2013,>,5%,6.10%,"5,08%",id_11027229.html,
Merck KGaA,23.04.2013,>,"3%, 5%",5.08%,???,id_11027235.html,"§21,22 unklar, "
Merck KGaA,23.04.2013,>,5%,6.22%,"5,08%",id_11027255.html,
RWE Aktiengesellschaft,02.05.2013,<,5%,1.67%,"0,04%",id_11051577.html,
Deutsche Bank AG,03.05.2013,<,"10%, 5%",0%,"0,03%",id_11076112.html,
Deutsche Bank AG,03.05.2013,<,"5%, 3%",0.03%,"0,03%",id_11076115.html,"mehrere Daten, "
Deutsche Bank AG,02.05.2013,>,"5%, 10%",11.29%,"8,86%",id_11076119.html,
Deutsche Bank AG,02.05.2013,>,"5%, 10%",10.00%,"8,86%",id_11076129.html,
Deutsche Bank AG,03.05.2013,<,"10%, 5%",1.32%,"0,03%",id_11076132.html,
Deutsche Bank AG,02.05.2013,>,"3%, 5%",8.86%,"0,03%",id_11076133.html,"mehrere Daten, "
Merck KGaA,08.05.2013,<,5%,0.00%,"0,02%",id_11081897.html,
Merck KGaA,8.05.2013,<,"5%, 3%",0.02%,???,id_11081904.html,"§21,22 unklar, "
Merck KGaA,08.05.2013,<,5%,0.15%,"0,02%",id_11081909.html,
Deutsche Börse AG,10.05.2013,>,3%,4.25%,"0,02%",id_11094688.html,"mehrere Daten, "
Deutsche Börse AG,10.05.2013,>,5%,5.69%,"4,25%",id_11094696.html,
Deutsche Börse AG,10.05.2013,>,5%,5.46%,"4,25%",id_11094708.html,
Deutsche Börse AG,23.05.2013,<,5%,0.67%,"0,03%",id_11121549.html,
Deutsche Börse AG,23.05.2013,<,3%,0.03%,"0,02%",id_11121568.html,"mehrere Daten, "
Deutsche Börse AG,23.05.2013,<,5%,0.00%,"0,03%",id_11121589.html,
Deutsche Bank AG,23.05.2013,>,"5%, 10%",12.15%,"2,60%",id_11152095.html,
Deutsche Bank AG,23.05.2013,>,"5%, 10%",10.7%,"2,6%",id_11152096.html,
Deutsche Bank AG,23.05.2013,>,"5%, 10%",10.70%,"2,60%",id_11164718.html,
Deutsche Bank AG,05.06.2013,<,"10%, 5%",1.99%,"0,03%",id_11189204.html,
Deutsche Bank AG,05.06.2013,<,"10%, 5%",0%,"0,03%",id_11189223.html,
WCM Beteiligungs- und Grundbesitz-AG,29.01.2013,>,3%,3.06%,???,id_11549529.html,"mehrere Daten, §21,22 unklar, "
WCM Beteiligungs- und Grundbesitz-AG,26.09.2013,<,3%,2.95%,???,id_11645352.html,"mehrere Daten, §21,22 unklar, "
DIC Asset AG,27.11.2013,<>,3%,12.32%,12.32%,id_11904224.html,"mehrere Daten, 2 in 1er Meldung, "
ThyssenKrupp AG,06.12.2013,<,"10%, 5%",0%,"0,002%",id_11940054.html,
ThyssenKrupp AG,03.12.2013,>,"5%, 10%",10.32%,"9,39%",id_11940056.html,
ThyssenKrupp AG,3.12.2013,>,"3%, 5%",???,"0,002%",id_11940126.html,"anteil unklar, "
ThyssenKrupp AG,06.12.2013,<,"10%, 5%",0.97%,"0,002%",id_11940249.html,
ThyssenKrupp AG,6.12.2013,<,"3%, 5%",???,???,id_11940362.html,"anteil unklar, "
ThyssenKrupp AG,03.12.2013,>,"5%, 10%",11.28%,"9,39%",id_11940579.html,
WCM Beteiligungs- und Grundbesitz-AG,26.09.2013,<,3%,2.95%,???,id_12437774.html,"mehrere Daten, §21,22 unklar, "
WCM Beteiligungs- und Grundbesitz-AG,29.01.2013,>,3%,3.06%,???,id_12437781.html,"mehrere Daten, §21,22 unklar, "
WCM Beteiligungs- und Grundbesitz-AG,26.09.2013,<,3%,2.95%,???,id_12801406.html,"mehrere Daten, §21,22 unklar, "
WCM Beteiligungs- und Grundbesitz-AG,29.01.2013,>,3%,3.06%,???,id_12801414.html,"mehrere Daten, §21,22 unklar, "
Daimler AG,9.04.2014,>,5%,5.14%,"3,54%",id_12972995.html,
Daimler AG,17.04.2014,<>,10%,10.18%,"2,41%",id_12999160.html,"2 in 1er Meldung, "
Daimler AG,22.04.2014,<,5%,0%,"0,11%",id_13014350.html,
Merck KGaA,07.05.2014,<>,3%,3.89%,???,id_13114684.html,"mehrere Daten, §21,22 unklar, 2 in 1er Meldung, "
Merck KGaA,07.05.2014,>,5%,5.92%,"3,89%",id_13114773.html,
Merck KGaA,07.05.2014,>,5%,6.13%,"3,89%",id_13114776.html,
Merck KGaA,15.05.2014,>,3%,3.32%,???,id_13143956.html,"§21,22 unklar, "
Merck KGaA,19.05.2014,<,5%,0.37%,"0,02%",id_13143968.html,
Merck KGaA,16.05.2014,<,3%,1.62%,???,id_13143974.html,"§21,22 unklar, "
Merck KGaA,19.05.2014,<,5%,0.0%,"0,02%",id_13143976.html,
Deutsche Bank AG,19.05.2014,>,5%,8.19%,"4,16%",id_13164445.html,
Deutsche Bank AG,19.05.2014,>,5%,5.72%,"4,16%",id_13164507.html,
Deutsche Bank AG,19.05.2014,>,3%,4.16%,"0,006%",id_13164509.html,"mehrere Daten, "
Deutsche Bank AG,26.05.2014,<,3%,1.47%,"0,005%",id_13164510.html,"mehrere Daten, "
Deutsche Bank AG,03.06.2014,<,5%,2.54%,"0,005%",id_13203371.html,
Deutsche Bank AG,03.06.2014,<,5%,0.00%,"0,005%",id_13203378.html,
Commerzbank AG,23.12.2015,<,???,???,???,id_16443791.html,"Schwelle unklar, anteil unklar, §21,22 unklar, "
