col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
R_1jiEHR2vV8HXkTm,0.5,30,Public transit,Off Campus,Morning Person,8.0,No,No,At Home,Above Avg.,Yes
R_2EGjAE2JI0D845w,0.0,25,Drive,Off Campus,Morning Person,7.0,No,No,At Home,Avg.,Yes
R_ZfxVJz5igZhKSHv,0.1,10,Walk,On Campus,Morning Person,7.0,No,No,At Home,Avg.,Yes
R_1Nfu7teJjeffbpu,0.5,25,Public transit,Off Campus,Neither,7.0,No,No,At Home,Above Avg.,No
R_24dYbJt1IQ9o5dA,0.0,15,Walk,On Campus,Night Owl,7.5,No,No,On Campus,,No
R_1F2jfHmrinU4y2T,0.5,60,Public transit,Off Campus,Morning Person,8.0,No,Yes,At Home,Above Avg.,Yes
R_1eReJOXbvqvglPx,3.0,15,Public transit,Off Campus,Night Owl,4.0,No,No,Neither,Above Avg.,No
R_2bNM8w6g8mLOmyI,0.0,30,Drive,Off Campus,Morning Person,6.0,No,No,At Home,Avg.,No
R_3p0fWB6ux7FXU5p,9.0,30,Public transit,Off Campus,Morning Person,7.5,No,No,At Home,Above Avg.,Yes
R_338NP1aWgiVZdZv,0.0,25,Public transit,Off Campus,Morning Person,7.0,No,No,At Home,Above Avg.,No
R_1N6ihz4ap1tefUl,9.0,40,Drive,Off Campus,Night Owl,5.0,Yes,Yes,On Campus,Avg.,Yes
R_tMVcSy2my6DsqI1,14.0,50,Public transit,Off Campus,Neither,8.5,No,No,On Campus,,Yes
R_3JCmUYGnmeOOrIh,1.0,20,Public transit,Off Campus,Morning Person,8.0,No,No,At Home,Above Avg.,Yes
R_322xRwMye7IbGVR,0.1,10,Walk,On Campus,Morning Person,8.0,No,No,At Home,Below Avg.,No
R_3G0W7Qio7lleLP0,0.8999999999999999,15,Walk,On Campus,Morning Person,6.5,No,No,On Campus,Avg.,No
R_3r0242UCUWHbjtU,0.0,20,Public transit,Off Campus,Morning Person,7.5,No,No,At Home,Above Avg.,No
R_24l4LfoAHXMWqVm,0.5,45,Public transit,Off Campus,Morning Person,6.0,No,No,At Home,Above Avg.,Yes
R_2Tu5X3S8bmNPCJM,6.0,20,Public transit,Off Campus,Neither,7.0,Yes,Yes,At Home,Avg.,No
R_3KqEPygpvnUowYM,0.3,30,Public transit,Off Campus,Neither,6.7,No,No,At Home,Avg.,No
R_ApxIa1UloFaOnaF,27.0,35,Public transit,Off Campus,Night Owl,6.5,No,No,On Campus,Above Avg.,Yes
R_1DLP1r3li6nZhBI,3.5,60,Public transit,Off Campus,Night Owl,6.5,No,No,At Home,Above Avg.,Yes
R_1BVkEvUp3arT7n4,1.5,15,Bike,On Campus,Neither,7.0,No,Yes,At Home,Below Avg.,No
R_2Tw9hPtMKXDuBFB,0.0,20,Public transit,Off Campus,Morning Person,6.0,No,No,On Campus,Above Avg.,No
R_1M3Y5ROY3wo5P08,0.2,15,Walk,On Campus,Neither,7.0,No,No,On Campus,Above Avg.,No
R_25EK25aOo5GtanX,7.0,10,Walk,On Campus,Neither,7.0,No,No,At Home,Above Avg.,No
