col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
Ag1,,,,,,,,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,
Ag2,,,,,,,,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,
Desal1,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,,,,
EndPt,,,,,,,,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,
GW1,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,,,,
GW2,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,,,,
Hp1,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,
SR1,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,,,,
SR2,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,,,,
SR3,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,,,,
SR4,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,,,,,,
Urb1,,,,,,,,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,
Urb2,,,,,,,,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,
WTP1,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,(source;jsonplugin)(user_id;1),,,,,,
WTP2,,,,(source;jsonplugin)(user_id;1),(source;jsonplugin)(user_id;1),,,(source;jsonplugin)(user_id;1),,,,,,
