col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
201_buds_Aug,P1988_115,2.57.1,Aspen,Umeå,buds,No,RiboMinus,Sample115,Buds Aug U,
201_buds_Aug,P1988_116,2.57.2,Aspen,Umeå,buds,No,RiboMinus,Sample116,Buds Aug U,
201_buds_Aug,P1988_117,2.57.3 ,Aspen,Umeå,buds,No,RiboMinus,Sample117,Buds Aug U,
201_buds_Jun,P1988_134,2.55.1,Aspen,Umeå,buds,No,RiboMinus,Sample134,Buds Jun U,
201_buds_Jun,P1988_135,2.55.2,Aspen,Umeå,buds,No,RiboMinus,Sample135,Buds Jun U,
201_buds_Jun,P1988_136,2.55.3,Aspen,Umeå,buds,No,RiboMinus,Sample136,Buds Jun U,
201_Umea_buds_Aug_ster,P1988_107,2.05.1,Aspen,Umeå,buds,Yes,RiboMinus,Sample107,Buds Aug ster U,
201_Umea_buds_Aug_ster,P1988_108,2.05.2,Aspen,Umeå,buds,Yes,RiboMinus,Sample108,Buds Aug ster U,
201_Umea_buds_Aug_ster,P1988_109,2.05.3,Aspen,Umeå,buds,Yes,RiboMinus,Sample109,Buds Aug ster U,
Seedlings_needles_Aug,P1988_137,2.40.1,Spruce,Friggesund,seedlings,No,RiboMinus,Sample137,Seedlings needles Aug U,
Seedlings_needles_Aug,P1988_138,2.40.2,Spruce,Friggesund,seedlings,No,RiboMinus,Sample138,Seedlings needles Aug U,
Seedlings_needles_Aug,P1988_139,2.40.3,Spruce,Friggesund,seedlings,No,RiboMinus,Sample139,Seedlings needles Aug U,
Seedlings_needles_Aug_ster,P1988_121,2.47.1,Spruce,Friggesund,seedlings,Yes,RiboMinus,Sample121,Seedlings needles Aug ster U,
Seedlings_needles_Aug_ster,P1988_122,2.47.2,Spruce,Friggesund,seedlings,Yes,RiboMinus,Sample122,Seedlings needles Aug ster U,
Seedlings_needles_Aug_ster,P1988_123,2.47.3,Spruce,Friggesund,seedlings,Yes,RiboMinus,Sample123,Seedlings needles Aug ster U,
Vindeln_bark_Jul,P1988_143,2.42.1,Aspen,Umeå,bark,No,RiboMinus,Sample143,Bark Jul V,
Vindeln_bark_Jul,P1988_144,2.42.2,Aspen,Umeå,bark,No,RiboMinus,Sample144,Bark Jul V,
Vindeln_bark_Jul,P1988_145,2.42.3,Aspen,Umeå,bark,No,RiboMinus,Sample145,Bark Jul V,
Vindeln_leaves_Jul,P1988_118,2.24.1,Aspen,Vindeln,mature leaves,No,RiboMinus,Sample118,Leaves Jul V,
Vindeln_leaves_Jul,P1988_119,2.24.2 ,Aspen,Vindeln,mature leaves,No,RiboMinus,Sample119,Leaves Jul V,
Vindeln_leaves_Jul,P1988_120,2.24.3,Aspen,Vindeln,mature leaves,No,RiboMinus,Sample120,Leaves Jul V,
Vindeln_suckers_Jul,P1988_110,2.14.1 ,Aspen,Vindeln,suckers,No,RiboMinus,Sample110,Suckers Jul V,
Vindeln_suckers_Jul,P1988_111,2.14.2,Aspen,Vindeln,suckers,No,RiboMinus,Sample111,Suckers Jul V,
Vindeln_suckers_Jul,P1988_112,2.14.3 ,Aspen,Vindeln,suckers,No,RiboMinus,Sample112,Suckers Jul V,
Z4006_Hissjo_buds_Jun,P1988_113,2.28.1,Spruce,Hissjö,buds,No,RiboMinus,Sample113,Buds Jun H,
Z4006_Hissjo_buds_Jun,P1988_114,2.31.1,Spruce,Hissjö,buds,No,RiboMinus,Sample114,Buds Jun H,
Z4006_Hissjo_buds_Jun,P1988_127,2.33.1,Spruce,Hissjö,buds,No,RiboMinus,Sample127,Buds Jun H,
Z4006_Hissjo_buds_Jun,P1988_124,2.30.1,Spruce,Hissjö,buds,No,RiboMinus,Sample124,Buds Jun H,
Z4006_Hissjo_buds_Jun,P1988_125,2.32.1,Spruce,Hissjö,buds,No,RiboMinus,Sample125,Buds Jun H,
Z4006_Hissjo_buds_Jun,P1988_126,2.29.1,Spruce,Hissjö,buds,No,RiboMinus,Sample126,Buds Jun H,
