col0,col1,col2,col3,col4,col5
1,2019-05-29T09:51:48,COMPLETED,bandwidth,75087,8
2,2019-05-28T21:45:18,COMPLETED,Liechtenstein Buckinghamshire monetize,29763,9
3,2019-05-29T13:27:51,COMPLETED,time-frame Quality,95060,5
4,2019-05-29T02:06:05,COMPLETED,Money Market Account,55370,7
5,2019-05-29T10:45:30,COMPLETED,Cambridgeshire Tasty Rubber Car mindshare,88770,6
6,2019-05-29T07:26:31,COMPLETED,SDD bypassing,42609,8
7,2019-05-29T10:31:19,COMPLETED,panel Sleek Intelligent,98663,6
8,2019-05-29T06:52:53,COMPLETED,Pennsylvania dynamic bandwidth,48166,8
9,2019-05-29T06:47:32,COMPLETED,Cotton,49262,3
10,2019-05-29T15:35:28,COMPLETED,quantifying,74421,8
