col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
236a,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,236a,./data/v14,True,1,dossier,bm25,407,175,True,0.42997542997543,0.0034681233924067,2021-01-08_18-21-30,pavel-aero,"k=1,preproc=True,retriever_type=bm25filter=dossier"
7e7a,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,7e7a,./data/v14,True,1,dossier,dpr,407,149,True,0.366093366093366,0.0236227453916695,2021-01-08_18-22-46,pavel-aero,"k=1,preproc=True,retriever_type=dprfilter=dossier"
4906,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,4906,./data/v14,True,1,dossier,sbert,407,139,True,0.3415233415233415,0.0158407573400973,2021-01-08_18-23-49,pavel-aero,"k=1,preproc=True,retriever_type=sbertfilter=dossier"
b98e,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,b98e,./data/v14,False,1,dossier,bm25,407,161,True,0.3955773955773956,0.0038716848978219,2021-01-08_18-24-46,pavel-aero,"k=1,preproc=False,retriever_type=bm25filter=dossier"
9cc4,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,9cc4,./data/v14,False,1,dossier,dpr,407,149,True,0.366093366093366,0.0202313784479734,2021-01-08_18-26-50,pavel-aero,"k=1,preproc=False,retriever_type=dprfilter=dossier"
9afc,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,9afc,./data/v14,False,1,dossier,sbert,407,135,True,0.3316953316953317,0.02365068699118,2021-01-08_18-27-58,pavel-aero,"k=1,preproc=False,retriever_type=sbertfilter=dossier"
24a2,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,24a2,./data/v14,True,3,dossier,bm25,407,241,True,0.5126945126945127,0.0076101567983385,2021-01-08_18-29-05,pavel-aero,"k=3,preproc=True,retriever_type=bm25filter=dossier"
d325,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,d325,./data/v14,True,3,dossier,dpr,407,189,True,0.4143325143325142,0.0259954739416269,2021-01-08_18-30-21,pavel-aero,"k=3,preproc=True,retriever_type=dprfilter=dossier"
55cc,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,55cc,./data/v14,True,3,dossier,sbert,407,186,True,0.3974201474201474,0.030557493472571,2021-01-08_18-31-25,pavel-aero,"k=3,preproc=True,retriever_type=sbertfilter=dossier"
d1bd,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,d1bd,./data/v14,False,3,dossier,bm25,407,227,True,0.4753071253071252,0.0125525967674539,2021-01-08_18-32-29,pavel-aero,"k=3,preproc=False,retriever_type=bm25filter=dossier"
e4e1,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,e4e1,./data/v14,False,3,dossier,dpr,407,198,True,0.4282964782964784,0.0209455078526842,2021-01-08_18-34-35,pavel-aero,"k=3,preproc=False,retriever_type=dprfilter=dossier"
39d4,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,39d4,./data/v14,False,3,dossier,sbert,407,182,True,0.3874692874692874,0.0386799311689483,2021-01-08_18-35-45,pavel-aero,"k=3,preproc=False,retriever_type=sbertfilter=dossier"
751d,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,751d,./data/v14,True,5,dossier,bm25,407,267,True,0.5313677313677315,0.0069526687795494,2021-01-08_18-36-49,pavel-aero,"k=5,preproc=True,retriever_type=bm25filter=dossier"
5725,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,5725,./data/v14,True,5,dossier,dpr,407,219,True,0.4376740376740375,0.0278415892746524,2021-01-08_18-38-07,pavel-aero,"k=5,preproc=True,retriever_type=dprfilter=dossier"
4824,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,4824,./data/v14,True,5,dossier,sbert,407,211,True,0.4173394173394174,0.0158396707136827,2021-01-08_18-39-10,pavel-aero,"k=5,preproc=True,retriever_type=sbertfilter=dossier"
913e,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,913e,./data/v14,False,5,dossier,bm25,407,256,True,0.4954837954837954,0.0046706794129779,2021-01-08_18-40-12,pavel-aero,"k=5,preproc=False,retriever_type=bm25filter=dossier"
d798,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,d798,./data/v14,False,5,dossier,dpr,407,225,True,0.4499063999063999,0.0248346309662408,2021-01-08_18-42-19,pavel-aero,"k=5,preproc=False,retriever_type=dprfilter=dossier"
2984,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,2984,./data/v14,False,5,dossier,sbert,407,207,True,0.4067158067158066,0.0346343684449255,2021-01-08_18-43-34,pavel-aero,"k=5,preproc=False,retriever_type=sbertfilter=dossier"
3eda,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,3eda,./data/v14,True,7,dossier,bm25,407,280,True,0.5406399906399906,0.0088923188439434,2021-01-08_18-44-41,pavel-aero,"k=7,preproc=True,retriever_type=bm25filter=dossier"
"1,20E+04",./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,"1,20E+04",./data/v14,True,7,dossier,dpr,407,239,True,0.4489645489645489,0.0241146279665442,2021-01-08_18-45-59,pavel-aero,"k=7,preproc=True,retriever_type=dprfilter=dossier"
"3,00E+22",./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,"3,00E+22",./data/v14,True,7,dossier,sbert,407,226,True,0.4244471744471743,0.0169813314952229,2021-01-08_18-47-03,pavel-aero,"k=7,preproc=True,retriever_type=sbertfilter=dossier"
0ad9,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,0ad9,./data/v14,False,7,dossier,bm25,407,272,True,0.503966303966304,0.0155218993116358,2021-01-08_18-48-09,pavel-aero,"k=7,preproc=False,retriever_type=bm25filter=dossier"
568b,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,568b,./data/v14,False,7,dossier,dpr,407,240,True,0.4602901602901603,0.0294309289837159,2021-01-08_18-50-20,pavel-aero,"k=7,preproc=False,retriever_type=dprfilter=dossier"
8e5e,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,8e5e,./data/v14,False,7,dossier,sbert,407,225,True,0.4162659412659411,0.0377656018310137,2021-01-08_18-51-32,pavel-aero,"k=7,preproc=False,retriever_type=sbertfilter=dossier"
2ab9,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,2ab9,./data/v14,True,10,dossier,bm25,407,296,True,0.5464890214890213,0.0087767516545743,2021-01-08_18-52-36,pavel-aero,"k=10,preproc=True,retriever_type=bm25filter=dossier"
f283,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,f283,./data/v14,True,10,dossier,dpr,407,252,True,0.4557579125760944,0.0231759434742026,2021-01-08_18-53-57,pavel-aero,"k=10,preproc=True,retriever_type=dprfilter=dossier"
dd21,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,dd21,./data/v14,True,10,dossier,sbert,407,240,True,0.4300653959744867,0.0209887844091335,2021-01-08_18-55-05,pavel-aero,"k=10,preproc=True,retriever_type=sbertfilter=dossier"
8b11,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,8b11,./data/v14,False,10,dossier,bm25,407,286,True,0.5100709623436895,0.014179537293579,2021-01-08_18-56-11,pavel-aero,"k=10,preproc=False,retriever_type=bm25filter=dossier"
4db9,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,4db9,./data/v14,False,10,dossier,dpr,407,261,True,0.4681116181116181,0.0286843832475542,2021-01-08_18-58-21,pavel-aero,"k=10,preproc=False,retriever_type=dprfilter=dossier"
a4fd,./data/v14,./data/evaluation-datasets/407_question-fiche_anonym.csv,a4fd,./data/v14,False,10,dossier,sbert,407,244,True,0.4244429198974652,0.0245232778675021,2021-01-08_18-59-36,pavel-aero,"k=10,preproc=False,retriever_type=sbertfilter=dossier"
