col0,col1,col2,col3,col4,col5,col6,col7
1,Deletion,16,5,2V4H,C,1,960
2,Deletion,16,5,3HG0,D,1,983
3,Deletion,3,8,1N0Q,A,1,832
4,Deletion,26,6,2ZGG,A,1,979
5,Deletion,16,5,2V5Q,C,1,974
6,Deletion,2,6,1N0R,A,1,828
7,Deletion,16,5,2BKK,B,1,861
8,Deletion,16,2,2P2C,P,1,950
9,Deletion,16,5,2BKG,A,1,838
10,Deletion,16,4,1MJ0,A,1,831
11,Deletion,16,5,2JAB,A,1,862
12,Deletion,16,6,2XEN,A,1,977
13,Deletion,16,6,2QYJ,A,1,951
14,Deletion,16,6,2XEE,A,1,975
15,Deletion,16,5,1SVX,A,1,836
16,Deletion,115,4,2NYJ,A,1,632
17,Insertion,166,3,2NYJ,A,2,632
18,Insertion,196,4,2NYJ,A,3,632
19,Insertion,233,8,2NYJ,A,4,632
20,Insertion,296,9,2NYJ,A,5,632
21,Deletion,115,5,2PNN,A,1,550
22,Insertion,166,3,2PNN,A,2,550
23,Insertion,196,4,2PNN,A,3,550
24,Insertion,233,14,2PNN,A,4,550
25,Insertion,296,9,2PNN,A,5,550
26,Deletion,7,2,1TR4,A,1,518
27,Deletion,213,3,1TR4,A,7,518
28,Insertion,254,14,1SW6,A,1,516
29,Insertion,362,7,1SW6,A,3,516
30,Insertion,400,8,1SW6,A,4,516
31,Deletion,405,8,1N11,A,1,508
32,Deletion,129,5,1K1A,A,1,497
33,Insertion,265,1,1K1A,A,5,497
34,Deletion,342,3,1K1A,A,7,497
35,Deletion,73,6,1IKN,D,1,477
36,Deletion,131,1,1IKN,D,2,477
37,Insertion,215,1,1IKN,D,5,477
38,Deletion,53,1,1DC2,A,2,619
39,Insertion,75,1,1DC2,A,3,619
40,Deletion,6,3,1BU9,A,1,985
41,Deletion,46,1,1BU9,A,2,985
42,Deletion,4,6,1WG0,A,1,988
43,Deletion,216,3,1WG0,A,7,988
44,Deletion,47,1,1D9S,A,2,487
45,Insertion,69,1,1D9S,A,3,487
46,Deletion,50,1,1BD8,A,1,479
47,Deletion,6,7,3AAA,C,1,654
48,Deletion,109,3,3AAA,C,4,654
49,Deletion,4,6,1MYO,A,1,571
50,Deletion,8,6,1AWC,B,1,569
51,Deletion,27,3,1WDY,A,1,788
52,Insertion,56,1,1WDY,A,2,788
53,Insertion,157,10,1WDY,A,5,788
54,Insertion,213,4,1WDY,A,6,788
55,Deletion,1,8,2KBX,A,1,813
57,Deletion,329,7,1YCS,B,1,523
58,Insertion,425,1,1YCS,B,4,523
60,Insertion,442,10,3JUE,B,1,660
61,Insertion,581,1,3JUE,B,2,660
62,Insertion,603,2,3JUE,B,3,660
63,Insertion,44,4,2AJA,A,1,785
64,Insertion,208,1,2AJA,A,5,785
65,Insertion,290,3,2AJA,A,6,785
66,Insertion,316,2,2AJA,A,7,785
67,Deletion,52,1,1AP7,A,2,478
68,Deletion,53,1,1K3Z,D,1,501
69,Insertion,239,1,1K3Z,D,5,501
70,Insertion,128,1,3KEA,B,4,604
71,Deletion,229,2,3KEA,B,7,604
72,Insertion,425,3,1DCQ,A,2,570
73,Insertion,592,3,2B0O,F,2,798
74,Insertion,725,1,2VGE,A,4,591
76,Deletion,148,3,1S70,B,4,573
77,Deletion,273,4,1S70,B,7,573
78,Deletion,47,6,2RFA,A,1,588
79,Insertion,112,4,2RFA,A,3,588
80,Insertion,149,13,2RFA,A,4,588
81,Insertion,207,4,2RFA,A,5,588
82,Insertion,53,6,3EHQ,A,1,593
83,Deletion,182,3,3EHQ,A,5,593
84,Deletion,133,1,3D9H,A,4,999
85,Deletion,199,1,3D9H,A,6,999
86,Deletion,241,2,3D9H,A,7,999
87,Deletion,-1,1,3C5R,A,1,555
88,Deletion,536,3,3C5R,A,4,555
89,Deletion,135,7,3JXI,A,1,562
91,Deletion,494,3,3TWR,B,1,682
92,Insertion,523,2,3TWR,B,2,682
93,Deletion,634,1,3TWR,B,5,682
94,Deletion,950,2,3B7B,A,7,551
95,Deletion,11,7,3SO8,A,1,672
96,Deletion,75,4,2ETC,A,1,625
98,Deletion,78,3,2F37,A,1,583
99,Insertion,128,3,2F37,A,2,583
100,Insertion,157,4,2F37,A,3,583
101,Insertion,195,12,2F37,A,4,583
102,Insertion,257,9,2F37,A,5,583
103,Deletion,7,4,2DVW,A,1,526
104,Deletion,214,4,2DVW,A,7,526
105,Deletion,8,2,2L6B,A,1,961
106,Deletion,93,8,3UXG,A,1,712
107,Insertion,192,1,3DEO,A,3,557
108,Insertion,239,16,3DEO,A,4,557
109,Deletion,6,5,4GPM,A,1,1020
110,Deletion,6,5,4GMR,A,1,1019
111,Deletion,53,1,1A5E,A,2,986
112,Insertion,75,1,1A5E,A,3,986
115,Deletion,4,6,2DZO,A,1,805
116,Insertion,160,1,2DZO,A,5,805
117,Deletion,216,3,2DZO,A,7,805
118,Deletion,604,6,2KXP,C,1,992
119,Deletion,699,4,2KXP,C,4,992
122,Deletion,27,3,4G8K,A,1,773
123,Insertion,56,1,4G8K,A,2,773
124,Insertion,157,5,4G8K,A,5,773
125,Insertion,213,4,4G8K,A,6,773
128,Insertion,442,10,4F1P,A,1,767
129,Insertion,581,1,4F1P,A,2,767
130,Insertion,603,2,4F1P,A,3,767
132,Insertion,359,2,3UTM,A,2,709
133,Deletion,469,3,3UTM,A,5,709
134,Insertion,512,1,3UTM,A,7,709
136,Deletion,7,5,3HRA,A,1,1000
137,Insertion,150,5,3HRA,A,5,1000
138,Insertion,122,1,3EU9,A,3,559
139,Insertion,202,1,3EU9,A,5,559
140,Insertion,222,1,3EU9,A,6,559
141,Insertion,578,6,3LVQ,E,1,610
143,Deletion,181,3,3EHR,A,4,595
145,Deletion,671,3,4B93,B,1,749
146,Deletion,885,2,4B93,B,6,749
147,Deletion,137,3,3JXJ,A,1,566
148,Insertion,189,3,3JXJ,A,2,566
149,Insertion,219,4,3JXJ,A,3,566
150,Insertion,256,14,3JXJ,A,4,566
151,Insertion,319,9,3JXJ,A,5,566
152,Insertion,523,2,3TWQ,A,2,679
153,Deletion,633,1,3TWQ,A,5,679
154,Deletion,152,9,3V2O,A,1,714
155,Deletion,151,5,4DX1,A,1,612
156,Insertion,203,3,4DX1,A,2,612
157,Insertion,233,4,4DX1,A,3,612
158,Insertion,270,14,4DX1,A,4,612
159,Insertion,333,9,4DX1,A,5,612
160,Deletion,7,4,3AJI,A,1,655
161,Deletion,213,4,3AJI,A,7,655
176,Deletion,18,3,3LJN,A,1,1001
177,Insertion,120,13,3LJN,A,4,1001
