col0,col1,col2,col3,col4,col5,col6,col7
"dataset-610, dataset-631, dataset-615",10.1016/j.crm.2018.03.005,Climate Risk Management,Sea Level Rise Data,American archives and climate change: risks and adaptation,,https://doi.org/10.1016/j.crm.2018.03.005,Yes
dataset-610,10.1029/2016eo065143,Eos,Sea Level Rise Data,A Quest to Put Sea Level Rise Data in Your Pocket,,https://doi.org/10.1029/2016eo065143,No
"dataset-610, dataset-641, dataset-631",10.1109/oceans.2016.7761191,OCEANS 2016 MTS/IEEE Monterey,Sea Level Rise Data,Visualizing Sea Level Rise to Examine the Nexus of Climate Change and Socio-Economic Security,,https://ieeexplore.ieee.org/document/7761191,Yes
dataset-610,10.1177/1474474010397599,Cultural Geographies,Sea Level Rise Data,Making sense of transience: an anticipatory history,,https://journals.sagepub.com/doi/full/10.1177/1474474010397599,No
dataset-610,10.1016/j.trd.2019.09.008,Transportation Research Part D Transport and Environment,Sea Level Rise Inundation,Tsunami-induced traffic evacuation strategy optimization,,https://www.sciencedirect.com/science/article/pii/S1361920918310678,
"dataset-610, dataset-649",10.2139/ssrn.3441444,SSRN Electronic Journal,Sea Level Rise Inundation,Legal Issues When Managing Public Roads Affected by Sea Level Rise: North Carolina,https://poseidon01.ssrn.com/delivery.php?ID=636105110097094065007021116115078108005045006058036003100115022070126074024098097089061030040044008109118027109005104025077066020059035013080124078119020065001089096039050008025125116066120074102065097017006113117066080102070127126012019094068125120094&EXT=pdf,,Yes
"dataset-610, dataset-649, dataset-650",10.2139/ssrn.3441447,SSRN Electronic Journal,Sea Level Rise Inundation,"Road Vulnerabilities to Projected Sea-Level Rise by County: North Carolina, South Carolina, and Georgia",https://poseidon01.ssrn.com/delivery.php?ID=105078117027006085030085089092080064030064049034070049097092106112065098065093126095050000006042010051053025102027025076028095019080035020033098114109087066127024073056062046025025094091066123092106021009106120088083025009087114097087103031005105023092&EXT=pdf,,Yes
"dataset-610, dataset-648",10.1145/3232755.3232775,the Applied Networking Research Workshop,Sea Level Rise Inundation,Lights Out: Climate Change Risk to Internet Infrastructure,http://pages.cs.wisc.edu/~pb/anrw18_final.pdf,,Yes
dataset-610,10.4236/ajcc.2017.62020,American Journal of Climate Change,Sea Level Rise Inundation,"Mechanisms for Cross-Scaling, Flexibility and Social Learning in Building Resilience to Sea Level Rise: Case Study of Hampton Roads, Virginia",http://www.scirp.org/journal/PaperDownload.aspx?paperID=77253,,No
dataset-610,10.2112/jcoastres-d-15-00100.1,Journal of Coastal Research,Sea Level Rise Inundation,"The Impacts of Sea-Level Rise on Tidal Flooding in Boston, Massachusetts",,https://bioone.org/journals/journal-of-coastal-research/volume-32/issue-6/JCOASTRES-D-15-00100.1/The-Impacts-of-Sea-Level-Rise-on-Tidal-Flooding-in/10.2112/JCOASTRES-D-15-00100.1.full,
dataset-610,10.1680/cm.61149.639,Coastal Management,Sea Level Rise Inundation,US North Atlantic Coast Comprehensive Study: Resilient Adaptation to Increasing Risk,https://www.icevirtuallibrary.com/doi/pdf/10.1680/cm.61149.639,,No
dataset-610,10.5194/nhess-15-2331-2015,Natural Hazards and Earth System Science,Sea Level Rise Inundation,Coupling scenarios of urban growth and flood hazards along the Emilia-Romagna coast (Italy),https://www.nat-hazards-earth-syst-sci.net/15/2331/2015/nhess-15-2331-2015.pdf,,No
dataset-610,10.1134/s0097807815040089,Water Resources,Sea Level Rise Inundation,Effect of long-term changes of marine factors on river mouths,https://link.springer.com/content/pdf/10.1134/S0097807815040089.pdf,,No
dataset-610,10.1007/978-3-319-07926-4_19,Modern Trends in Cartography,Sea Level Rise Inundation,The Competitive Analysis Method for Evaluating Water Level Visualization Tools,,https://link.springer.com/chapter/10.1007/978-3-319-07926-4_19,Yes
dataset-610,10.7851/ksrp.2014.20.4.145,Journal of Korean Society of Rural Planning,Sea Level Rise Inundation,Climate Change Vulnerability Assessment in Rural Areas - Case study in Seocheon -,http://www.ndsl.kr/soc_img/society/ksrp/NCGHBW/2014/v20n4/NCGHBW_2014_v20n4_145.pdf,,No
dataset-610,10.1080/01490419.2014.902884,Marine Geodesy,Sea Level Rise Inundation,Delineating Sea Level Rise Inundation Using a Graph Traversal Algorithm,,https://www.tandfonline.com/doi/full/10.1080/01490419.2014.902884?scroll=top&needAccess=true,No
dataset-610,10.1007/978-94-007-6985-4_8,People on the Move in a Changing Climate,Sea Level Rise Inundation,Migration and Climate Change in Oceania,,https://link.springer.com/chapter/10.1007/978-94-007-6985-4_8,No
