col0,col1,col2,col3
130923_McCloskey2013,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
131015_McCloskey2013,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
131008_McCloskey2013_NADiso_ER,400uLPerMin_Neg,5500QTRAP,MRM-ER-IDA-EPIx2
140227_McCloskey2013_13CFlux,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
140227_McCloskey2013_13CFlux_ER,400uLPerMin_Neg,5500QTRAP,MRM-ER-IDA-EPIx2
Buescher2010,400uLPerMin_Neg,5500QTRAP,MRM
Lu2010,200uLPerMin_Neg,5500QTRAP,MRM
140415_McCloskey2013_13CFlux,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
140509_McCloskey2013_13CFlux,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
140521_McCloskey2013,400uLPerMin_Neg,5500QTRAP,MRM
140602_McCloskey2013_13CFlux,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
140718_McCloskey2013,400uLPerMin_Neg,5500QTRAP,MRM
140720_McCloskey2013_13CFlux,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
140719_McCloskey2013_13CFlux,400uLPerMin_Neg,5500QTRAP,MRM-IDA-EPIx2
