col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
tone,1.0,id,1.0,,INTEGER,,,,100000.0,,,,km,,,one,1.0,d1DxuZ01001
tone,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,,1.0,1.0,two,,d1DxuZ01002
tone,3.0,integer,,,INTEGER,,1.0,,,-1,,,,1.0,,three,,d1DxuZ01003
tone,4.0,float,,,REAL,,1.0,,,3.14,,,,,,four,,d1DxuZ01004
tone,5.0,extra,,,TEXT,,1.0,,,,,,,,,extra,,d1DxuZ01005
tone,6.0,extra2,,,VARCHAR,,1.0,20.0,,DEFAULT,,,,,,extra,,d1DxuZ01006
,,,,,,,,,,,,,,,,,,
ttwo,1.0,id,1.0,,INTEGER,,,,,,,,,,,one,1.0,d1DxuZ02001
ttwo,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,,,,two,,d1DxuZ02002
ttwo,3.0,integer,,,INTEGER,,1.0,,,-1,,,,1.0,1.0,three,,d1DxuZ02003
ttwo,4.0,float,,,REAL,,1.0,,,3.14,,,,1.0,,four,,d1DxuZ02004
,,,,,,,,,,,,,,,,,,
tthree,1.0,id,1.0,,INTEGER,,,,,,,,,,,one,1.0,d1DxuZ03001
tthree,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,,1.0,,two,,d1DxuZ03002
tthree,3.0,integer,,,INTEGER,,,,,-1,,,,,,three,,d1DxuZ03003
tthree,4.0,float,,,REAL,,,,,2.14,,,,0.0,0.0,four,,d1DxuZ03004
tthree,5.0,date,,,DATE,,,,,1990-01-01,,,,,,,,d1DxuZ03005
tthree,6.0,datetime,,,DATETIME,,,,,1990-01-01,,,,,,,,d1DxuZ03006
tthree,7.0,time,,,TIME,,,,,12:00:00 PM,,,,,,,,d1DxuZ03007
,,,,,,,,,,,,,,,,,,
all,1.0,all_id,,,INTEGER,,,,,,,,,,,one,1.0,d1DxuZ04001
all,2.0,text1,,,VARCHAR,,,20.0,,NONE,4.0,,,,,two,,d1DxuZ04002
all,3.0,text2,,,VARCHAR,,,20.0,,NONE,5.0,,,,,,,d1DxuZ04006
all,4.0,integer1,,,INTEGER,,,,,-1,3.0,,,,1.0,three,,d1DxuZ04005
all,5.0,integer2,,,INTEGER,,,,,-1,4.0,,,,1.0,four,,d1DxuZ04004
,,,,,,,,,,,,,,,,,,
geot1,1.0,geot1_id,1.0,,INTEGER,,,,,,,,,,,,,d1DxuZ05001
geot1,2.0,name,,,VARCHAR,,,20.0,,,,,,,,,,d1DxuZ05002
geot1,3.0,code,,,INTEGER,,,,,,,,,,,,,d1DxuZ05003
geot1,4.0,lat,,,REAL,,,,,,,,,,,,,d1DxuZ05004
geot1,5.0,lon,,,REAL,,,,,,,,,,,,,d1DxuZ05005
,,,,,,,,,,,,,,,,,,
geot2,1.0,geot2_id,1.0,,INTEGER,,,,,,,,,,,,,d1DxuZ06001
geot2,2.0,name,,,VARCHAR,,,20.0,,,,,,,,,,d1DxuZ06002
geot2,3.0,code,,,INTEGER,,,,,,,,,,,,,d1DxuZ06003
geot2,4.0,wkt,,,BLOB,,,,,,,,,,,,,d1DxuZ06004
,,,,,,,,,,,,,,,,,,
hdf5,1.0,hdf5_id,1.0,,INTEGER,,,,,,,,,,,,,d1DxuZ07001
,,,,,,,,,,,,,,,,,,
csv,1.0,csv_id,1.0,,INTEGER,,,,,,,,,,,,,d1DxuZ08001
csv,2.0,text,,,VARCHAR,,,20.0,,,,,,,,,,d1DxuZ08002
csv,3.0,integer,,,INTEGER,,,,,,,,,,,,,d1DxuZ08003
csv,4.0,real,,,REAL,,,,,,,,,,,,,d1DxuZ08004
,,,,,,,,,,,,,,,,,,
coding,1.0,id,1.0,,INTEGER,,,,,,,,,,,one,1.0,d1DxuZ09001
coding,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,,1.0,,two,,d1DxuZ09002
coding,3.0,integer,,,INTEGER,,,4.0,,-1,,,,,,three,,d1DxuZ09003
coding,4.0,float,,,REAL,,,,,2.14,,,,0.0,0.0,four,,d1DxuZ09004
coding,5.0,date,,,DATE,,,,,1990-01-01,,,,,,,,d1DxuZ09005
coding,6.0,datetime,,,DATETIME,,,,,1990-01-01,,,,,,,,d1DxuZ09006
coding,7.0,time,,,TIME,,,,,12:00:00 PM,,,,,,,,d1DxuZ09007
