col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,157,63,40.10%,189,93,49.20%,22.60%,19_001,19.0,2.0,4.0,,
Adams,112,58,51.80%,94,33,35.10%,-32.20%,19_002,19.0,2.0,4.0,,
Allamakee,320,99,30.90%,381,239,62.70%,102.80%,19_003,19.0,2.0,4.0,,
Appanoose,297,123,41.40%,415,211,50.80%,22.80%,19_004,19.0,2.0,4.0,,
Audubon,178,57,32.00%,120,52,43.30%,35.30%,19_005,19.0,2.0,4.0,,
Benton,668,361,54.00%,651,342,52.50%,-2.80%,19_006,19.0,2.0,4.0,,
Black Hawk,"3,126","1,545",49.40%,"3,266","1,420",43.50%,-12.00%,19_007,19.0,2.0,4.0,,
Boone,648,289,44.60%,633,245,38.70%,-13.20%,19_008,19.0,2.0,4.0,,
Bremer,575,324,56.30%,565,223,39.50%,-30.00%,19_009,19.0,2.0,4.0,,
Buchanan,545,223,40.90%,774,428,55.30%,35.10%,19_010,19.0,2.0,4.0,,
Buena Vista,464,182,39.20%,582,190,32.60%,-16.80%,19_011,19.0,2.0,4.0,,
Butler,357,157,44.00%,366,189,51.60%,17.40%,19_012,19.0,2.0,4.0,,
Calhoun,244,76,31.10%,202,122,60.40%,93.90%,19_013,19.0,2.0,4.0,,
Carroll,520,218,41.90%,548,264,48.20%,14.90%,19_014,19.0,2.0,4.0,,
Cass,290,158,54.50%,313,201,64.20%,17.90%,19_015,19.0,2.0,4.0,,
Cedar,485,228,47.00%,527,290,55.00%,17.10%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"1,199",549,45.80%,942,591,62.70%,37.00%,19_017,19.0,2.0,4.0,,
Cherokee,272,108,39.70%,262,105,40.10%,0.90%,19_018,19.0,2.0,4.0,,
Chickasaw,310,121,39.00%,320,172,53.80%,37.70%,19_019,19.0,2.0,4.0,,
Clarke,272,103,37.90%,308,142,46.10%,21.80%,19_020,19.0,2.0,4.0,,
Clay,471,280,59.40%,409,220,53.80%,-9.50%,19_021,19.0,2.0,4.0,,
Clayton,398,127,31.90%,474,240,50.60%,58.70%,19_022,19.0,2.0,4.0,,
Clinton,"1,287",646,50.20%,"1,049",488,46.50%,-7.30%,19_023,19.0,2.0,4.0,,
Crawford,467,177,37.90%,537,370,68.90%,81.80%,19_024,19.0,2.0,4.0,,
