col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
Bulawayo,2196,1765,80,351,1200676,1,Bulawayo,ZWE,28.56,-20.14,9647e09d-b00e-4b75-b91d-e4ebdbbbcdbc,182.896968041337,6.57962681023024,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Harare,3363,3143,121,99,2123132,2,Harare,ZWE,31.0576808120001,-17.844411452,4fb9e50c-d315-47b1-8428-6f3bbecda9fb,158.398064745857,5.69912751538764,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Manicaland,562,529,24,9,1752698,3,Manicaland,ZWE,32.3963183560001,-19.06493203,c945ce20-5748-4c20-88a1-2072b5c270e0,32.0648508756215,1.36931747511551,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Mashonaland Central,238,217,5,16,1152520,4,Mashonaland Central,ZWE,31.1929277470001,-16.702765939,6e054a2b-8657-447f-a428-4b280cc7492a,20.6504008607226,0.433831950855517,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Mashonaland East,465,425,5,35,1344955,5,Mashonaland East,ZWE,31.693235175,-17.985081387,ad275413-3776-48df-972a-5a8bf1f21da8,34.5736474454536,0.371759649951114,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Mashonaland West,488,339,12,137,1501656,6,Mashonaland West,ZWE,29.7473862420001,-17.2018289439999,acf3551f-ab04-49c5-b56a-f5262d3d71c3,32.4974561417528,0.799117773977529,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Midlands ,765,735,10,20,1614941,7,Midlands,ZWE,29.4623281940001,-18.982455676,540d98b2-0def-430b-b890-0e8f465c17aa,47.3701516030617,0.619217668013878,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Masvingo,311,290,7,14,1485090,8,Masvingo,ZWE,31.240226331,-20.788696274,1e65b084-330c-488e-89d8-596877afa78a,20.9414917614421,0.471351904598375,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Matebeleland North,358,157,3,198,749017,9,Matabeleland North,ZWE,27.395881687,-18.8452182149999,a58ca9eb-8590-46a7-89c6-f0042e8c7786,47.7959779284048,0.400524954707303,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
Matebeleland South,968,870,8,90,683893,10,Matabeleland South,ZWE,28.9903880460001,-21.00874349,4002703d-b83f-444f-80fa-dab443480731,141.542609735734,1.16977363417962,2020/10/12 11:40:20,surveyor_jr,2020/11/28 00:11:56,surveyor_jr
