col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
1,0.0479518651534995,0.0058850933955072,0.390712808985286,,,0.0,LogMonth,NB,17743,0,1.0,1.0,9.78374635092358,0.0,0.585899206959032,,4,110
2,0.101850075211583,0.0230326824443764,0.450379057917239,,,0.693147180559945,LogMonth,NB,17743,0,1.0,2.0,9.78374635092358,0.0,0.585899206959032,,4,110
3,0.158246917098719,0.0496793907946429,0.504073950398548,,,1.09861228866811,LogMonth,NB,17743,0,1.0,3.0,9.78374635092358,0.0,0.585899206959032,,4,110
4,0.216330225892123,0.0832517629863174,0.56213544261193,,,1.38629436111989,LogMonth,NB,17743,0,1.0,4.0,9.78374635092358,0.0,0.585899206959032,,4,110
5,0.275700696464829,0.120576879482735,0.630393441572485,,,1.6094379124341,LogMonth,NB,17743,1,1.0,5.0,9.78374635092358,1.0,0.585899206959032,,4,110
6,0.336117486919683,0.15835691113839,0.713419857719208,,,1.79175946922805,LogMonth,NB,17743,0,1.0,6.0,9.78374635092358,0.0,0.585899206959032,,4,110
7,0.397418508686629,0.193873461009356,0.814662668239477,,,1.94591014905531,LogMonth,NB,17743,0,1.0,7.0,9.78374635092358,0.0,0.585899206959032,,4,110
8,0.459486814686364,0.225516019921433,0.936200155289081,,,2.07944154167984,LogMonth,NB,17743,2,1.0,8.0,9.78374635092358,2.0,0.585899206959032,,4,110
9,0.522233842022335,0.252796415621612,1.07884514534269,,,2.19722457733622,LogMonth,NB,17743,0,1.0,9.0,9.78374635092358,0.0,0.585899206959032,,4,110
10,0.585590082490869,0.2759706086584,1.24258067327788,,,2.30258509299405,LogMonth,NB,17743,1,1.0,10.0,9.78374635092358,1.0,0.585899206959032,,4,110
11,0.64949946112869,0.295617359944223,1.42701210133956,,,2.39789527279837,LogMonth,NB,17743,0,1.0,11.0,9.78374635092358,0.0,0.585899206959032,,4,110
12,0.713915740568429,0.312367110926581,1.63165604445201,,,2.484906649788,LogMonth,NB,17743,2,1.0,12.0,9.78374635092358,2.0,0.585899206959032,,4,110
13,0.778800110866102,0.32678129707344,1.85607199101344,,,2.56494935746154,LogMonth,NB,17743,0,1.0,13.0,9.78374635092358,0.0,0.585899206959032,,4,110
14,0.844119511736123,0.3393194920091,2.09990220683968,,,2.63905732961526,LogMonth,NB,17743,0,1.0,14.0,9.78374635092358,0.0,0.585899206959032,,4,110
15,0.909845427656843,-0.350344357406067,5.36287151406461,-9.87822690454037,0.580156946060705,2.70805020110221,LogMonth,NB,17743,0,,,,,0.585899206959032,0.0,4,110
16,0.975952999632625,-0.360138245555007,5.64477397012931,-9.80808720076628,0.606034319740888,2.77258872223978,LogMonth,NB,17743,0,,,,,0.585899206959032,0.0,4,110
17,1.04242035563447,-0.368920652367895,5.94545775864421,-9.74220107662412,0.63144010127513,2.83321334405622,LogMonth,NB,17743,0,,,,,0.585899206959032,0.0,4,110
