col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
Republican,John Hoeven,North Dakota,2016,268788,342501,78%,3797124,Indian Affairs,C,4,2016,Hoeven,John,ND,78
Democrat,Jack Reed,Rhode Island,2014,223675,316898,71%,3960335,Armed Services,SA,1,1997,Reed,Jack,RI,71
Republican,Michael B. Enzi,Wyoming,2014,121554,171153,71%,3772045,Budget,B,3,1997,Enzi,Michael,WY,71
Republican,James Lankford,Oklahoma,2016,980892,1448047,68%,7243412,Ethics,C,4,2014,Lankford,James,OK,68
Republican,James M. Inhofe,Oklahoma,2014,558166,820733,68%,4841285,Armed Services,SA,1,1994,Inhofe,James,OK,68
independent,Bernie Sanders,Vermont,2018,183529,272624,67%,11795106,Budget,B,3,2007,Sanders,Bernie,VT,67
Republican,Susan M Collins,Maine,2014,413505,616996,67%,6228159,Aging,B,3,1996,Collins,Susan,ME,67
Republican,John Barrasso,Wyoming,2018,136210,203420,67%,7380997,Environment and Public Works,A,2,2019,Barrasso,John,WY,67
Republican,Mike Crapo,Idaho,2016,449017,678943,66%,5875081,"Banking, Housing and Urban Affairs",A,2,1999,Crapo,Mike,ID,66
Republican,James E. Risch,Idaho,2014,285596,437170,65%,2902855,Foreign Relations,SA,1,2009,Risch,James,ID,65
Democrat,Ben Cardin,Maryland,2018,1491614,2299889,65%,5071964,Small Business and Entrepreneurship,A,2,2007,Cardin,Ben,MD,65
Republican,Richard C. Shelby,Alabama,2016,1335104,2087444,64%,4890271,Appropriations,SA,1,1987,Shelby,Richard,AL,64
Republican,Jerry Moran,Kansas,2016,732376,1177922,62%,6617848,Veterans' Affairs,B,3,2007,Moran,Jerry,KS,62
Republican,Lamar Alexander,Tennessee,2014,850087,1374065,62%,8201067,"Health, Education, Labor and Pensions",A,2,2003,Alexander,Lamar,TN,62
Democrat,Patrick J. Leahy,Vermont,2016,192243,320467,60%,4770988,Appropriations,SA,1,1975,Leahy,Patrick,VT,60
Republican,Chuck Grassley,Iowa,2016,926007,1541036,60%,9828566,Finance,SA,1,1981,Grassley,Chuck,IA,60
Democrat,Thomas R Carper,Delaware,2018,217385,362592,60%,4262961,Environment and Public Works,A,2,2001,Carper,Thomas,DE,60
Democrat,Patty Murray,Washington,2016,1913979,3243317,59%,13524088,"Health, Education, Labor and Pensions",A,2,1993,Murray,Patty,WA,59
Democrat,Maria Cantwell,Washington,2018,1803364,3086168,58%,11667705,"Commerce, Science and Transportation",A,2,2001,Cantwell,Maria,WA,58
Democrat,Ron Wyden,Oregon,2016,1105119,1952478,57%,12628463,Finance,SA,1,1996,Wyden,Ron,OR,57
Democrat,Tom Udall,New Mexico,2014,286409,515506,56%,8441116,Indian Affairs,C,4,2008,Udall,Tom,NM,56
Democrat,Chris Coons,Delaware,2014,130655,234038,56%,9676246,Ethics,C,4,2010,Coons,Chris,DE,56
Democrat,Gary C. Peters,Michigan,2019,1704936,3121771,55%,42543692,Homeland Security and Governmental Affairs,A,2,2019,Peters,Gary,MI,55
Democrat,Robert Menendez,New Jersey,2018,1711654,3169310,54%,12271086,Foreign Relations,SA,1,2006,Menendez,Robert,NJ,54
Republican,Lindsey Graham,South Carolina,2014,672941,1240075,54%,11056889,Judiciary,A,2,2003,Graham,Lindsey,SC,54
Democrat,Dianne Feinstein,California,2018,6019422,11113364,54%,16092233,Judiciary,A,2,1992,Feinstein,Dianne,CA,54
Republican,Pat Roberts,Kansas,2014,460350,866191,53%,8040544,"Agriculture, Nutrition and Forestry",A,2,1997,Roberts,Pat,KS,53
Democrat,Sherrod Brown,Ohio,2018,2355923,4410898,53%,28659987,"Banking, Housing and Urban Affairs",A,2,2007,Brown,Sherrod,OH,53
Democrat,Debbie Stabenow,Michigan,2018,2214478,4237271,52%,17570218,"Agriculture, Nutrition and Forestry",A,2,2001,Stabenow,Debbie,MI,52
Republican,Marco Rubio,Florida,2016,4835191,9301820,52%,25254738,Intelligence & Small Business and Entrepreneurship,"A,B","2,3",2011,Rubio,Marco,FL,52
Republican,Ron Johnson,Wisconsin,2014,1125999,2171331,52%,18631193,Homeland Security and Governmental Affairs,A,2,2011,Johnson,Ron,WI,52
Republican,Richard Burr,North Carolina,2016,2395376,4691133,51%,8910533,Intelligence,A,2,2004,Burr,Richard,NC,51
Democrat,Jon Tester,Montana,2018,253876,504384,50%,20944242,Veterans' Affairs,B,3,2007,Tester,Jon,MT,50
Democrat,Joe Manchin,West Virginia,2018,288808,582911,50%,9375411,Energy and Natural Resources,A,2,2019,Manchin,Joe,WV,50
Democrat,Mark Warner,Virgina,2014,1073667,2184473,49%,17098544,Intelligence,A,2,1996,Warner,Mark,VA,49
Republican,Roy Blunt,Missouri,2016,1378458,2802641,49%,15893492,Rules and Administration,B,3,2011,Blunt,Roy,MO,49
Republican,Lisa Murkowski,Alaska,2016,138149,311441,44%,6058418,Energy and Natural Resources,A,2,2002,Murkowski,Lisa,AK,44
Republican,Roger F. Wicker,Mississippi,2018,547619,1843803,30%,6568817,"Commerce, Science and Transportation",A,2,2007,Wicker,Roger,MS,30
democratic-farmer-labor,Amy Klobuchar,Minnesota,2018,1566174,5184235,30%,10681536,Rules and Administration,B,3,2007,Klobuchar,Amy,MN,30
Democrat,"Robert ""Bob"" Casey Jr",Pennsylvania,2018,2777680,21266619,13%,21266619,Aging,B,3,2006,Casey,Robert,PA,13
