col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
-58.37324471219407,-34.601906174962245,1,Comisaria Vecinal 1-D,Lavalle,451,,LAVALLE 451,4322-8033/8221,,,SAN NICOLAS,1,44530,08874
-58.42492623842034,-34.6286410416508,37,Comisaria Vecinal 5-B,Muñiz,1250,,MUÑIZ 1250,4922-1229 /4922-3333,,,BOEDO,5,97365,34478
-58.43950143296866,-34.608978570123014,39,Comisaria Vecinal 6-A,Diaz Velez,5152,,DIAZ VELEZ AV. 5152,4982-4509/4520,,,CABALLITO,6,06490,92450
-58.448087212589755,-34.6267799123199,8,Comisaria Vecinal 7-B,Valle,1454,,VALLE 1454,4432-3334/3922,"Ubicada en comuna 6, dependencia comuna 7",,CABALLITO,6,71846,21169
-58.453221042358265,-34.62038226566912,38,Comisaria Comunal 6,Avellaneda,1548,,AVELLANEDA AV. 1548,4632-9051/9129,,,CABALLITO,6,37316,59006
-58.38017801898808,-34.59464291225724,10,Comisaria Comunal 1,Suipacha,1156,,SUIPACHA 1156,4393-0076/3333/7058,,,RETIRO,1,18174,69651
-58.38560777288463,-34.622670050365095,43,Comisaria Vecinal 1-C (edificio anexo),San Jose,1224,,SAN JOSE 1224,4306-3333/4067,,,CONSTITUCION,1,31975,64367
-58.39235857682059,-34.591136945873416,11,Comisaria Comunal 2,Las Heras Gral.,1861,,LAS HERAS GENERAL AV. 1861,4801-1698/3333,,,RECOLETA,2,63655,74085
-58.390748668282605,-34.62258675877597,42,Comisaria Vecinal 1-C,Av. San Juan,1757,,SAN JUAN AV. 1757,4304-3203/4300 /4305-3333,,,CONSTITUCION,1,46667,79665
-58.40671929203017,-34.594078522593456,29,Comisaria Vecinal 2-B,Charcas,2844,,CHARCAS 2844,4822-3333/6311,,,RECOLETA,2,80472,99523
-58.37414712408447,-34.620278488629,2,Comisaria Vecinal 1-B (edificio anexo),Peru,1056,,PERU 1056,4307-0537/4361 -8054 /66,,,SAN TELMO,1,38233,00510
-58.4032266269794,-34.626032231837875,41,Comisaria Vecinal 3-B,Catamarca,1345,,CATAMARCA 1345,4941-3333/4079,,,SAN CRISTOBAL,3,88765,05601
-58.41592730316615,-34.58773209769253,34,Comisaria Vecinal 14-A,Julian alvarez,2373,,"ALVAREZ, JULIAN 2373",4821-5056 / 4823-3333,,,PALERMO,14,47582,65326
