col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,836",202,11.00%,"1,456",198,13.60%,23.60%,19_001,19.0,2.0,4.0,,
Adams,"1,000",148,14.80%,844,146,17.30%,16.90%,19_002,19.0,2.0,4.0,,
Allamakee,"3,474",469,13.50%,"3,309",632,19.10%,41.50%,19_003,19.0,2.0,4.0,,
Appanoose,"3,071",565,18.40%,"2,799",669,23.90%,29.90%,19_004,19.0,2.0,4.0,,
Audubon,"1,661",211,12.70%,"1,311",194,14.80%,16.50%,19_005,19.0,2.0,4.0,,
Benton,"6,658",506,7.60%,"6,245",612,9.80%,28.90%,19_006,19.0,2.0,4.0,,
Black Hawk,"28,412","3,722",13.10%,"28,283","4,893",17.30%,32.10%,19_007,19.0,2.0,4.0,,
Boone,"6,124",545,8.90%,"5,735",671,11.70%,31.50%,19_008,19.0,2.0,4.0,,
Bremer,"5,298",302,5.70%,"4,875",351,7.20%,26.30%,19_009,19.0,2.0,4.0,,
Buchanan,"5,667",816,14.40%,"5,290",857,16.20%,12.50%,19_010,19.0,2.0,4.0,,
Buena Vista,"4,854",597,12.30%,"4,807",822,17.10%,39.00%,19_011,19.0,2.0,4.0,,
Butler,"3,529",360,10.20%,"3,131",382,12.20%,19.60%,19_012,19.0,2.0,4.0,,
Calhoun,"2,356",311,13.20%,"1,850",309,16.70%,26.50%,19_013,19.0,2.0,4.0,,
Carroll,"5,483",488,8.90%,"4,779",497,10.40%,16.80%,19_014,19.0,2.0,4.0,,
Cass,"3,290",454,13.80%,"2,894",599,20.70%,50.00%,19_015,19.0,2.0,4.0,,
Cedar,"4,397",299,6.80%,"3,978",366,9.20%,35.30%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"10,420","1,042",10.00%,"9,200","1,518",16.50%,65.00%,19_017,19.0,2.0,4.0,,
Cherokee,"2,963",323,10.90%,"2,230",310,13.90%,27.50%,19_018,19.0,2.0,4.0,,
Chickasaw,"3,280",351,10.70%,"2,766",379,13.70%,28.00%,19_019,19.0,2.0,4.0,,
Clarke,"2,261",321,14.20%,"2,171",369,17.00%,19.70%,19_020,19.0,2.0,4.0,,
Clay,"4,052",389,9.60%,"3,584",552,15.40%,60.40%,19_021,19.0,2.0,4.0,,
Clayton,"4,408",551,12.50%,"3,786",602,15.90%,27.20%,19_022,19.0,2.0,4.0,,
Clinton,"12,234","1,566",12.80%,"11,256","1,936",17.20%,34.40%,19_023,19.0,2.0,4.0,,
Crawford,"4,201",605,14.40%,"4,075",652,16.00%,11.10%,19_024,19.0,2.0,4.0,,
Dallas,"11,508",702,6.10%,"15,795","1,153",7.30%,19.70%,19_025,19.0,2.0,4.0,,
Davis,"2,255",451,20.00%,"2,188",512,23.40%,17.00%,19_026,19.0,2.0,4.0,,
Decatur,"1,856",336,18.10%,"1,727",418,24.20%,33.70%,19_027,19.0,2.0,4.0,,
Delaware,"5,000",505,10.10%,"4,076",485,11.90%,17.80%,19_028,19.0,2.0,4.0,,
Des Moines,"9,832","1,465",14.90%,"9,305","2,047",22.00%,47.60%,19_029,19.0,2.0,4.0,,
Dickinson,"3,430",295,8.60%,"3,276",321,9.80%,13.90%,19_030,19.0,2.0,4.0,,
Dubuque,"21,886","1,926",8.80%,"22,128","2,766",12.50%,42.00%,19_031,19.0,2.0,4.0,,
Emmet,"2,341",316,13.50%,"2,196",347,15.80%,17.10%,19_032,19.0,2.0,4.0,,
Fayette,"5,150",685,13.30%,"4,335",737,17.00%,27.80%,19_033,19.0,2.0,4.0,,
Floyd,"3,957",546,13.80%,"3,651",617,16.90%,22.50%,19_034,19.0,2.0,4.0,,
Franklin,"2,455",243,9.90%,"2,360",354,15.00%,51.50%,19_035,19.0,2.0,4.0,,
Fremont,"1,872",234,12.50%,"1,626",239,14.70%,17.60%,19_036,19.0,2.0,4.0,,
