col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
roleID,name,comment,type,headIcon,effectPath,soundID,atk,def,hp,criRate,antiCriRate,coinDrop,expDrop,speed,function,dir,meetConversationID,dieConversationID,dialog
1000,lkk,主角,1,h1000.tga,effect.plist,1000,10,10,100,10,5,,,200,,0,,,
2000,苹儿,丫鬟,2,h2000.tga,,,1,1,1,1,1,,,100,,1,1000,,[少侠千万要小心呀！;这次幸亏少侠你及时把内丹带回来了。]
2001,崂山小道,商人,2,h2001.tga,,,1,1,1,1,1,,,100,1,1,,,[走走走游游游，不学无术我不发愁。逢人不说真心话，全凭三寸烂舌头。马屁拍的那腿抽筋，老虎嘴上揩点油，东南西北混饭吃，坑蒙拐骗最拿手，我最拿手。]
2002,净空方丈,师傅,2,h2002.tga,,,1,1,1,1,1,,,100,2,1,,,[阿弥陀佛，出家人不打诳语]
3000,变异毛虫,怪物1,3,h3000.tga,,1001,12,7,10.71,10,3,1,5,100,,,,,
3001,小青蛙,怪物2,3,h3001.tga,,1001,16,7,17.850000000000001,10,3,2,10,100,,,,,
3002,小乌龟,怪物3,3,h3002.tga,,1001,19,10,35.700000000000003,10,3,3,15,100,,,,,
3003,苍狼,怪物4,3,h3003.tga,,1005,25,12,45.85,5,7,4,20,100,,,,,
3004,吊睛虎,怪物5,3,h3004.tga,,1005,36,14,81.760000000000005,12,12,5,25,100,,,,,
3005,树精,怪物6,3,h3005.tga,,1001,49,17,90,5,5,6,30,100,,,,,
3006,匪兵,怪物7,3,h3006.tga,,1007,87,35,145.19999999999999,10,3,7,35,100,,,,,
3007,虾兵,怪物8,3,h3007.tga,,1007,121,51,196,16,3,8,40,100,,,,,
3008,蟹将,怪物9,3,h3008.tga,,1007,135,63,229.6,19,10,9,45,100,,,,,
3009,蛙妖,怪物10,3,h3009.tga,,1007,150,85,346.8,22,10,10,50,100,,,,,
3010,鬼灵,怪物11,3,h3010.tga,,1003,185,112,427.68,25,15,11,60,100,,,,,
3011,牛妖,怪物12,3,h3011.tga,,1006,258,162,817.4,50,15,12,70,100,,,,,
3012,龙太子,怪物13,3,h3012.tga,,1002,252,208,1686.825,31,15,13,80,100,,0,1001,1002,
3013,狐妖,怪物14,3,h3013.tga,,1004,285,206,2327,50,15,14,100,100,,0,1003,1004,
