col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
us_1_nb_100,us_1_nb_100,US-1 NB,North of Rt. 60 on ramp,2.0,150.0,150.0,10.0,110.0,main,0.0,none,2.0
R21009,R21009,Interchange,Rt. 60 on ramp,1.0,150.0,170.0,60.0,110.0,ramp_on_right,0.0,none,1.0
us_1_nb_090,us_1_nb_090,US-1 NB,North of Rt. 60 off ramp,2.0,150.0,150.0,110.0,210.0,main,0.0,none,3.0
R21008,R21008,Interchange,Rt. 60 off ramp,1.0,170.0,150.0,210.0,260.0,ramp_off_right,0.0,none,1.0
us_1_nb_080,us_1_nb_080,US-1 NB,North of Sargent St. off ramp,2.0,150.0,150.0,210.0,310.0,main,0.0,none,3.0
R21007,R21007,Interchange,SargentSt.  off ramp,1.0,170.0,150.0,310.0,360.0,ramp_off_right,0.0,none,1.0
us_1_nb_070,us_1_nb_070,US-1 NB,North of Rt. 16 on ramp,2.0,150.0,150.0,310.0,410.0,main,0.0,none,3.0
R21006,R21006,Interchange,Rt. 16 on ramp,1.0,150.0,170.0,410.0,460.0,ramp_on_right,0.0,none,1.0
us_1_nb_060,us_1_nb_060,US-1 NB,North of Rt. 16 off ramp,3.0,150.0,150.0,410.0,560.0,main,0.0,none,3.0
R21005,R21005,Interchange,Rt. 16 off ramp,1.0,170.0,150.0,560.0,610.0,ramp_off_right,0.0,none,1.0
us_1_nb_050,us_1_nb_050,US-1 NB,North of Webster Ave. off ramp,2.0,150.0,150.0,560.0,660.0,main,0.0,none,3.0
R21004,R21004,Interchange,Webster Ave. off ramp,1.0,170.0,150.0,660.0,710.0,ramp_off_right,0.0,none,1.0
us_1_nb_040,us_1_nb_040,US-1 NB,North of 6th St. on ramp,3.0,150.0,150.0,660.0,810.0,main,0.0,none,3.0
R21003,R21003,Interchange,6th St. on ramp,1.0,150.0,170.0,760.0,810.0,ramp_on_right,0.0,none,1.0
us_1_nb_030,us_1_nb_030,US-1 NB,North of 4th St. off ramp,2.0,150.0,150.0,810.0,910.0,main,0.0,none,3.0
R21002,R21002,Interchange,4th St. off ramp,1.0,170.0,150.0,910.0,960.0,ramp_off_right,0.0,none,1.0
us_1_nb_020,us_1_nb_020,US-1 NB,North of Beacon off ramp,3.0,150.0,150.0,910.0,1060.0,main,0.0,none,3.0
R21001,R21001,Interchage,Beacon St. off ramp,1.0,170.0,150.0,1060.0,1110.0,ramp_off_right,0.0,none,1.0
us_1_nb_010,us_1_nb_010,US-1 NB,North of City Square on ramp (Tobin Bridge),3.0,150.0,150.0,1060.0,1210.0,main,0.0,none,3.0
R12153,R12153,Interchange,City Square on ramp,1.0,150.0,130.0,1160.0,1210.0,ramp_on_left,0.0,none,1.0
r_i93_nb_us1_nb,r_i93_nb_us1_nb,US-1 NB,US-1 South of City Square on ramp,2.0,150.0,150.0,1210.0,1310.0,main,0.0,none,2.0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
