col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34
1.0,0.4483630605,0.1191242612,0.000393822,21966.9659110905,1.7973749561,1.0,1.797375154,1.0,0.0,0.4483630605,0.4646249332,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,66.8999400945
7.0,0.5996376438,0.1191242612,0.0006797733,22744.7436905555,1.808973055,1.0,1.8088599571,0.9999999949,0.0,0.5996376438,0.6213861594,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,140.0097220697
13.0,0.4233515182,0.0659716069,0.0039002254,2579507.259422092,3.4984584815,1.0,3.4949293812,0.6749525791,0.0,0.4233515182,0.4387062365,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0033940924
19.0,0.4170756675,0.0795846124,0.0005880409,23271.6996474019,1.8166077026,1.0,1.8166131598,1.0,0.0,0.4170756675,0.4322027643,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0046197582
25.0,0.4656790498,0.1819670228,0.0070454999,22010.0438794359,1.7980279941,1.0,1.7982638947,0.9999999984,0.0,0.4656790498,0.4825689636,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0039330291
31.0,0.5098998673,0.1819670228,0.0024512116,98626.7918258663,2.3478701871,1.0,2.3317623076,0.8335760839,0.0,0.5098998673,0.5283936448,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,86.0861108385
37.0,0.4010453685,0.0931882668,0.0062535473,5074.7146661258,1.8798398853,1.0,1.8674299911,0.0890519132,0.0,0.4010453685,0.4155910555,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0032442418
43.0,0.4661991006,0.1128825972,0.0016458218,21122.1290138754,1.7843021174,1.0,1.7843022562,1.0,0.0,0.4661991006,0.4831078763,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.003846052
49.0,0.6461113439,0.1641490881,0.005956977,21966.847382029,1.7973731575,1.0,1.7973743574,1.0,0.0,0.6461113439,0.6695454341,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,52.2563185554
61.0,0.5548621299,0.1468521437,0.0039893071,22300.5401018148,1.8023986637,1.0,1.802398532,1.0,0.0,0.5548621299,0.5749866632,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,79.5490088328
