col0,col1,col2,col3
0,0,0,11
0,1,0,11
0,2,0,11
0,0,1,11
0,1,1,12
0,2,1,12
0,0,2,11
0,1,2,12
0,2,2,12
1,0,0,8
1,1,0,9
1,2,0,9
1,0,1,8
1,1,1,9
1,2,1,9
1,0,2,8
1,1,2,8
1,2,2,8
2,0,0,5
2,1,0,5
2,2,0,5
2,0,1,5
2,1,1,5
2,2,1,6
2,0,2,5
2,1,2,5
2,2,2,6
3,0,0,5
3,1,0,5
3,2,0,5
3,0,1,6
3,1,1,6
3,2,1,6
3,0,2,6
3,1,2,6
3,2,2,6
4,0,0,5
4,1,0,5
4,2,0,5
4,0,1,6
4,1,1,6
4,2,1,6
4,0,2,6
4,1,2,6
4,2,2,7
5,0,0,6
5,1,0,5
5,2,0,5
5,0,1,6
5,1,1,6
5,2,1,5
5,0,2,7
5,1,2,6
5,2,2,5
6,0,0,5
6,1,0,14
6,2,0,14
6,0,1,5
6,1,1,5
6,2,1,5
6,0,2,5
6,1,2,5
6,2,2,5
7,0,0,15
7,1,0,15
7,2,0,15
7,0,1,15
7,1,1,15
7,2,1,15
7,0,2,15
7,1,2,15
7,2,2,15
8,0,0,14
8,1,0,11
8,2,0,11
8,0,1,14
8,1,1,14
8,2,1,14
8,0,2,14
8,1,2,14
8,2,2,14
9,0,0,11
9,1,0,14
9,2,0,14
9,0,1,14
9,1,1,14
9,2,1,14
9,0,2,14
9,1,2,14
9,2,2,8
10,0,0,14
10,1,0,14
10,2,0,5
10,0,1,14
10,1,1,14
10,2,1,14
10,0,2,8
10,1,2,14
10,2,2,14
11,0,0,5
11,1,0,6
11,2,0,6
11,0,1,5
11,1,1,5
11,2,1,6
11,0,2,14
11,1,2,5
11,2,2,5
12,0,0,6
12,1,0,7
12,2,0,7
12,0,1,6
12,1,1,7
12,2,1,7
12,0,2,6
12,1,2,6
12,2,2,6
13,0,0,7
13,1,0,6
13,2,0,5
13,0,1,6
13,1,1,5
13,2,1,5
13,0,2,6
13,1,2,5
