col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0,MI0003760,Lansing Board of Water & Light,5653,GW,C002,4007.0,MR1,6/21/10,569893-2788,NDMA,0.002,=,0.0020399999999999,5,MI,48901
1,MI0003760,Lansing Board of Water & Light,5690,GW,C001,4007.0,MR2,6/21/10,569896-2788,NDMA,0.002,=,0.00216,5,MI,48901
2,MI0003760,Lansing Board of Water & Light,4007,GW,MR1,,,12/14/09,547496-1464,NDMA,0.002,=,0.00242,5,MI,48901
3,MI0003760,Lansing Board of Water & Light,4007,GW,MR2,,,12/14/09,547493-1464,NDMA,0.002,=,0.00263,5,MI,48901
4,MI0003760,Lansing Board of Water & Light,4007,GW,MR2,,,6/21/10,569897-2788,NDMA,0.002,=,0.00276,5,MI,48901
5,MI0003760,Lansing Board of Water & Light,5653,GW,C002,4007.0,MR1,12/14/09,547494-1464,NDMA,0.002,=,0.0033,5,MI,48901
6,MI0003760,Lansing Board of Water & Light,4007,GW,MR1,,,6/21/10,569894-2788,NDMA,0.002,=,0.00337,5,MI,48901
7,MI0000220,Ann Arbor,5013,MX,C001,5008.0,MR1,6/3/09,2082901,NDMA,0.002,=,0.0036,5,MI,48103
8,MI0000220,Ann Arbor,5013,MX,C001,5008.0,MR1,9/16/09,2147168,NDMA,0.002,=,0.0044,5,MI,48103
9,MI0000220,Ann Arbor,5008,MX,MR1,,,9/21/09,2149884,NDMA,0.002,=,0.0077,5,MI,48103
10,MI0000220,Ann Arbor,5008,MX,MR1,,,6/3/09,2082897,NDMA,0.002,=,0.0078,5,MI,48103
11,MI0000220,Ann Arbor,5008,MX,MR1,,,12/7/09,2191366,NDMA,0.002,=,0.008,5,MI,48103
12,MI0000220,Ann Arbor,5008,MX,MR1,,,3/9/10,2233852,NDMA,0.002,=,0.0088,5,MI,48103
