col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
Fast-pyrolysis bio-diesel plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,4.81,
Fischer-Tropsch bio-diesel plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,22.98,
Hydroprocessed Renewable Oil  Plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,12.726,
Hydrothermal liquefaction and hydrotreating w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,67.44,
Onshore wind power plant,absolute,mexico,,USD,2005,megawatt,,False,linear_interpolation,nearest,,EPA Markal Renewable Supply Curves,Internal Transmission Cost Adder (Weighted Average Across CF Groups),,,,,,,
biomass cogen IPP power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,141.25,
biomass cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,44.74,
central hydrogen grid electrolysis,absolute,mexico,,USD,2005,h2_kilogram,day,False,linear_interpolation,nearest,,,,new,mx,,,2010.0,368.18,
central hydrogen grid electrolysis,absolute,mexico,,USD,2005,h2_kilogram,day,False,linear_interpolation,nearest,,,,new,mx,,,2025.0,222.48,
central solar thermo hydrogen production,absolute,mexico,,USD,2007,h2_kilogram,day,False,linear_interpolation,nearest,,,,new,mx,,,2030.0,1488.71,
coal steam turbine IPP cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,89.96,
coal steam turbine cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,46.25,
distillate oil combustion turbine IPP cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,47.82,
distillate oil combustion turbine cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,39.49,
fossil waste steam turbine cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,29.55,
gas combined cycle IPP cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,35.32,
gas combined cycle cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,61.01,
gas combustion turbine IPP cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,44.45,
gas combustion turbine cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,40.59,
gas steam turbine IPP cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,80.29,
gas steam turbine cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,27.75,
landfill gas cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,141.48,
lignocellulosic anaerobic digester w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,19.86,
municipal solid waste cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,False,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,46.78,
offshore wind power plant,absolute,mexico,,USD,2005,megawatt,,False,linear_interpolation,nearest,,EPA Markal Renewable Supply Curves,Internal Transmission Cost Adder (Weighted Average Across CF Groups),,,,,,,
petroleum coke steam turbine cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,42.77,
pipeline gas LNG fueling station,absolute,mexico,,USD,2010,lng_gallon,day,False,linear_interpolation,nearest,,,,,,,,,,
pipeline gas compression and fueling station,absolute,mexico,,USD,2014,US_gge,day,False,linear_interpolation,nearest,,,,new,mx,,,2015.0,300.0,
pulverized coal power plant,absolute,mexico,,USD,2009,kilowatt,,False,linear_interpolation,nearest,,,,new,mx,,,2010.0,215.0,
residual oil combustion turbine IPP cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,38.55,
residual oil steam turbine cogen power plant w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,36.37,
solar thermal without energy storage power plant,absolute,mexico,,USD,2005,megawatt,,False,linear_interpolation,nearest,,EPA Markal Renewable Supply Curves,Internal Transmission Cost Adder (Weighted Average Across CF Groups),,,,,,,
thermal biomass gasifier w/ccs,absolute,mexico,,USD,2007,mmBtu,hour,True,linear_interpolation,nearest,,,Represent Additional Costs of CO2 Capture,new,mx,,,2015.0,8.0,
transmission-sited solar PV power plant,absolute,mexico,,USD,2005,megawatt,,False,linear_interpolation,nearest,,EPA Markal Renewable Supply Curves,Internal Transmission Cost Adder (Weighted Average Across CF Groups),,,,,,,
