col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
2,,,This is chart sample instance visualisation module ,,,,,,,,
3,,,This is chart sample instance visualisation module ,,,,,,,,
4,,,This is chart sample instance visualisation module ,,,,,,,,
5,,,This is chart sample instance visualisation module ,,,,,,,,
6,,,This is chart sample instance visualisation module ,,,,,,,,
7,,,This is chart sample instance visualisation module ,,,,,,,,
8,,,This is chart sample instance visualisation module ,,,,,,,,
9,,,This is chart sample instance visualisation module ,,,,,,,,
10,,,This is chart sample instance visualisation module ,,,,,,,,
11,,,This is chart sample instance visualisation module ,,,,,,,,
12,,,This is chart sample instance visualisation module ,,,,,,,,
13,,,This is chart sample instance visualisation module ,,,,,,,,
14,,,This is chart sample instance visualisation module ,,,,,,,,
15,,,This is chart sample instance visualisation module ,,,,,,,,
16,,,This is web content instance module,About Abixen Platform,4.0,7.0,0.0,0.0,0.0,1.0,1.0
