col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
Hela_CPD_XR_NA_early_120_A,R19026421_2019XR1_Hela15X2_combined_R1,single,HeLa_S3,CPD,XR_seq,20J,,early,120.0,A,repair_replication,Hu
Hela_CPD_XR_NA_late_120_A,R19026421_2019XR1_Hela35X3_combined_R1,single,HeLa_S3,CPD,XR_seq,20J,,late,120.0,A,repair_replication,Hu
Hela_CPD_XR_NA_early_120_B,R19033030_2019XR3_Hela15X7_combined_R1,single,HeLa_S3,CPD,XR_seq,20J,,early,120.0,B,repair_replication,Hu
Hela_CPD_XR_NA_late_120_B,R19033030_2019XR3_Hela35X8_combined_R1,single,HeLa_S3,CPD,XR_seq,20J,,late,120.0,B,repair_replication,Hu
Hela_CPD_DS_NA_early_120_A,NT4H1_CT5H2_HelaD1_5R2h2_combined,paired,HeLa_S3,CPD,Damage_seq,20J,,early,120.0,A,repair_replication,Hu
Hela_CPD_DS_NA_late_120_A,XT4H1_CT5H2_HelaD3_5R2h2_combined,paired,HeLa_S3,CPD,Damage_seq,20J,,late,120.0,A,repair_replication,Hu
Hela_CPD_DS_NA_early_120_B,R19029847_HD2TCD4_HelaD1_5R2h1_combined,paired,HeLa_S3,CPD,Damage_seq,20J,,early,120.0,B,repair_replication,Hu
Hela_CPD_DS_NA_late_120_B,R19029847_HD2TCD4_HelaD3_5R2h1_combined,paired,HeLa_S3,CPD,Damage_seq,20J,,late,120.0,B,repair_replication,Hu
Hela_64_XR_NA_async_12_A,HXA64A1_ATCACG,single,HeLa_S3,64_PP,XR_seq,20J,,async,12.0,A,repair_replication,Sancar
Hela_64_XR_NA_async_12_B,HXA64B7_CAGATC,single,HeLa_S3,64_PP,XR_seq,20J,,async,12.0,B,repair_replication,Sancar
Hela_64_XR_NA_early_12_A,HXE64A2_CGATGT,single,HeLa_S3,64_PP,XR_seq,20J,,early,12.0,A,repair_replication,Sancar
Hela_64_XR_NA_early_12_B,HXE64B8_ACTTGA,single,HeLa_S3,64_PP,XR_seq,20J,,early,12.0,B,repair_replication,Sancar
Hela_64_XR_NA_late_12_A,HXL64A3_TTAGGC,single,HeLa_S3,64_PP,XR_seq,20J,,late,12.0,A,repair_replication,Sancar
Hela_64_XR_NA_late_12_B,HXL64B9_GATCAG,single,HeLa_S3,64_PP,XR_seq,20J,,late,12.0,B,repair_replication,Sancar
Hela_CPD_XR_NA_async_12_A,HXACA4_TGACCA,single,HeLa_S3,CPD,XR_seq,20J,,async,12.0,A,repair_replication,Sancar
