col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
10333_1,-5.118038716951868e-08,4.440776517671093e-06,-0.0005148653250814,-0.0578752153439331,20.05210938518217,23.125,36.53750038146973,49.95000076293945,63.36250114440918,76.7750015258789,365098.4375,0.3012048006057739,18.478693142265957,17.37554917847581,16.111485638143712,14.622627528139033,12.805348329997466,28.5814,-82.4302978515625,FL,4.0,FRCC,Stoker,Wood,Stoker (Other Solid Fuel)
10378_BLR01A,,,,,,,,,,,0.0,,,,,,,33.9444,-78.01249694824219,NC,4.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10378_BLR01B,,,,,,,,,,,0.0,,,,,,,33.9444,-78.01249694824219,NC,4.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10378_BLR01C,,,,,,,,,,,0.0,,,,,,,33.9444,-78.01249694824219,NC,4.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10378_BLR02A,,,,,,,,,,,0.0,,,,,,,33.9444,-78.01249694824219,NC,4.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10378_BLR02B,,,,,,,,,,,0.0,,,,,,,33.9444,-78.01249694824219,NC,4.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10378_BLR02C,,,,,,,,,,,0.0,,,,,,,33.9444,-78.01249694824219,NC,4.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10379_BLR01A,,,,,,,,,,,0.0,,,,,,,36.435,-78.96189880371094,NC,4.0,SERC,Stoker,Wood,Stoker (Other Solid Fuel)
10379_BLR01B,,,,,,,,,,,0.0,,,,,,,36.435,-78.96189880371094,NC,4.0,SERC,Stoker,Wood,Stoker (Other Solid Fuel)
10379_BLR01C,,,,,,,,,,,0.0,,,,,,,36.435,-78.96189880371094,NC,4.0,SERC,Stoker,Wood,Stoker (Other Solid Fuel)
10381_BLR01A,,,,,,,,,,,0.0,,,,,,,35.0225,-77.85749816894531,NC,4.0,SERC,Stoker,Wood,Stoker (Other Solid Fuel)
10381_BLR01B,,,,,,,,,,,0.0,,,,,,,35.0225,-77.85749816894531,NC,4.0,SERC,Stoker,Wood,Stoker (Other Solid Fuel)
10525_ES5A,-1.2165081089381937e-06,-1.7847415386184973e-05,0.0011765216288067,0.1582526369468124,12.68015470259452,42.54999923706055,43.93749904632568,45.32499885559082,46.71249866485596,48.09999847412109,553278.5,0.8846154212951659,16.181375283872796,15.857077395443154,15.473988431451115,15.028341672904372,14.516262193157404,35.1285,-77.16999816894531,NC,4.0,SERC,Stoker,Wood,Stoker (Other Solid Fuel)
10771_1,,,,,,,,,,,0.0,,,,,,,37.2969,-77.2833023071289,VA,3.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10771_2,,,,,,,,,,,0.0,,,,,,,37.2969,-77.2833023071289,VA,3.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10773_1,,,,,,,,,,,0.0,,,,,,,37.1183,-79.27259826660156,VA,3.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10773_2,,,,,,,,,,,0.0,,,,,,,37.1183,-79.27259826660156,VA,3.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10774_1,,,,,,,,,,,0.0,,,,,,,36.6525,-76.99530029296875,VA,3.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10774_2,,,,,,,,,,,0.0,,,,,,,36.6525,-76.99530029296875,VA,3.0,,Stoker,Wood,Stoker (Other Solid Fuel)
10822_1,,,,,,,,,,,0.0,,,,,,,44.6062,-84.69010162353516,MI,5.0,,Stoker,Wood,Stoker (Other Solid Fuel)
1897_3,,,,,,,,,,,0.0,,,,,,,46.7356,-92.1530990600586,MN,5.0,MAPP,Stoker,Wood,Stoker (Other Solid Fuel)
1897_4,,,,,,,,,,,0.0,,,,,,,46.7356,-92.1530990600586,MN,5.0,MAPP,Stoker,Wood,Stoker (Other Solid Fuel)
3982_1,0.0003775328273417,-0.00473219952495,-0.0617914267726432,0.2555458471512887,24.554824114085864,10.175000190734863,11.100000143051147,12.025000095367432,12.950000047683716,13.875,159761.390625,0.7333333492279053,19.81930454340969,19.037372581759342,18.35819138134169,17.842205920288066,17.55649452506099,46.5869,-90.90170288085938,WI,5.0,MAPP,Stoker,Wood,Stoker (Other Solid Fuel)
3982_2,0.0001406476876071,-0.0027892217709056,-0.025528909502599,0.3927858187097913,18.549080388736343,9.25,10.40625,11.5625,12.71875,13.875,153243.828125,0.6666666865348816,18.820167085481,18.37816392529493,17.87992365881136,17.35689250567021,16.84654992855767,46.5869,-90.90170288085938,WI,5.0,MAPP,Stoker,Wood,Stoker (Other Solid Fuel)
50736_B1,,,,,,,,,,,0.0,,,,,,,41.7132,-71.82230377197266,CT,1.0,NPCC,Stoker,Tire Derived Fuel,Stoker (Other Solid Fuel)
50736_B2,,,,,,,,,,,0.0,,,,,,,41.7132,-71.82230377197266,CT,1.0,NPCC,Stoker,Tire Derived Fuel,Stoker (Other Solid Fuel)
54238_BIOMS1,-1.0638916969149055e-06,-1.0133155691289828e-05,0.0014089346879257,0.1554287166364897,11.515518955115414,34.22499847412109,37.23124885559082,40.23749923706055,43.24374961853027,46.25,572846.125,0.7399999499320984,16.619464671976722,16.688161573117643,16.601758490552143,16.33173276792349,15.847476253377788,37.9416,-121.32730102539062,CA,9.0,,Stoker,Wood,Stoker (Other Solid Fuel)
54415_EUBLR,-4.6243887418178354e-05,0.0023883985441858,0.0041934542287919,-1.7747034436377715,38.90076914033296,12.949999809265137,18.73125004768372,24.51250028610229,30.293750524520878,36.07500076293945,242971.59375,0.3589743375778198,20.50804170465293,17.133582854127084,16.400212382988194,16.44007011708616,14.145492979319208,44.2634,-85.43479919433594,MI,5.0,,Stoker,Wood,Stoker (Other Solid Fuel)
54751_01,0.0001635034042073,-0.0056341968243246,-0.1077393199077673,4.759548625066387,-16.618626683059215,9.25,15.03125,20.8125,26.59375,32.375,168081.75,0.2857142984867096,14.926548697644426,19.79292608422285,15.655763965187344,9.572003270381629,12.982125610526133,43.0841,-83.67430114746094,MI,5.0,,Stoker,Wood,Stoker (Other Solid Fuel)
55867_BLR-1,8.593441972925693e-07,-2.1816356637509908e-05,-0.0026186761342855,-0.0279690628297284,19.350469891152148,33.299999237060554,40.46874904632568,47.63749885559082,54.80624866485596,61.97499847412109,695637.875,0.5373134613037109,15.766366289213874,14.788897651664374,14.142493129225526,14.11365152387878,15.043340974121804,45.2996,-95.5604019165039,MN,5.0,MAPP,Stoker,Other Solid Fuel,Stoker (Other Solid Fuel)
