col0,col1,col2,col3,col4,col5,col6
680013579.0,,,Jaskinia Niedźwiedzia (Sudety),http://jaskinia.pl/jaskinia/en/index.php,47277438.0,
677116262.0,,,Cueva de Ajshtyr,http://sochived.info/chernomorskaya-zdravnitsa-160-ot-14-avgusta-1963-g/,47432021.0,
674667500.0,,,Arkaliospilio,,47429630.0,Stalactites and Stalagmites
676343854.0,,50.4004,Ash Hole Cavern,,47496043.0,
672742121.0,,,Boxhead Pot,http://www.cncc.org.uk/leck_fell.html,47262371.0,
683611814.0,,,Death's Head Hole,http://www.cncc.org.uk/leck_fell.html,47246113.0,
672742524.0,,,Long Drop Cave,http://www.cncc.org.uk/leck_fell.html,47272105.0,
678594026.0,,,Vrtare Male,http://www.mgc.hr/sites/default/files/files/katalog%20Lavlja%20jama_engleski.pdf,47475190.0,
,,,Yarımburgaz Cave,,,
681810162.0,,,Yagodinska cave,http://www.vlkomarov.info/yagodinska-peshtera.com/index.php?id=1,47075318.0,
,,,Бланш (пещера),,,
,,,Blombos Cave,,,
643628048.0,,,Cave Stream,http://www.doc.govt.nz/parks-and-recreation/places-to-visit/canterbury/north-canterbury-and-arthurs-pass/cave-stream-scenic-reserve/,1240973.0,
,,,Gomantong Caves,,,
,,,Jenolan Caves,,,
,,,Kanheri Caves,,,
,,,Koonalda Cave,,,
