col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
1,402630,4,D53341653DB86F70E043C616A9C3D457,2013-02-08 09:20:09,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86674,SAS,Cal. Pipeline 14,,203165,Cal. Pipeline 14,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
2,402630,4,D53341653EFD6F70E043C616A9C3D457,2013-02-08 09:19:06,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86675,SAS,Target Pipeline 14.0,,203166,Target Pipeline 14.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
3,402630,4,D55CB79266BC7E23E043C616A9C317E4,2013-02-10 10:48:00,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86682,SAS,Cal. Pipeline 18,,203189,Cal. Pipeline 18,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
4,402630,4,D55CB79268017E23E043C616A9C317E4,2013-02-10 10:46:54,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86683,SAS,Target Pipeline 18.0,,203190,Target Pipeline 18.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
5,402545,4,D4F2AF463A550AFFE043C616A9C36B1E,2013-02-05 04:18:45,1,0.0,1899-12-31 00:00:00,0,64,1,0,0,85690,SAS,Cal. Pipeline 1,,198810,Cal. Pipeline 1,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline no export,Calibrator Pipeline (no export),10,CalibrationPipeline
6,402545,4,D4F2AF463ACE0AFFE043C616A9C36B1E,2013-02-05 04:18:22,1,0.0,1899-12-31 00:00:00,0,64,1,120,0,85691,SAS,Target Pipeline 1.0,,198811,Target Pipeline 1.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,10,CalibrationPipeline
7,402630,4,D56443A9C6CD0C52E043C616A9C32DE1,2013-02-10 19:48:05,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86686,SAS,Cal. Pipeline 20,,203201,Cal. Pipeline 20,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
8,402630,4,D56443A9C8120C52E043C616A9C32DE1,2013-02-10 19:46:49,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86687,SAS,Target Pipeline 20.0,,203202,Target Pipeline 20.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
9,402545,4,D45BB75F78151FEAE043C616A9C3F4E9,2013-01-28 16:12:05,1,0.0,1899-12-31 00:00:00,0,64,1,0,0,85561,SAS,Cal. Pipeline 1,,198670,Cal. Pipeline 1,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline no export,Calibrator Pipeline (no export),10,CalibrationPipeline
10,402545,4,D45BB75F788E1FEAE043C616A9C3F4E9,2013-01-28 16:11:41,1,0.0,1899-12-31 00:00:00,0,64,1,120,0,85562,SAS,Target Pipeline 1.0,,198671,Target Pipeline 1.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,10,CalibrationPipeline
11,402545,4,D45FA08B859513F3E043C616A9C39699,2013-01-28 20:52:05,1,0.0,1899-12-31 00:00:00,0,64,1,0,0,85663,SAS,Cal. Pipeline 1,,198790,Cal. Pipeline 1,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline no export,Calibrator Pipeline (no export),10,CalibrationPipeline
