col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32
1,237.7524038446417,161.73223520936563,0.5765627843053589,-0.1595045413663637,0.1618457953704148,49,0.0,0.0074700997954376,1.051020497848122,-0.0540279651788876,237.7524038446417,161.73223520936563,156.696740093806,0.0,82.56117802476848,188.50211060732303,11.773898263378078,0.0,0.0,0.0,0.0,0.0,7.854862255300688,74.78438971579352,1.9776541304398596,0.0,0.0,0.0,26.115212570980905,45.964621421291,0.0,0.0
2,2742.5482582051463,220.6095828523873,0.6080862449481812,0.6310171828534044,0.1130787747005783,49,0.0,0.0080865962000239,1.2559180356083977,-0.247403242920688,2742.5482582051463,220.6095828523873,115.56749926508718,0.0,4.0,187.4360574946639,11.79860156603528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4709545442859344,0.0,0.0,61.98241361153012,50.11413110927112,0.0,0.0,0.0
3,1017.3591823936129,613.4406137603195,0.8600333530236117,0.0643775281946041,-0.2060227150284679,49,0.0,0.0121816728281832,1.3856309345024669,-0.3541189262432149,1017.3591823936129,613.4406137603195,164.10455329652103,0.0,65.0,188.17050744337632,11.962572493315571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.96040079795605,0.0,0.0,0.0,28.13374975749611,53.0104027410689,0.0,0.0
4,2978.458129763517,784.0442200777874,0.8919031355125623,-0.1086988906927597,-0.0697036577576069,49,0.0,0.0112492100137504,1.3132435811729395,-0.2958632168765474,2978.458129763517,784.0442200777874,125.68927730857835,0.0,39.445386987393135,187.3351273740693,12.033150245365684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.20392480734829,52.67412023603632,0.0650191698740398,15.02548452279114,13.720728572528586,0.0,0.0,0.0
5,2115.466342744071,810.9666477431958,0.4396794145511773,-0.5948319268795894,-0.3223953421334223,49,0.0,0.0200650787686546,3.485231031305998,-1.355578930472238,2115.466342744071,810.9666477431958,463.2783548730396,0.0,86.0,187.7027512698952,12.044894983478835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.62959044117784,0.0,0.0,121.7167520465608,107.93201238530094,0.0,0.0,0.0
6,1875.309955808077,827.1765669656972,0.2785444638159844,0.1496482077388315,-0.016376270150943,49,0.0,0.0041928395216911,1.1027699566854952,-0.1062123147317883,1875.309955808077,827.1765669656972,99.17988893515395,0.0,0.0,187.8050634316551,12.051710197009266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.17988893515395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1619.282177680978,1008.9434200577036,0.7953186545530996,-0.3306494235099103,-0.2922265417503129,49,0.0,0.1650457968687127,21.195822875841376,-3.3156257041242583,1619.282177680978,1008.9434200577036,1624.949401067321,0.0,0.0,187.9141417018481,12.127468821799807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624.949401067321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1038.221607917343,1146.0010274371873,0.7326843625763637,0.2018889216725127,0.0445197851368421,49,0.0,0.0109114768268253,1.427523087598851,-0.3864578522521539,1038.221607917343,1146.0010274371873,171.58819875875992,0.0,14.0,188.16182550906183,12.184472017977908,0.0,0.0,0.0,0.0,0.0,11.210356298775835,43.725288453645646,65.77353262510286,0.0,0.0,0.0,10.590263367122423,40.28875801411316,0.0,0.0
9,1343.7392690186512,1336.5263835035137,0.7911420352354702,0.0671089480847248,0.0219044491692738,49,0.0,0.047012802119877,5.885671890514152,-1.9244901193873325,1343.7392690186512,1336.5263835035137,555.8091314408865,0.0,178.4980183089488,188.0316279277017,12.263938741098018,0.0,0.0,0.0,0.0,0.0,42.05196913664266,209.9252744126235,303.83188789162034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2106.898348534724,1641.7602753632873,0.9393536489918602,0.1622815168488909,-0.1563477122259647,49,0.0,0.0166622758072921,1.3951073654652757,-0.3615190789431255,2106.898348534724,1641.7602753632873,834.6997100524069,0.0,0.0,187.7061155405881,12.391055748322067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.6997100524069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
