col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
IT0459A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,48,1,3,43.5985699,13.3419401,Marche,CHIARAVALLE2,1104206,1997/09/01 00:00:00.000,,15,suburban,"850464,53650500000","4836490,53180000000"
IT0460A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,57,1,3,43.5266475,13.245,Marche,JESI,1104211,1998/08/01 00:00:00.000,,100,urban,"843048,00941900000","4828093,56371000000"
IT0463A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,54,1,3,43.6202255,13.3900001,Marche,FALCONARA ALTA,1104209,1997/09/01 00:00:00.000,,90,suburban,"854216,66612200000","4839101,81510000000"
IT0591A,PM10,2018-10-13 02:00:00,2018-10-13 03:00:00,25,1,3,45.8924248,11.03941,Provincia Autonoma Trento,ROVERETO LGP,402206,1982/08/02 00:00:00.000,,200,urban,"658220,95058800000","5084119,28126000000"
IT0703A,PM10,2018-10-13 02:00:00,2018-10-13 03:00:00,24,1,3,46.0518081,11.45389,Provincia Autonoma Trento,BORGO VAL,402201,1989/10/01 00:00:00.000,,380,suburban,"689830,79752900000","5102734,90917000000"
IT0753A,PM10,2018-10-13 02:00:00,2018-10-13 03:00:00,24,1,3,45.8914598,10.84449,Provincia Autonoma Trento,RIVA GAR,402204,1991/01/01 00:00:00.000,,73,suburban,"643101,37683900000","5083643,34897000000"
IT1037A,PM10,2018-10-13 02:00:00,2018-10-13 03:00:00,26,1,3,46.0629121,11.1262,Provincia Autonoma Trento,TRENTO PSC,402209,1996/01/01 00:00:00.000,,203,urban,"664448,49233100000","5103237,21355000000"
IT1191A,PM10,2018-10-13 02:00:00,2018-10-13 03:00:00,13,1,3,46.0825171,10.95804,Provincia Autonoma Trento,MONTE GAZA,402203,1998/10/01 00:00:00.000,,1601,rural,"651388,92021900000","5105080,94082000000"
IT1361A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,57,1,3,43.8394857,13.01861,Marche,VIA MONTEGRAPPA,1104102,1997/01/01 00:00:00.000,,20,urban,"823065,57389300000","4861925,11619000000"
IT1578A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,48,1,3,43.8931182,12.91889,Marche,VIA SCARPELLINI,1104105,2003/01/31 00:00:00.000,,20,suburban,"814765,64084100000","4867494,61136000000"
IT1694A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,44,1,3,43.3436794,12.90944,Marche,Fabriano,1104222,2005/04/01 00:00:00.000,,325,urban,"816883,67122500000","4806430,65200000000"
IT1773A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,46,1,3,43.4678402,12.95222,Marche,Genga -Parco Gola della Rossa,1104226,2006/10/01 00:00:00.000,,550,rural-regional,"819696,79572400000","4820385,90917000000"
IT1795A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,28,1,3,43.2846527,13.4286101,Marche,Macerata COLLEVARIO,1104304,2006/02/20 00:00:00.000,,225,suburban,"859317,64546100000","4801995,17217000000"
IT1796A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,35,1,3,43.3351288,13.6747201,Marche,Civitanova IPPODROMO S. MARONE,1104305,2006/02/20 00:00:00.000,,110,rural,"878973,48622900000","4808701,25445000000"
IT1801A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,38,1,3,41.9968771,14.9933335,Molise,TERMOLI2,1407074,2006/02/01 00:00:00.000,,31,urban,"996463,85805300000","4666967,94658000000"
IT1827A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,54,1,3,43.6112977,13.5086101,Marche,Ancona Cittadella,1104223,2006/07/01 00:00:00.000,,100,urban,"863841,62478500000","4838628,13590000000"
IT1842A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,34,1,3,42.90024,13.3366701,Marche,MONTEMONACO,1104410,2005/11/16 00:00:00.000,,1000,rural-regional,"854069,43634600000","4758902,83687000000"
IT1843A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,32,1,3,42.8481976,13.6194401,Marche,MONTICELLI,1104409,2005/11/16 00:00:00.000,,150,urban,"877477,11021300000","4754363,62561000000"
IT1859A,PM10,2018-10-13 00:00:00,2018-10-13 01:00:00,26,1,3,46.1043226,11.11023,Provincia Autonoma Trento,TRENTO VBZ,402211,2007/11/16 00:00:00.000,,197,urban,"663091,20986800000","5107805,20434000000"
IT1894A,PM10,2018-10-13 00:00:00,2018-10-13 01:00:00,22,1,3,42.9917455,13.7847201,Marche,RIPATRANSONE,1104411,2007/07/30 00:00:00.000,,412,rural-regional,"890076,00720400000","4771070,70351000000"
IT2061A,PM10,2018-10-13 00:00:00,2018-10-13 01:00:00,55,1,3,43.7304029,12.63639,Marche,URBINO - LOC.PIANSEVERO - Via Neruda,1104110,2012/03/08 00:00:00.000,,380,suburban,"792869,41803900000","4848376,36535000000"
IT2140A,PM10,2018-10-13 02:00:00,2018-10-13 03:00:00,27,3,2,46.070548,13.22972,Friuli Venezia-Giulia,SAN DANIELE,603021,2014/02/11 00:00:00.000,,116,urban,"827087,95539400000","5110620,15750000000"
IT2144A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,43,1,3,41.1044184,16.766114,Puglia,EN02 - ass. ecologia,1607298,2009/01/01 00:00:00.000,,40,suburban,"1152346,61180000000","4579885,27320000000"
IT2145A,PM10,2018-10-13 01:00:00,2018-10-13 02:00:00,37,1,3,41.0838329,16.781673,Puglia,EN03 - VIGILI URBANI,1607299,2009/01/01 00:00:00.000,,55,urban,"1153859,88903000000","4577717,69279000000"
