col0,col1,col2
6,13196,11592
14,11943,11853
15,14236,11875
17,11353,12213
18,13440,12255
33,10644,13211
39,15658,13786
42,13315,13814
43,15656,13817
48,13282,14140
49,13282,14141
57,15938,14572
59,16012,14643
63,16029,14693
64,16029,14694
65,10644,14707
73,16179,15480
74,16410,15589
76,14760,15690
78,11576,16076
80,16691,16632
82,11028,17614
83,11037,17621
84,11323,17623
100,17413,19561
101,17737,19597
104,14690,19741
105,17738,19904
108,11441,20250
109,13281,20264
110,17155,20309
111,11939,20336
117,18222,20747
118,18132,20785
119,10724,20802
120,18757,22052
121,18936,22458
125,10201,23351
131,11948,23515
132,11395,23645
133,12759,23652
135,10434,23656
136,12039,23691
137,14774,23713
138,10547,23740
140,19590,24339
141,12029,24363
142,19542,24392
143,19556,24402
147,10710,24665
153,10134,25056
154,10134,25057
155,12786,25294
156,12786,25295
160,20591,27077
161,20597,27087
162,20597,27088
163,11512,27208
164,20650,27261
169,13265,27909
170,20892,27958
171,20892,27959
172,12759,28295
174,11379,28382
175,11379,28383
176,11379,28384
178,21032,28411
182,21341,29051
184,21533,29542
185,19615,29698
186,20235,29879
187,21723,29890
188,21854,30082
189,21853,30084
198,22444,31245
199,22444,31246
201,22491,31462
202,22493,31628
206,22881,32129
208,23054,32554
209,23055,32556
210,23056,32558
211,23057,32564
212,23058,32566
213,23059,32568
215,23388,33180
216,23389,33182
218,23403,33205
219,23404,33207
220,23405,33209
221,23406,33211
222,23407,33213
223,23408,33215
225,20349,33270
226,20353,33271
227,23108,33272
237,23774,34262
238,23774,34263
245,23725,34376
246,23827,34377
252,23592,34578
253,23594,34579
254,23594,34580
255,23591,34618
259,23982,34743
260,23390,34745
