col0,col1,col2
Set/get the various assert flags,alias ini_set,
Checks if assertion is FALSE,Assert is language construct now,
Returns the current process title,,
Sets the process title,,
Loads a PHP extension at runtime,not applicaple in multiple cases,
Find out whether an extension is loaded,"-> in_array(get_loaded_extensions, name) ",
Forces collection of any existing garbage cycles,,
Deactivates the circular reference collector,alias ini_set,
Activates the circular reference collector,alias ini_set,
Returns status of the circular reference collector,alias ini_get,
Reclaims memory used by the Zend Engine memory manager,,
Gets information about the garbage collector,,
Gets the value of a PHP configuration option,,
Gets the name of the owner of the current PHP script,,
Returns an associative array with the names of all the constants and their values,use new OO interface,<?php $extensions = get_loaded_extensions(); foreach ($extensions as $ext) {print_r($ext→getConstants())};
Returns an array with the names of the functions of a module,use new OO interface,ReflectionExtension::getFunctions
Gets the current include_path configuration option,alias ini_get,
Returns an array with the names of included or required files,,
Returns an array with the names of all modules compiled and loaded,,
Gets the current configuration setting of magic_quotes_gpc,alias ini_get,
Gets the current active configuration setting of magic_quotes_runtime,alias ini_get,
Alias of get_included_files,alias,
Returns active resources,,
Gets the value of an environment variable,,array('error'=>'false')
Gets time of last page modification,,
Get PHP script owner's GID,,
Gets the inode of the current script,,
Gets PHP's process ID,,
Gets PHP script owner's UID,,
Gets options from the command line argument list,,
Gets the current resource usages,,
Alias of ini_set,alias,
Gets all configuration options,,
Gets the value of a configuration option,,
Restores the value of a configuration option,,
Sets the value of a configuration option,,
Alias of set_magic_quotes_runtime,alias,
Dummy for main,dummy,
Returns the peak of memory allocated by PHP,,
Returns the amount of memory allocated to PHP,,
Retrieve a path to the loaded php.ini file,,
Return a list of .ini files parsed from the additional ini dir,,
Gets the logo guid,does not exist,
Returns the type of interface between web server and PHP,,
Returns information about the operating system PHP is running on,,
Prints out the credits for PHP,credits,
Outputs information about PHP's configuration,aggregational function,
Gets the current PHP version,,
Sets the value of an environment variable,,
Restores the value of the include_path configuration option,alias ini_restore,
Sets the include_path configuration option,alias ini_set,
Sets the current active configuration setting of magic_quotes_runtime,alias ini_set,
Limits the maximum execution time,alias ini_set,
Returns directory path used for temporary files,alias ini_get,
"Compares two ""PHP-standardized"" version number strings",,
Gets the Zend guid,does not exist,
Returns a unique identifier for the current thread,does not exist,
"Gets the version of the current Zend engine
",,
