col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
0,3,P,RADUNOVIC,Verona,3,5.83,3.0,0,8,0,0,0,0,0,0,1,0,0
1,4,P,SPORTIELLO,Atalanta,6,6.17,5.33,0,5,0,0,0,0,0,0,0,0,0
11,40,P,DA COSTA,Bologna,1,6.0,5.0,0,1,0,0,0,0,0,0,0,0,0
12,41,P,MIRANTE,Roma,5,6.5,5.5,0,5,0,0,0,0,0,0,0,0,0
13,42,P,SARR M.,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
27,97,P,SECULIN,Sampdoria,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
35,133,P,SKORUPSKI,Bologna,37,5.99,4.31,0,64,1,0,0,0,0,0,2,0,0
44,159,P,SEPE,Parma,34,6.26,4.96,0,53,3,0,0,0,0,0,1,0,0
55,216,P,DONNARUMMA AN.,Milan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
56,218,P,PERIN,Genoa,21,6.12,4.29,0,38,0,0,0,0,0,0,1,0,0
57,220,P,UJKANI,Torino,1,6.5,3.5,0,3,0,0,0,0,0,0,0,0,0
69,248,P,BERNI,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
70,250,P,HANDANOVIC,Inter,35,6.16,5.3,0,32,1,0,0,0,0,0,2,0,0
84,282,P,BUFFON,Juventus,9,6.11,5.0,0,10,0,0,0,0,0,0,0,0,0
97,316,P,BERISHA E.,SPAL,26,6.31,4.6,0,44,0,0,0,0,0,0,1,0,0
98,317,P,GUERRIERI,Lazio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
99,318,P,MARCHETTI,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
108,350,P,DONNARUMMA G.,Milan,36,6.26,5.39,0,42,4,0,0,0,0,0,3,0,0
119,385,P,GABRIEL,Lecce,34,6.24,4.06,0,76,2,0,0,0,0,0,4,0,1
120,386,P,RAFAEL CABRAL,Sampdoria,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
