col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
Gesundheit,Gesundheit,Santé,Gesundheit / Santé,1,Gesundheit,Santé,1,47,gesundheit,Akteure im Gesundheitswesen,Acteurs dans le domaine de la santé,Wie werden die ca. 60 Milliarden jährlich aufgeteilt,Comment se répartissent environ 60 milliards par année,2014-09-16T00:00:00,Gesundheit,Akteure im Gesundheitswesen,Wie werden die ca. 60 Milliarden jährlich aufgeteilt,1410818400
Soziale Sicherheit,Soziale Sicherheit,Sécurité sociale,Soziale Sicherheit / Sécurité sociale,2,Soziale Sicherheit,Sécurité sociale,1,47,soziale_sicherheit,Akteure im Bereich sozialer Sicherheit,Acteurs dans le domaine de la sécurité sociale,,,2014-09-16T00:00:00,Soziale Sicherheit,Akteure im Bereich sozialer Sicherheit,,1410818400
Energie,Energie,Énergie,Energie / Énergie,3,Energie,Énergie,3,48,energie,Akteure der Energiebranche,Acteurs du secteur de l'énergie,,,2014-09-16T00:00:00,Energie,Akteure der Energiebranche,,1410818400
Umwelt,Umwelt,Environnement,Umwelt / Environnement,4,Umwelt,Environnement,3,48,umwelt,Akteure im Bereich Umwelt,Acteurs dans le domaine de l'environnement,,,2014-09-16T00:00:00,Umwelt,Akteure im Bereich Umwelt,,1410818400
Verkehr,Verkehr,Transport,Verkehr / Transport,5,Verkehr,Transport,5,49,verkehr,Akteure der Verkehrsbranche,Acteurs dans le domaine des transports,,,2014-09-16T00:00:00,Verkehr,Akteure der Verkehrsbranche,,1410818400
Bildung,Bildung,Formation,Bildung / Formation,7,Bildung,Formation,9,51,bildung,,,,,2014-09-16T00:00:00,Bildung,,,1410818400
Kultur,Kultur,Culture,Kultur / Culture,8,Kultur,Culture,9,51,kultur,,,,,2014-09-16T00:00:00,Kultur,,,1410818400
Wirtschaft,Wirtschaft,Économie,Wirtschaft / Économie,9,Wirtschaft,Économie,11,52,wirtschaft,,,,,2014-09-16T00:00:00,Wirtschaft,,,1410818400
Aussenpolitik/Aussenwirtschaft,Aussenpolitik/Aussenwirtschaft,Politique étrangère / Commerce extérieur,Aussenpolitik/Aussenwirtschaft / Politique étrangère / Commerce extérieur,13,Aussenpolitik/Aussenwirtschaft,Politique étrangère / Commerce extérieur,17,55,aussenpolitik_aussenwirtschaft,,,,,2014-09-16T00:00:00,Aussenpolitik/Aussenwirtschaft,,,1410818400
Staatspolitik/Staatswirtschaft,Staatspolitik/Staatswirtschaft,Politique intérieure / Economie publique,Staatspolitik/Staatswirtschaft / Politique intérieure / Economie publique,14,Staatspolitik/Staatswirtschaft,Politique intérieure / Economie publique,13,53,staatspolitik_staatswirtschaft,,,,,2014-09-16T00:00:00,Staatspolitik/Staatswirtschaft,,,1410818400
Landwirtschaft,Landwirtschaft,Agriculture,Landwirtschaft / Agriculture,15,Landwirtschaft,Agriculture,11,52,landwirtschaft,"Landwirtschaftspolitik, Firmen, Verbände der Landwirtschaft.","Politique agricole, groupes d'intérêt et entreprises liées à l'agriculture",,,2014-09-16T00:00:00,Landwirtschaft,"Landwirtschaftspolitik, Firmen, Verbände der Landwirtschaft.",,1410818400
Sicherheit,Sicherheit,Sécurité,Sicherheit / Sécurité,16,Sicherheit,Sécurité,7,50,sicherheit,"Armee, innere Sicherheit, Rüstungsindustrie, Wehrtechnik, Friedenspolitik, Rettungswesen","Armée, sécurité intérieure, industrie de l'armement, technique militaire, politique de paix, organisations de sauvetage",,,2014-09-16T00:00:00,Sicherheit,"Armee, innere Sicherheit, Rüstungsindustrie, Wehrtechnik, Friedenspolitik, Rettungswesen",,1410818400
Sport,Sport,Sport,Sport / Sport,17,Sport,Sport,9,51,sport,"Sportverbände, Institutionen etc.",Associations et institutions sportives,,,2014-09-16T00:00:00,Sport,"Sportverbände, Institutionen etc.",,1410818400
Kommunikation,Kommunikation,Communication,Kommunikation / Communication,18,Kommunikation,Communication,5,49,kommunikation,"Medien, Verlage, Kommunikationsdienstleister","Médias, éditeurs, services dans le domaine de la communication",,,2014-09-16T00:00:00,Kommunikation,"Medien, Verlage, Kommunikationsdienstleister",,1410818400
