col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,False,,,,,,,,,,,,,,
1,False,,,,,,,,,,,,,,
2,False,,,,,,,,,,,,,,
3,False,,,,,,,,,,,,,,
4,False,,,,,,,,,,,,,,
5,False,,,,,,,,,,,,,,
6,False,,,,,,,,,,,,,,
7,False,,,,,,,,,,,,,,
8,False,,,,,,,,,,,,,,
9,False,,,,,,,,,,,,,,
10,False,,,,,,,,,,,,,,
11,False,,,,,,,,,,,,,,
12,False,,,,,,,,,,,,,,
13,False,,,,,,,,,,,,,,
14,False,,,,,,,,,,,,,,
15,False,2.0,,,,,,,,,,,,,
16,False,,,,,,,,,,,,,,
17,False,,,,,,,,,,,,,,
18,False,,,,,,,,,,,,,,
19,False,2.0,,,,,,,,,,,,,
20,False,,,,,,,,,,,,,,
21,False,,,,,,,,,,,,,,
22,False,,,,,,,,,,,,,,
23,False,,,,,,,,,,,,,,
24,False,,,,,,,,,,,,,,
25,False,,,,,,,,,,,,,,
26,False,,,,,,,,,,,,,,
27,False,,,,,,,,,,,,,,
28,False,,,,,,,,,,,,,,
29,False,,,,,,,,,,,,,,
30,False,,,,,,,,,,,,,,
31,False,,,,,,,,,,,,,,
32,False,,,,,,,,,,,,,,
33,False,,,,,,,,,,,,,,
34,False,,,,,,,,,,,,,,
35,False,,,,,,,,,,,,,,
36,False,,,,,,,,,,,,,,
37,False,,,,,,,,,,,,,,
38,False,,,,,,,,,,,,,,
39,False,,,,,,,,,,,,,,
40,False,,,,,,,,,,,,,,
41,False,,,,,,,,,,,,,,
42,False,,,,,,,,,,,,,,
43,False,2.0,,,,,,,,,,,,,
44,False,,,,,,,,,,,,,,
45,False,,,,,,,,,,,,,,
46,False,2.0,,,,,,,,,,,,,
47,False,,,,,,,,,,,,,,
48,False,,,,,,,,,,,,,,
49,False,,,,,,,,,,,,,,
