col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
AR24A,1,2,,,,,,method_Sosik,a,,>0,2.232245114,1.483148067,LTER,,,1
AR24A,1,2,,,,,,method_Sosik,b,,>0,2.215951354,1.649680128,LTER,,,1
AR24A,1,3,,,,,,method_Sosik,a,,>0,5.615915932,1.78220993,LTER,,,1
AR24A,1,3,,,,,,method_Sosik,b,,>0,5.938170295,1.864945769,LTER,,,1
AR24A,1,5,,,,,,method_Sosik,a,,>0,5.273746973,1.885695954,LTER,,,1
AR24A,1,5,,,,,,method_Sosik,b,,>0,5.025719738,1.746696261,LTER,,,1
AR24A,1,7,,,,,,method_Sosik,a,,>0,3.25151032,0.960322464,LTER,,,1
AR24A,1,7,,,,,,method_Sosik,a,,<10,0.742354451,0.331080321,LTER,,,1
AR24A,2,2,,,,,,method_Sosik,a,,>0,0.563583053,0.205996313,LTER,,,1
AR24A,2,2,,,,,,method_Sosik,b,,>0,0.527193655,0.197804128,LTER,,,1
AR24A,2,3,,,,,,method_Sosik,a,,>0,1.457386307,0.900963091,LTER,,,1
AR24A,2,3,,,,,,method_Sosik,b,,>0,1.551528031,0.901536817,LTER,,,1
AR24A,2,6,,,,,,method_Sosik,a,,>0,0.773048389,0.491174252,LTER,,,1
AR24A,2,6,,,,,,method_Sosik,b,,>0,0.770694846,0.430716265,LTER,,,1
AR24A,2,6,,,,,,method_Sosik,a,,<10,0.792867026,0.40586635,LTER,,,1
AR24A,2,6,,,,,,method_Sosik,b,,<10,0.811809242,0.384483252,LTER,,,1
AR24A,8,5,,,,,,method_Sosik,a,,>0,0.853122998,0.440755133,LTER,,,1
AR24A,8,5,,,,,,method_Sosik,b,,>0,0.927556548,0.410220958,LTER,,,1
AR24A,8,5,,,,,,method_Sosik,a,,<10,0.545717728,0.283512801,LTER,,,1
AR24A,8,5,,,,,,method_Sosik,b,,<10,0.589478112,0.356438917,LTER,,,1
AR24B,0,0,,,,,,method_Sosik,a,,>0,4.847403183,1.317282786,LTER,,,2
AR24B,0,0,,,,,,method_Sosik,a,,>0,5.347116872,2.237180643,LTER,,,1
AR24B,0,0,,,,,,method_Sosik,b,,>0,4.80591071,1.786743219,LTER,,,2
AR24B,9,12,,,,,,method_Sosik,a,,>0,1.820853489,0.669416107,LTER,,,1
AR24B,9,12,,,,,,method_Sosik,b,,>0,1.847016644,0.688111371,LTER,,,1
AR24B,9,12,,,,,,method_Sosik,a,,<10,1.078662353,0.421779398,LTER,,,1
AR24B,9,12,,,,,,method_Sosik,b,,<10,1.078553391,0.534186992,LTER,,,1
