col0,col1,col2,col3,col4,col5,col6,col7
1,Fried Rice,Main Dish,20,4.0,368.0,,https://www.tasteofhome.com/recipes/mom-s-fried-rice
2,Lentil Soup,Main Dish,60,6.0,311.0,,http://www.recipetineats.com/lentil-soup/
3,Buckwheat Tabboulah,Main Dish,30,,,,http://rawmanda.com/buckwheat-tabbouleh/
4,Lentil Rice Bowls with Egg,Main Dish,60,4.0,612.0,,https://www.thekitchn.com/recipe-brown-rice-bowl-with-lentils-caramelized-onions-fried-egg-223112
5,Italian Vegetable Lentil Soup,Main Dish,60,6.0,300.0,,http://www.cookingclassy.com/italian-vegetable-lentil-soup/
6,One Pot Chicken & Potatoes,Main Dish,90,5.0,645.0,,http://letthebakingbeginblog.com/2014/05/one-pot-chicken-potatoes/
7,Sweet Korean Lentils,Main Dish,45,,,,https://itdoesnttastelikechicken.com/easyrecipe-print/7850-0/
8,Buckwheat Beetroot Salad,Main Dish,60,4.0,300.0,,https://www.lazycatkitchen.com/warm-buckwheat-beetroot-salad/
9,New Potato Lentil Salad,Main Dish,50,4.0,196.0,,http://www.occasionallyeggs.com/2016/08/roasted-new-potato-salad-with-lentils.html
10,Ham & Potato Soup,Main Dish,60,8.0,195.0,,http://allrecipes.com/recipe/56927/delicious-ham-and-potato-soup/
11,Lemon Dill Potatoes,Main Dish,50,,,,https://tastespace.wordpress.com/2015/07/18/creamy-lemon-dill-roasted-potato-salad/
12,BBQ Lentils,Main Dish,60,,,,https://www.rebootedmom.com/2017/08/05/barbecue-lentils-vegan-gluten-free-and-dairy-free/?utm_medium=social&utm_source=pinterest&utm_campaign=tailwind_tribes&utm_content=tribes
13,Healthy Buckwheat Soup,Main Dish,45,,,,http://momsdish.com/recipe/385/healthy-buckwheat-soup
14,Buckwheat Chicken Pilaf,Main Dish,120,,,,https://natashaskitchen.com/buckwheat-and-beef-pilaf-plov/
15,Vegetable Noodle Soup,Main Dish,40,,,,http://thevegan8.com/2014/10/18/classic-vegan-noodle-soup/
16,Bacon and Honey Potato Salad,Main Dish,45,,,,https://www.smalltownwoman.com/warm-bacon-honey-mustard-potato-salad/
17,Golden French Lentil Soup,Main Dish,60,,,,https://www.veggiesdontbite.com/vegan-lentil-stew-oh-she-glows-every-day/
18,Lentil Shepherd's Pie,Main Dish,90,,,,https://itdoesnttastelikechicken.com/seriously-the-best-lentil-shepherds-pie/
19,Honey Lime Chicken,Main Dish,45,,,,http://www.juliasalbum.com/2015/09/cilantro-lime-honey-chicken-thighs-recipe/
20,Lentil Curry,Main Dish,45,,,,https://www.forksoverknives.com/recipes/indian-curry-lentils/
21,Potato Apple Roast,Main Dish,45,,,,https://www.healthyseasonalrecipes.com/roasted-potatoes-with-apples-sausage-and-maple-mustard-glaze/
22,Potato Curry,Main Dish,35,,,,http://www.savorytooth.com/easy-weeknight-potato-curry/
23,Bucatini all'Amatriciana,Main Dish,45,,,,https://www.bonappetit.com/recipe/bucatini-all-amatriciana-2
24,Balsamic Dijon Root Vegetables,Main Dish,150,,,,http://www.thecreativebite.com/balsamic-dijon-roasted-root-vegetables/
25,Best Baked Chicken Legs,Main Dish,90,,,,https://www.blessthismessplease.com/chicken-legs/?m
26,Spanish Lentil Soup,Main Dish,60,,,,http://www.myrecipes.com/recipe/spanish-style-lentil-soup
27,Buckwheat Carrot and Onion,Main Dish,40,,,,http://www.pinchofcinnamon.com/2011/12/cooking-buckwheat.html
28,Sweet Potatoes with Yogurt and Chickpeas,Main Dish,30,,,,https://www.prevention.com/food/10-healthy-chickpea-recipes/slide/9
29,Spanish Chickpeas,Main Dish,45,,,,https://www.prevention.com/food/10-healthy-chickpea-recipes/slide/3
30,Lemon Fettuchini,Main Dish,30,,,,https://veganheaven.org/recipe/lemon-spaghetti-with-spinach/
31,Thai Veggie Soup,Main Dish,30,,,,https://www.budgetbytes.com/thai-curry-vegetable-soup/
32,Balsamic Potatoes and Asparagus,Main Dish,40,,,,http://wallflowerkitchen.com/balsamic-roasted-new-potatoes-asparagus/
33,Quinoa Brussels Sweet Potato Salad,Main Dish,40,,,,https://laurenkellynutrition.com/sweet-potato-brussels-sprout-quinoa-bowl/
34,Thai Peanut Cabbage Quinoa,Main Dish,20,,,,https://cookieandkate.com/2017/thai-peanut-quinoa-salad-recipe/
35,Lemon Garlic Asparagus with Orzo,Main Dish,30,,,,https://www.thegardengrazer.com/2018/03/lemon-garlic-orzo-with-asparagus.html
36,Moroccan Sweet Potato Lentil Stew,Main Dish,60,,,,https://monkeyandmekitchenadventures.com/moroccan-sweet-potato-lentil-stew/
37,Chia Crusted Salmon,Main Dish,20,,,,https://houseandhome.com/recipe/chia-crusted-salmon-recipe/
38,Pinto Beans and Tomatillo Cilantro Lime Rice,Main Dish,60,,,,https://www.thecuriouschickpea.com/mexican-pinto-beans-and-tomatillo-cilantro-lime-rice/
39,Thai Squash Soup,Main Dish,60,,,,http://hostthetoast.com/thai-coconut-curry-butternut-squash-soup/
40,Roasted Carrot & Peanut Sauce,Main Dish,75,,,,https://pinchofyum.com/lentil-curry-bowls-with-cilantro-cashew-sauce
41,Majoram White Wine Chicken,Main Dish,120,,,,https://www.foodandwine.com/recipes/wine-baked-chicken-legs-with-marjoram
42,Sweet Potato Breakfast Burritos,Main Dish,30,,,,https://www.ambitiouskitchen.com/healthy-sweet-potato-black-bean-avocado-breakfast-burritos/
43,Roasted Sweet Potato Lentil Salad,Salad,45,,,,https://www.melskitchencafe.com/roasted-sweet-potato-lentil-salad/
44,Brussel Honey Lentil Quinoa,Main Dish,30,,,,https://www.thekitchn.com/recipe-honey-roasted-sprouts-and-lentils-and-quinoa-249782
45,Mediterranean Tuna Steaks,Main Dish,30,,,,https://howtofeedaloon.com/mediterranean-tuna-steaks/
46,Spicy Black Bean Nachos,Main Dish,30,,,,https://www.mexicanplease.com/spicy-black-bean-nachos/
47,Quinoa Peanut Kale Curry,Main Dish,45,,,,https://www.cookinglight.com/recipes/chickpea-and-kale-curry
48,Sweet Potato Lentil Curry with Pickled Onion,Main Dish,60,,,,https://www.cookinglight.com/recipes/sweet-potato-and-red-lentil-curry
49,Sardine Mediterranean Pasta,Main Dish,30,,,,https://toriavey.com/toris-kitchen/mediterranean-sardine-lemon-pasta/
50,Pesto Tomato Penne,Main Dish,20,,,,https://www.foodnetwork.com/recipes/giada-de-laurentiis/penne-with-sun-dried-tomato-pesto-recipe-1942250
