col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
pm523,Abbeville,Null,Abbeville,Amiens,France,Somme,France,French,Bourbon France,0,0,0,0,,0,0,0,0,,,,,
pn536,Agen,,Agen,Bordeaux,France,Lot-et-Garonne,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn537,Albi,Alby,Albi,Toulouse,France,Tarn,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn538,Alençon,,Alençon,Alençon,France,Orne,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn539,Angers,,Angers,Tours,France,Maine-et-Loire,France,French,Bourbon France,0,0,0,0,1.0,0,0,0,0,,"University founded at Angers, 1229, preceded by Studium from about 1080.",,,
pm524,Arras,,Arras,Lille,France,Pas de Calais,France,French,Bourbon France,0,0,0,1,0.0,0,0,0,0,,technically Arras had a Conseil superieure and not a Parlement,,,
pn540,Aurillac,,Aurillac,Riom,France,Cantal,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn541,Bayeux,,Bayeux,Caen,France,Calvados,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pl044,BELLE-ISLE en MER,Belle-Ile-en-Mer,BELLE-ISLE-en-MER,Rennes,France,Morbihan,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,764.0,Part of province of Brittany from 1759.,,,
pm525,Brest,,Brest,Rennes,France,Finistère,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pm526,Bruyères,Null,Bruyères,Nancy,France,Vosges,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pl509,CALEVES,"Calève, CalÃªves",CALEVES,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0.0,0,0,0,0,85.0,"Confirmation and coordinates from Domaine de Caleve, Nyon.",,,
pn542,Carcassonne,,Carcassonne,Toulouse,France,Aude,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn543,Châtellerault,,Châtellerault,Poitiers,France,Vienne,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn544,Coutances,,Coutances,Caen,France,Manche,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn545,Dieuze,,Dieuze,Nancy,France,Moselle,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pm536,Dinan,Null,Dinan,Rennes,France,Côtes-d'Armor,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pm527,Douai,,Douai,Lille,France,Nord,France,French,Bourbon France,0,0,0,1,1.0,0,0,0,0,,,,,
pm528,Etampes,,Etampes,Paris,France,Ile-de France,France,French,Bourbon France,0,0,0,0,,0,0,0,0,,,,,
pn546,Evreux,,Evreux,Rouen,France,Eure,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pl442,"LANCE, La",,"LANCE, La",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0.0,0,0,0,0,21.0,1 km NE of Concise; in joint Berne-Fribourg governed territory (Dictionnaire Historique de la Suisse).,,,
pm529,Lorient,Null,Lorient,Rennes,France,Morbihan,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pl458,MÜNZ,,MÜNZ,Weid-Neuwied,Weid-Neuwied,Rhineland-Palatinate,Germany,German,Rest of Europe,1,0,0,0,0.0,0,0,0,0,385.0,Confirmation: letters from Société typographique de Neuwied and Munz. Has been impossible to identify on map or through Google Earth. Position is assumed beside Neuwied.,,,
pm530,Montdidier,Mondidier,Montdidier,Amiens,France,Somme,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,nb. Also a small commune in Moselle,,,
pl265,MONTMIRAIL,,MONTMIRAIL,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0.0,0,0,0,1,8.0,"For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",,,
pn547,Pamiers,,Pamiers,Perpignan,France,Ariège,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pl315,PLANCEMONT,,PLANCEMONT,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0.0,0,0,0,1,24.0,"Confirmation: Google Earth. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",,,
pl327,PRAGUE,,PRAGUE,Bohemia,Austrian Empire,Prague,Czech Republic,Austro-Hungarian,Rest of Europe,1,0,0,0,1.0,1,0,0,0,651.0,Higher education: The Utraquist university (Carolinum)  was created in 1347.,,,
pl330,PROVENCE,,PROVENCE,Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0.0,0,0,0,0,19.0,Joint ruled by Berne and Fribourg (Dictionnaire Historique de la Suisse).,,,
pm531,Quimper,Null,Quimper,Rennes,France,Finistère,France,French,Bourbon France,0,0,0,0,,0,0,0,0,,,,,
pn548,Rethel,,Rethel,Châlons,France,Ardennes,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn549,Riom,,Riom,Riom,France,Puy-de-Dôme,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pm532,Saint-Brieuc,St Brieuc,Saint-Brieuc,Rennes,France,Côtes-d'Armor,France,French,Bourbon France,0,0,0,0,,0,0,0,0,,,,,
pl364,SAINT-JEAN,,SAINT-JEAN,Neuchâtel,Prussia: Neuchâtel,Neuchâtel,Switzerland,Helvetic,Swiss,0,0,0,0,0.0,0,0,0,1,14.0,"Mapping coordinates are taken from reformed Church serving Canton de Neuchâtel Groupement de l'Ouest (Abeille - Les Forges - Saint-Jean - Les Eplatures - La Sagne). Exact location of Saint-Jean uncertain, but Church approximatively equidistant between Les Eplatures and La Sagne. For mapping and data analysis reasons, Neuchâtel sovereign territory is 'Neuchâtel' and not 'Prussia'.",,,
pn550,Saint-Mihiel,,Saint-Mihiel,Nancy,France,Meuse,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn551,Saint-Omer,,Saint-Omer,Lille,France,Pas-de-Calais,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pl379,"SAUGEY, Le",,"SAUGEY, Le",Berne,Swiss confederation,Vaud,Switzerland,Helvetic,Swiss,0,0,0,0,0.0,0,0,0,0,71.0,Confirmation: hamlet in commune of Féchy (Dictionnaire Historique de la Suisse).,,,
pn552,Stenay,,Stenay,Metz,France,Meuse,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pn553,Tulle,,Tulle,Limoges,France,Limousin,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,Actual departement name (C21 lower territory should be Corrèze,,,
pm533,Vannes,Null,Vannes,Rennes,France,Morbihan,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pm534,Vendôme,Null,Vendôme,Orléans,France,Loir-et-Cher,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pm535,Vesoul,Null,Vesoul,Besançon,France,Haute-Saône,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,,,,
pl494,WURTTEMBERG,,WURTTEMBERG,Duchy of Wurttemberg,Wurttemberg,Baden-Wurttemberg,Germany,German,Rest of Europe,1,0,0,0,0.0,0,1,0,0,242.0,Confirmation: Have not got to bottom of this yet; apparently county of Wurttemberg but no town.,,,
pq609,FRANCE [Unidentified place],,FRANCE [Unidentified place],,France,,France,French,Bourbon France,0,0,0,0,0.0,0,0,0,0,,"ID notes for Confiscations Registers data: Clearly Seve in both customs and confiscation registers. Place not definitively identified. Several candidates. Title of only book coming from Seve gives no clue. Could it be Sevres outside Paris? Imprint of Paris, veuve Duchesne suggests might be local to Paris.   ID notes for Confiscations Registers data: Clearly Seve in both customs and confiscation registers. Place not definitively identified. Several candidates. Title of only book coming from Seve gives no clue. Could it be Sevres outside Paris? Imprint of Paris, veuve Duchesne suggests might be local to Paris.",,,
