col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
Satellite imagery-based monitoring of archaeological site damage in the Syrian civil war,"J Casana, EJ Laugier\xc2\xa0",http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188589,2017,7,7,1.70E+19,"http://scholar.google.com/scholar?cites=16988497882604297228&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16988497882604297228&hl=en&as_sdt=0,5&sciodt=0,5","Since the start of the Syrian civil war in 2011, the rich archaeological heritage of Syria and northern Iraq has faced severe threats, including looting, combat-related damage, and intentional demolition of monuments. However, the inaccessibility of the conflict zone to\xc2\xa0\xe2\x80\xa6'
"
Moving from Space-Based to Ground-Based Solutions in Remote Sensing for Archaeological Heritage: A Case Study from Egypt,S Parcak\xc2\xa0,http://scholar.google.com/https://www.mdpi.com/2072-4292/9/12/1297,2017,2,5,1.50E+19,"http://scholar.google.com/scholar?cites=14990364113055771660&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14990364113055771660&hl=en&as_sdt=0,5&sciodt=0,5","This paper evaluates the results of a 2016 study examining high-resolution open-source satellite data from 2002\xe2\x80\x932013 for sites across Egypt that mapped looting and site encroachment. The author features a looted tripartite coffin (now returned to Egypt) to\xc2\xa0\xe2\x80\xa6'
"
Remote assessments of the archaeological heritage situation in Afghanistan,"E Hammer, R Seifried, K Franklin\xe2\x80\xa6\xc2\xa0",http://scholar.google.com/https://www.sciencedirect.com/science/article/pii/S1296207417305393,2018,2,0,1.57E+19,"http://scholar.google.com/scholar?cites=15678995398887362580&as_sdt=2005&sciodt=0,5&hl=en",None,"Abstract Analysis of spatial and temporal patterns in looting and destruction at archaeological sites using satellite imagery has become a focus of multiple research groups working on cultural heritage in conflict zones, especially in areas controlled by the Islamic\xc2\xa0\xe2\x80\xa6'
"
Remote Sensing and Geosciences for Archaeology,D Tapete ,http://scholar.google.com/https://www.mdpi.com/2076-3263/8/2/41,2018,3,7,1.19E+19,"http://scholar.google.com/scholar?cites=11920041147914462028&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11920041147914462028&hl=en&as_sdt=0,5&sciodt=0,5","Archaeological remote sensing is not a novel discipline. Indeed, there is already a suite of geoscientific techniques that are regularly used by practitioners in the field, according to standards and best practice guidelines. However,(i) the technological development of\xc2\xa0\xe2\x80\xa6'
"
Recent trends and long-standing problems in archaeological remote sensing,"R Opitz, J Herrmann\xc2\xa0",http://eprints.gla.ac.uk/162058/,2018,5,4,6.98E+18,"http://scholar.google.com/scholar?cites=6976012688809100275&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6976012688809100275&hl=en&as_sdt=0,5&sciodt=0,5","The variety and sophistication of data sources, sensors, and platforms employed in archaeological remote sensing have increased significantly over the past decade. Projects incorporating data from UAV surveys, regional and research-driven lidar surveys, the uptake\xc2\xa0\xe2\x80\xa6'
"
Appraisal of Opportunities and Perspectives for the Systematic Condition Assessment of Heritage Sites with Copernicus Sentinel-2 High-Resolution Multispectral\xc2\xa0\xe2\x80\xa6,"D Tapete, F Cigna\xc2\xa0",http://scholar.google.com/https://www.mdpi.com/2072-4292/10/4/561,2018,4,4,1.81E+19,"http://scholar.google.com/scholar?cites=18103813224346086066&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=18103813224346086066&hl=en&as_sdt=0,5&sciodt=0,5","Very high-resolution (VHR) optical satellite imagery (\xe2\x89\xa4 5 m) is nowadays an established source of information to monitor cultural and archaeological heritage that is exposed to hazards and anthropogenic threats to their conservation, whereas few publications\xc2\xa0\xe2\x80\xa6'
"
Remote Sensing,S Parcak\xc2\xa0,http://scholar.google.com/https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119188230.saseas0630,2018,0,2,None,None,"http://scholar.google.com/scholar?cluster=10242992001690547332&hl=en&as_sdt=0,5&sciodt=0,5","This entry is a general overview of the field of remote sensing in archaeology, covering ground\xe2\x80\x90, air\xe2\x80\x90, and space\xe2\x80\x90based approaches to the analysis of ancient sites and landscapes. It discusses the history of the field, how to specialize in remote sensing, recent discoveries\xc2\xa0\xe2\x80\xa6'
"
Google Earth as a Powerful Tool for Archaeological and Cultural Heritage Applications: A Review,"L Luo, X Wang, H Guo, R Lasaponara, P Shi\xe2\x80\xa6\xc2\xa0",http://scholar.google.com/https://www.mdpi.com/2072-4292/10/10/1558,2018,0,3,None,None,"http://scholar.google.com/scholar?cluster=10147942687688510115&hl=en&as_sdt=0,5&sciodt=0,5","Google Earth (GE), a large Earth-observation data-based geographical information computer application, is an intuitive three-dimensional virtual globe. It enables archaeologists around the world to communicate and share their multisource data and\xc2\xa0\xe2\x80\xa6'
"
Digital Tools and How We Use Them: The Destruction and Reconstruction of Tangible Cultural Heritage in Syria,J Fredricks ,http://scholar.google.com/https://mw18.mwconf.org/paper/digital-tools-and-how-we-use-them-the-destruction-and-reconstruction-of-tangible-cultural-heritage/,None,0,2,None,None,"http://scholar.google.com/scholar?cluster=2567082942901500045&hl=en&as_sdt=0,5&sciodt=0,5","The increasing use of digital technologies necessitates a reevaluation of professional norms in the cultural heritage sector. Digital technologies provide enticing opportunities to increase accessibility, maximize public standing, decrease costs, and preserve heritage in new, more\xc2\xa0\xe2\x80\xa6'
"
Trafficking of cultural artefacts & financing of terrorism: Luxembourg and its prohibition on the trade of looted artefacts: effective legal framework?,R SCHARLL ,http://scholar.google.com/https://www.researchgate.net/profile/Richard_Scharll/publication/329029225_Trafficking_of_cultural_artefacts_financing_of_terrorism_Luxembourg_and_its_prohibition_on_the_trade_of_looted_artefacts_effective_legal_framework/links/5bf1b729299bf1124fdc0aa3/Trafficking-of-cultural-artefacts-financing-of-terrorism-Luxembourg-and-its-prohibition-on-the-trade-of-looted-artefacts-effective-legal-framework.pdf,None,0,0,None,None,None,"This master's thesis explores the notion of the market for looted artefacts, at first by analysing the three fundamental phenomenological aspects (1), namely archaeological, criminological, and economical, necessary for the formation of a comprehensive criminal\xc2\xa0\xe2\x80\xa6""
"
