col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
Book,"Ong WJ,Hartley J",,Orality and Literacy: The Technologizing of the Word,,,2012,,,,Theory and History of Media Technology,,Routledge,,2012,9780000000000.0,,https://play.google.com/store/books/details?id=sdVztgAACAAJ,,232
Book,Peters JD,,Speaking Into the Air: A History of the Idea of Communication,,,1999,,,,Theory and History of Media Technology,,University of Chicago Press,,1999,9780000000000.0,,https://play.google.com/store/books/details?id=KusFkCTWU1kC,,293
Book Chapter,Edwards PN,,Why Build Computers?: The Military Role in Computer Research,,,1997,,,43-74,Theory and History of Media Technology,,,The Closed World Computers and the Politics of Discourse in Cold War America,1997-08,9780000000000.0,,,,
Journal Article,Furuhata Y,,Multimedia Environments and Security Operations: Expo ′70 as a Laboratory of Governance,Grey Room,Grey Room,2014,54.0,,56-79,Theory and History of Media Technology,,MIT Press,,1/1/2014,,1526-3819,http://dx.doi.org/10.1162/GREY_a_00132,10.1162/GREY_a_00132,
Book Chapter,Spigel L,,The Suburban Home Companion: Television and the Neighborhood Ideal in Postwar America,,,2001,,,30-59,Theory and History of Media Technology,,,Welcome to the Dreamhouse: Popular Media and Postwar Suburbs,2001,9780000000000.0,,,,
Book,Katherine Hayles N,,How We Think: Digital Media and Contemporary Technogenesis,,,2012,,,,Theory and History of Media Technology,,University of Chicago Press,,6/5/2012,9780000000000.0,,https://play.google.com/store/books/details?id=737PygAACAAJ,,294
Journal Article,Thompson EP,,"Time, Work-Discipline, and Industrial Capitalism",Past Present,Past & present,1967,,38,56-97,Theory and History of Media Technology,,"[Oxford University Press, The Past and Present Society]",,1967,,0031-2746,http://www.jstor.org/stable/649749,,
Journal Article,Galison P,,Einstein's Clocks: The Place of Time,Crit. Inq.,Critical inquiry,2000,26.0,2,355-389,Theory and History of Media Technology,,The University of Chicago Press,,2000,,0093-1896,http://www.jstor.org/stable/1344127,,
Book,Marvin C,,When Old Technologies Were New: Thinking about Electric Communication in the Late Nineteenth Century,,,1988,,,,Theory and History of Media Technology,,Oxford University Press,,1988,9780000000000.0,,,,269
Book,"Kittler F,Enns A",,Optical media: Berlin lectures 1999,,,2010,,,,Theory and History of Media Technology,,Polity Press,,1/7/2010,9780000000000.0,,https://play.google.com/store/books/details?id=PUdSAQAAIAAJ,,
Journal Article,Krämer S,,The Cultural Techniques of Time Axis Manipulation: On Friedrich Kittler’s Conception of Media,"Theory, Culture & Society","Theory, Culture & Society",2006,23.0,8-Jul,93-109,Theory and History of Media Technology,,SAGE Publications Ltd,,12/1/2006,,0263-2764,http://dx.doi.org/10.1177/0263276406069885,10.1177/0263276406069885,
