col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
JuSplash,JHSSplashViewController,,聚划算-闪屏,,,,a240c,7662933,0,0,,,,,,
JuMain,JHSTabBarController,[TabMainActivity|HomeTabActivity|HomeTabActivity.BoxPageFragment],聚划算-首页容器,为了让数据统一，JuMain也统一成JuJRT的SPM,,1.0,a240c,7662935,0,0,,,,,,
JuJRT,JHSHomeViewController,,聚划算-今日团,,,1.0,a240c,7662935,0,0,,,,,,
JuVoice,JHSVoiceView,VoiceRecognizeActivity,聚划算-语音识别,,,1.0,a240c,8121537,0,0,,,,,,
JuScan,JHSQRWrapperViewController,CameraActivity,聚划算-扫码,,,1.0,a240c,7662936,0,0,,,,,,
JuGWC,JHSCartViewController,FragmentContainerActivity-cart,聚划算-购物车,,,1.0,a240c,7662942,0,0,,,,,,
JuSearch,JUSearchDisplayController,SearchActivity,聚划算-搜索,,,1.0,a240c,7662944,0,0,,,,,,
JuJT,JUTouViewController,[JuTouActivity|JutouActivity],聚划算-聚透,,,1.0,a240c,7662945,0,0,,,,,,
JuWD,JHSMyProfileViewController,MyProfileActivity,聚划算-我的,,,1.0,a240c,7662946,0,0,,,,,,
JuWDOrder,JHSOrderListViewController,MyOrdersActivity,聚划算-我的订单,,,1.0,a240c,7662947,0,0,,,,,,
JuWDOrderDetail,JHSOrderDetailViewController,OrderDetailActivity,聚划算-我的订单详情,,,1.0,a240c,7662948,0,0,,,,,,
JuWDBrowseHistory,JULocalItemListViewController,HistoryItemsActivity,聚划算-浏览历史,,,1.0,a240c,7662949,0,0,,,,,,
JuCollection,JHSCollectionViewController,JuShouCangActivity,聚划算-聚收藏,,,1.0,a240c,7662950,0,0,,,,,,
JuWDMsgCategory,JHSMessageBoxViewController,MsgCategoryActivity,聚划算-消息分类,,,1.0,a240c,7728260,0,0,,,,,,
JuWDMsgCenter,JHSMessageDetailListViewController,MsgCenterActivity,聚划算-消息中心,,,1.0,a240c,7662952,0,0,,,,,,
JuWDAddressModify,TBNewAddressViewController,ModifyAddressActivity,聚划算-修改地址,,,,a240c,7662953,0,0,,,,,,
JuWDAddressList,TBAddressManagerViewController,AddressListActivity,聚划算-地址列表,,,1.0,a240c,7662954,0,0,,,,,,
JuWDSetting,JUSettingViewController,SettingActivity,聚划算-设置,,,,a240c,7662956,0,0,,,,,,
JuDetail,JHSDetailViewController,[ItemDetailActivity|DetailRecentsActivity],聚划算-商品详情,,有：bucket,1.0,a240c,7662959,0,0,,,,{.*},{(.*)?},
JuDetailComment,TBTradeRateDetailViewController,ItemCommentsActivity,聚划算-评价详情,,,,a240c,7662961,0,0,,,,,,
JuDetailShopRecommend,JUItemListBySellerViewController,ItemListActivity,聚划算-店铺推荐,,,1.0,a240c,7662964,0,0,,,,,,
JuWeiboShare,JUWeiboShareViewController,,聚划算-微博分享,,,,a240c,7662966,0,0,,,,,,
JuOrderConfirm,JHSBuyViewController,JuPurchaseActivity,聚划算-订单确认,Android从购物车进入路径获取不到item_id，ju_id,,1.0,a240c,7662968,0,0,,,,,,{(.*)?}
JuH5,[JUWebViewController|JMWebContainerController],[JuWindVaneActivity|JuWebViewActivity],聚划算-h5,,有：bucket,,a240c,7662969,0,0,,{.*},{.*},,,
JuScanHistory,JHSQRHistoryController,ScanHistoryActivity,聚划算-扫码历史,,,,a240c,7664853,0,0,,,,,,
JuSettingAbout,JUAboutViewController,AboutActivity,聚划算-关于,,,,a240c,7662955,0,0,,,,,,
JuSettingPushSetup,,MsgSettingActivity,聚划算-消息设置,Android特有,,,a240c,7662957,0,0,,,,,,
JuSettingGuide,[JHSSelectTagViewController|JHSUserGuideView],IndividualTagActivity,聚划算-新手引导,浮层,,,a240c,7662958,0,0,,,,,,
JuSettingHelpCenter,JUHelpCenterViewController,,聚划算-帮助中心,,,,a240c,7664855,0,0,,,,,,
JuShortcut,,DesktopShortcutActivity,聚划算-桌面快捷方式,Android特有,,1.0,a240c,7723890,0,0,,,,,,
JuNotification,,,聚划算-通知栏快捷方式,Android特有,,,a240c,7762099,0,0,,,,,,
JuLuaView,JHSLuaViewController,LuaViewActivity,聚划算-LuaView容器,,,,a240c,7662935,0,0,,,,,,
JuThunderball,TBARScanViewController,ThunderballActivity,聚划算-Thunderball,,,,a240c,8061517,0,0,,,,,,
JuLiveVideo,TBLivePlayViewController,LiveVideoActivity,聚划算-视频直播,,,,a240c,8061523,0,0,,,,,,
JuGuide,,GuideActivity,聚划算-品牌宣导,,,,a240c,8139122,0,0,,,,,,
JuScanMoney,JHSScanMoneyController,,聚划算-扫钱,,,,a240c,money,0,0,,,,,,
JuJFL,JHSCategoryViewController,CategoryActivity,,,,1.0,a240c,8280982,0,0,,,,,,
JuScanFace,JHSFaceViewController,,聚划算-扫脸,,,1.0,608,38face,0,0,,,,,,
