col0,col1,col2,col3,col4,col5,col6,col7,col8
VERBATIM,audio in device,audio out device,audio device verbose output,beat count,beats per minute,,,
TYPE,int,int,int,int,int,,,
ID,AudioInputDevice,AudioOutputDevice,VerboseDeviceOutput,BeatsPerSequence,BeatsPerMinute,,,
initial_values,,,,,,,,
,-1,-1,1,4,60,,,
/initial_values,,,,,,,,
udp_local_server,1,,,,,,,
VERBATIM,,,,,,,,
TYPE,string,int,string,bool,int,bool,bool,
ID,id,local_port,receive_format,UDP_message_trace,input_message_stack_depth,OSC_duplicate_removal,OSC_endian_reversal,
server,udp_PD_receive,1978,Plain,0,300,1,1,
/udp_local_server,,,,,,,,
udp_remote_client,2,,,,,,,
VERBATIM,,,,,,,,
TYPE,string,string,int,string,bool,int,bool,
ID,id,remote_ip,local_port,send_format,UDP_message_trace,input_message_stack_depth,OSC_endian_reversal,
client,udp_PD_send,127.0.0.1,1979,Plain,0,300,1,
client,udp_Porphyrograph_send,192.168.0.2,1978,Plain,0,300,1,
/udp_remote_client,,,,,,,,
short_samples,23,,,,,,,
VERBATIM,index,file,,,,,,
,0,./SoundData/soundYN-TVW-data/duppiEcco.wav,,,,,,
,1,./SoundData/soundYN-TVW-data/krakdrum1.wav,,,,,,
,2,./SoundData/soundYN-TVW-data/otherdrum.wav,,,,,,
,3,./SoundData/soundYN-TVW-data/drum_cellphone.wav,,,,,,
,4,./SoundData/soundYN-TVW-data/TV_1crash2.wav,,,,,,
,5,./SoundData/soundYN-TVW-data/drum_ststrt.wav,,,,,,
,6,./SoundData/soundYN-TVW-data/TV_togrytme2.wav,,,,,,
,7,./SoundData/soundYN-TVW-data/TV_cykel.wav,,,,,,
,8,./SoundData/soundYN-TVW-data/TV_1crash.wav,,,,,,
,9,./SoundData/soundYN-TVW-data/TV_togrytme.wav,,,,,,
,10,./SoundData/soundYN-TVW-data/drum_tiktikglumum.wav,,,,,,
,11,./SoundData/soundYN-TVW-data/drum_dumpraket.wav,,,,,,
,12,./SoundData/soundYN-TVW-data/drum_10.wav,,,,,,
,13,./SoundData/soundYN-TVW-data/drum_knas.wav,,,,,,
,14,./SoundData/soundYN-TVW-data/drum_steadybasedrum.wav,,,,,,
,15,./SoundData/soundYN-TVW-data/drum_baglaens.wav,,,,,,
,16,./SoundData/soundYN-TVW-data/drum_elastik.wav,,,,,,
,17,./SoundData/soundYN-TVW-data/drum_ststst.wav,,,,,,
,18,./SoundData/soundYN-TVW-data/drum_Akling.wav,,,,,,
,19,./SoundData/soundYN-TVW-data/drum_dikkedikke.wav,,,,,,
,20,./SoundData/soundYN-TVW-data/drum_fdfp.wav,,,,,,
,21,./SoundData/soundYN-TVW-data/drum_vakekko.wav,,,,,,
,22,./SoundData/soundYN-TVW-data/drum_Apling.wav,,,,,,
/short_samples,,,,,,,,
long_samples,1,,,,,,,
VERBATIM,index,file,,,,,,
,0,./SoundData/soundYN-TVW-data/TV_backtrack.wav,,,,,,
/long_samples,,,,,,,,
sequences,26,,,,,,,
VERBATIM,index,size,ID,buffer ,,,,
,0,16,terrains_vagues1,"0, 1, 0, 2, 0, 4, 0, 4, 0, 1, 0, 2, 0, 3, 0, 4","0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25","1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5",-1,1.0
,1,16,terrains_vagues2,"0, 1, 0, 2, 0, 4, 0, 4, 0, 1, 0, 2, 0, 3, 0, 4","0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25","0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1",-1,1.0
,2,16,terrains_vagues3,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0","0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25","0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1, 0.5, 1",-1,1.0
,3,1,duppiEcco,0,8,1,-1,1.0
,4,1,krakdrum1,1,8,1,-1,1.0
,5,1,otherdrum,2,8,1,-1,1.0
,6,1,drum_1,3,8,1,-1,1.0
,7,1,drum_2,4,8,1,-1,1.0
,8,1,drum_3,5,8,1,-1,1.0
,9,1,drum_4,6,8,1,-1,1.0
,10,1,drum_5,7,8,1,-1,1.0
,11,2,drum_6,8.8,4.4,1.1,-1,1.0
,12,1,drum_7,9,8,1,-1,1.0
,13,1,drum_8,10,8,1,-1,1.0
,14,1,drum_9,11,8,1,-1,1.0
,15,1,drum_10,12,16,1,-1,1.0
,16,1,drum_knas,13,8,1,-1,1.0
,17,1,drum_dumpsfsfsf,14,8,1,-1,1.0
,18,1,drum_baglaens,15,8,1,-1,1.0
,19,1,drum_elastik,16,8,1,-1,1.0
,20,1,drum_ststst,17,8,1,-1,1.0
,21,1,drum_Akling,18,8,1,-1,1.0
,22,1,drum_dikkedikke,19,8,1,-1,1.0
,23,1,drum_fdfp,20,8,1,-1,1.0
,24,1,drum_vakekko,21,8,1,-1,1.0
,25,1,drum_Apling,22,8,1,-1,1.0
/sequences,,,,,,,,
/head,,,,,,,,
