col0,col1,col2
1,0.6,0.6
2,1.2,0.6
3,1.8,0.6
4,0.6,1.2
5,1.8,1.2
6,0.6,1.8
7,1.8,1.8
8,2.4,1.8
9,0.6,2.4
10,1.8,2.4
11,2.4,2.4
12,0.6,3.0
13,1.8,3.0
14,2.4,3.0
15,0.6,3.6
16,1.2,3.6
17,1.8,3.6
18,2.4,3.6
19,0.6,4.2
20,1.2,4.2
21,1.8,4.2
22,2.4,4.2
23,1.8,4.8
24,19.8,4.8
25,20.4,4.8
26,21.0,4.8
27,21.6,4.8
28,22.2,4.8
29,22.8,4.8
30,23.4,4.8
31,24.0,4.8
32,35.4,4.8
33,36.0,4.8
34,0.6,5.4
35,1.2,5.4
36,1.8,5.4
37,2.4,5.4
38,3.0,5.4
39,3.6,5.4
40,4.2,5.4
41,4.8,5.4
42,5.4,5.4
43,6.0,5.4
44,6.6,5.4
45,7.2,5.4
46,7.8,5.4
47,8.4,5.4
48,9.0,5.4
49,9.6,5.4
50,10.2,5.4
51,10.8,5.4
52,11.4,5.4
53,12.0,5.4
54,12.6,5.4
55,13.2,5.4
56,13.8,5.4
57,14.4,5.4
58,15.0,5.4
59,15.6,5.4
60,16.2,5.4
61,16.8,5.4
62,17.4,5.4
63,18.0,5.4
64,18.6,5.4
65,19.2,5.4
66,19.8,5.4
67,20.4,5.4
68,21.0,5.4
69,21.6,5.4
70,22.2,5.4
71,22.8,5.4
72,23.4,5.4
73,24.0,5.4
74,24.6,5.4
75,25.2,5.4
76,25.8,5.4
77,26.4,5.4
78,27.0,5.4
79,27.6,5.4
80,28.2,5.4
81,28.8,5.4
82,29.4,5.4
83,30.0,5.4
84,30.6,5.4
85,31.2,5.4
86,31.8,5.4
87,32.4,5.4
88,33.0,5.4
89,33.6,5.4
90,34.2,5.4
91,34.8,5.4
92,35.4,5.4
93,36.0,5.4
94,0.6,6.0
95,1.2,6.0
96,1.8,6.0
97,2.4,6.0
98,3.0,6.0
99,3.6,6.0
100,4.2,6.0
101,4.8,6.0
102,5.4,6.0
103,6.0,6.0
104,6.6,6.0
105,7.2,6.0
106,7.8,6.0
107,8.4,6.0
108,9.0,6.0
109,9.6,6.0
110,10.2,6.0
111,10.8,6.0
112,11.4,6.0
113,12.0,6.0
114,12.6,6.0
115,13.2,6.0
116,13.8,6.0
117,14.4,6.0
118,15.0,6.0
119,15.6,6.0
120,16.2,6.0
121,16.8,6.0
122,17.4,6.0
123,18.0,6.0
124,18.6,6.0
125,19.2,6.0
126,19.8,6.0
127,20.4,6.0
128,21.0,6.0
129,21.6,6.0
130,22.2,6.0
131,22.8,6.0
132,23.4,6.0
133,24.0,6.0
134,24.6,6.0
135,25.2,6.0
136,25.8,6.0
137,26.4,6.0
138,27.0,6.0
139,27.6,6.0
140,28.2,6.0
141,28.8,6.0
142,29.4,6.0
143,30.0,6.0
144,30.6,6.0
145,31.2,6.0
146,31.8,6.0
147,32.4,6.0
148,33.0,6.0
149,33.6,6.0
150,34.2,6.0
151,34.8,6.0
152,35.4,6.0
153,36.0,6.0
154,19.8,6.6
155,20.4,6.6
156,21.0,6.6
157,21.6,6.6
158,22.2,6.6
159,22.8,6.6
160,23.4,6.6
161,24.0,6.6
162,35.4,6.6
163,36.0,6.6
164,19.8,7.2
165,20.4,7.2
166,21.0,7.2
167,21.6,7.2
168,22.2,7.2
169,22.8,7.2
170,23.4,7.2
171,24.0,7.2
172,35.4,7.2
173,36.0,7.2
174,19.8,7.8
175,20.4,7.8
176,22.8,7.8
177,23.4,7.8
178,24.0,7.8
179,35.4,7.8
180,36.0,7.8
181,22.8,8.4
182,23.4,8.4
183,24.0,8.4
184,35.4,8.4
185,36.0,8.4
186,35.4,9.0
187,36.0,9.0
188,35.4,9.6
189,36.0,9.6
190,35.4,10.2
191,36.0,10.2
192,35.4,10.8
193,36.0,10.8
194,35.4,11.4
195,36.0,11.4
196,35.4,12.0
197,36.0,12.0
198,35.4,12.6
199,36.0,12.6
200,35.4,13.2
201,36.0,13.2
202,35.4,13.8
203,36.0,13.8
204,35.4,14.4
205,36.0,14.4
206,35.4,15.0
207,36.0,15.0
208,35.4,15.6
209,36.0,15.6
210,35.4,16.2
211,36.0,16.2
212,35.4,16.8
213,36.0,16.8
214,35.4,17.4
215,36.0,17.4
216,35.4,18.0
217,36.0,18.0
218,35.4,18.6
219,36.0,18.6
220,35.4,19.2
221,36.0,19.2
222,35.4,19.8
223,36.0,19.8
224,35.4,20.4
225,36.0,20.4
226,35.4,21.0
227,36.0,21.0
228,35.4,21.6
229,36.0,21.6
230,35.4,22.2
231,36.0,22.2
232,35.4,22.8
233,36.0,22.8
234,35.4,23.4
235,36.0,23.4
236,35.4,24.0
237,36.0,24.0
238,35.4,24.6
239,36.0,24.6
240,35.4,25.2
241,36.0,25.2
242,35.4,25.8
243,36.0,25.8
244,35.4,26.4
245,36.0,26.4
246,35.4,27.0
247,36.0,27.0
248,35.4,27.6
249,36.0,27.6
250,31.8,28.2
251,32.4,28.2
252,33.0,28.2
253,33.6,28.2
254,34.2,28.2
255,35.4,28.2
256,36.0,28.2
257,30.6,28.8
258,31.2,28.8
259,31.8,28.8
260,32.4,28.8
261,33.0,28.8
262,33.6,28.8
263,34.2,28.8
264,34.8,28.8
265,35.4,28.8
266,36.0,28.8
267,30.6,29.4
268,31.2,29.4
269,31.8,29.4
270,32.4,29.4
271,33.0,29.4
272,33.6,29.4
273,34.2,29.4
274,35.4,29.4
275,36.0,29.4
276,30.0,30.0
277,30.6,30.0
278,31.2,30.0
279,33.0,30.0
280,33.6,30.0
281,34.2,30.0
282,30.0,30.6
283,30.6,30.6
284,31.2,30.6
285,33.0,30.6
286,33.6,30.6
287,34.2,30.6
288,30.0,31.2
289,30.6,31.2
290,31.2,31.2
291,33.0,31.2
292,33.6,31.2
293,34.2,31.2
294,30.0,31.8
295,30.6,31.8
296,31.2,31.8
297,33.0,31.8
298,33.6,31.8
299,34.2,31.8
300,30.0,32.4
301,30.6,32.4
302,31.2,32.4
303,33.0,32.4
304,33.6,32.4
305,34.2,32.4
306,30.0,33.0
307,30.6,33.0
308,31.2,33.0
309,33.0,33.0
310,33.6,33.0
311,34.2,33.0
312,30.0,33.6
313,30.6,33.6
314,31.2,33.6
315,31.8,33.6
316,32.4,33.6
317,33.0,33.6
318,33.6,33.6
319,34.2,33.6
320,30.0,34.2
321,30.6,34.2
322,31.2,34.2
323,31.8,34.2
324,32.4,34.2
325,33.0,34.2
