col0,col1,col2,col3,col4,col5,col6
DATA\VIDEOS\Awakening_DE.srt,DATA\VIDEOS\Awakening.srt,1,de,1,2.0,1:02
,,2,de,3,5.0,
,,3,de,6,8.0,
,,4,de,9,11.0,
,,5,de,15,,
,,6,de,16,17.0,
,,7,de,18,21.0,2:01
,,8,de,22,23.0,
,,9,de,24,,
,,10,de,25,,
,,11,de,26,28.0,
,,12,de,29,33.0,
,,13,de,34,36.0,3:07
,,14,de,37,41.0,
,,15,de,42,43.0,
,,16,de,44,45.0,
,,17,de,46,,3:58
,,18,de,47,,
,,19,de,48,49.0,
,,20,de,50,52.0,
,,21,de,53,54.0,
,,22,de,55,56.0,
,,23,de,57,,
,,24,de,58,59.0,
,,25,de,60,61.0,
,,26,de,62,,
,,27,de,63,,
,,28,de,64,65.0,5:00
,,29,de,66,,
,,30,de,67,70.0,
,,32,de,71,,
,,33,de,72,,
,,34,de,73,77.0,
,,35,de,78,80.0,6:01
,,36,de,81,,
,,37,de,82,83.0,
,,38,de,84,85.0,
,,39,de,87,89.0,
,,40,de,90,93.0,
,,41,de,94,95.0,7:01
,,42,de,96,97.0,
,,43,de,98,,
,,44,de,99,,
,,45,de,100,,
,,46,de,101,,
,,47,de,102,,
,,48,de,103,104.0,
,,49,de,105,110.0,7:59
,,51,de,111,,
,,52,de,112,114.0,
,,53,de,115,,
,,54,de,116,117.0,
,,55,de,118,119.0,
,,56,de,120,122.0,8:58
,,57,de,123,,
,,58,de,124,125.0,
,,59,de,126,,
,,60,de,127,128.0,
,,61,de,129,130.0,
,,62,de,132,,
,,63,de,133,136.0,
,,64,de,137,138.0,10:06
,,65,de,139,,
,,66,de,140,141.0,
,,67,de,143,146.0,
,,68,de,147,148.0,
,,69,de,149,,
,,70,de,150,151.0,
,,71,de,152,,
,,72,de,153,155.0,11:01
,,73,de,156,158.0,
,,74,de,160,,
,,75,de,161,,
,,76,de,162,163.0,
,,77,de,164,,
,,78,de,166,168.0,11:58
,,79,de,169,170.0,
,,80,de,171,172.0,
DATA\VIDEOS\Awakening_ES.srt,DATA\VIDEOS\Awakening.srt,1,es,1,2.0,1:02
,,2,es,3,5.0,
,,3,es,6,8.0,
,,4,es,9,11.0,
,,5,es,15,,
,,6,es,16,17.0,
,,7,es,18,22.0,2:01
