col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
health,health,الصحة,স্বাস্থ্য,က်န္းမာေရး,Santé,lafiya,kesehatan,សុខភាព,saúde,здоровье,salud,afya,kalusugan,สุขภาพ,صحت
periods,periods,الدورة,পিরিয়ড,ကာလမ်ား,menstruations,al'ada,menstruasi,រយៈពេល,período,менструация,periodos,hedhi,pagregla,ช่วงเวลา,حیض
puberty,puberty,البلوغ,বয়ঃসন্ধি,အရြယ္ေရာက္ျခင္း,puberté,balaga,masa pubertas,ពេញវ័យ,puberdade,половое созревание,pubertad,kubalehe,pagdadalaga/pagbibinata,วัยแรกรุ่น,بلوغت
beauty,beauty,الجمال,সৌন্দর্য্য,လွပမႈ,beauté,kyawu,kecantikan,សោភ័ណភាព,beleza,красота,belleza,urembo,kagandahan,ความงาม,خوبصورتی
sex,sex,الجنس,সেক্স,က်ားမလိင္,sexe,jima'i,seks,ភេទ,sexo,секс,sexo,ngono,sex,เพศ,جنس
nutrition,nutrition,التغذية,পুষ্টি,အာဟာရ,nutrition,sinadaran cikin abinci,nutrisi,អាហាររូបត្ថម្ភ,nutrição,питание,nutrición,lishe,pangkalusugan,สารอาหาร,تغذیہ
goals,goals,الأهداف,লক্ষ্য,ပန္းတိုင္မ်ား,objectifs,muradi,tujuan,គោលដៅនានា,objetivos,цели,metas,malengo,adhikain,เป้าหมาย,اہداف
confidence,confidence,الثقة,আত্মবিশ্বাস,ယံုၾကည္စိတ္ခ်မႈ,La confiance,tabbaci,percaya diri,ទំនុកចិត្ត,confiança,уверенность,confianza,ujasiri,kumpiyansa,ความมั่นใจ,پراعتماد
money,money,المال,অর্থ,ေငြေၾကး,Argent,kudi,uang,លុយកាក់,dinheiro,деньги,dinero,fedha,pera,เงิน,رقم
education,education,التعليم,শিক্ষা,ပညာေရး,Education,ilmi,pendidikan,ការសិក្សា,educação,образование,educación,elimu,edukasyon,การศึกษา,تعلیم
career,career,الوظائف,পেশা,အလုပ္အကိုင္,carrière,aikin da mutum ke yi,karir,អាជីពឬមុខរបរ,carreira,карьера,carrera,taaluma,trabaho,อาชีพ,کیریئر
relationships,relationships,العلاقات,সম্পর্ক,ေတာ္စပ္ပံုမ်ား,relations,dangantaka,hubungan,ការទាក់ទង,relações,отношения,relaciones,mahusiano,mga relasyon,ความสัมพันธ์,رشتہ
family,family,العائلة,পরিবার,မိသားစု,famille,iyali,keluarga,ក្រុមគ្រួសារ,família,семья,familia,familia,pamilya,ครอบครัว,کنبہ
friendship,friendship,الصداقة,বন্ধুত্ব,သူငယ္ခ်င္းျဖစ္ျခင္း,amitié,abokantaka,persahabatan,ចំណងមិត្ដភាព,amizade,дружба,amistad,urafiki,pakikipagkaibigan,เพื่อน,دوستی
love,love,الحب,ভালোবাসা,အခ်စ္,amour,so/kauna,cinta,សេចក្តីស្រឡាញ់,amor,любовь,amor,upendo,pagmamahal,ความรัก,محبت
rights,rights,الحقوق,অধিকার,လုပ္ပိုင္ခြင့္မ်ား,droits,hakki,hak,សិទ្ធិ,direitos,права,derechos,haki,karapatan,สิทธิ,حقوق
online,online,عبر الإنترنت,অনলাইন,အြန္လိုင္း,En ligne,a kan layi,online,បណ្តាញអេឡិកត្រូនិក,online,Интернет,seguridad,mtandaoni,online,ออนไลน์,آن لائن
safety,safety,السلامة,নিরাপত্তা,လံုျခံဳစိတ္ခ်ရေသာ,Sécurité,tsira,keamanan,សុវត្ថិភាព,segurança,безопасность,en línea,usalama,kaligtasan,ความปลอดภัย,تحفظ
