col0,col1,col2,col3,col4,col5
T1,"Time of first sample (year). Always use the first year - e.g., use 1995 if sites were sampled between 1995-1996. But record in the notes that it was sampled in the first year. If multiple years have been sampled e.g., 1991, 1992, 1993, 1994, 1995, you would record four rows containing 1991-1992; 1992-1993; 1993-1994; and 1994-1995.",numeric,TableS4,get from date,
T1m,"Month at time point 1 (Three letter month; e.g., Jan, Feb, Mar) If only a season or range of months is given, then take the average month of that season (Taking care to notice that this might differ depending on the hemisphere!)",character,TableS4,get from date,
T2,"Time of last/second sample (year). Take the first year if they say something like sites were sampled between 1995-1996 - i.e., 1995. And make a record of this in the notes",numeric,TableS4,get from date,
T2m,"Month at time point 2 (Three letter month; e.g., Jan, Feb, Mar) If only a season or range of months is given, then take the average month of that season (Taking care to notice that this might differ depending on the hemisphere!)",character,TableS4,get from date,
sub1,"If total richness over multiple subsamples is reported, the number of subsamples at T1",numeric,TableS4,gamma scale,
sub2,"If total richness over multiple subsamples is reported, the number of subsamples at T2",numeric,TableS4,gamma scale,
I1,number of individuals collected at T1,numeric,TableS4,abund (?),
I2,number of individuals collected at T2,numeric,TableS4,abund (?),
P1,Percent cover at T1,numeric,TableS4,abund (?),
P2,Percent cover at T2,numeric,TableS4,abund (?),
SppR1,Species richness (number of species) at time 1,numeric,TableS4,rich,
SppR2,Species richness (number of species) at time 2,numeric,TableS4,rich,
Shan1,Shannon diversity index for T1 survey,numeric,TableS4,div,
Shan2,Shannon diversity index for T2 survey,numeric,TableS4,div,
n1,Number of replicate plots surveyed at T1,numeric,subStudy,PltN,this will need to be edited for each site after I merge details
n2,Number of replicate plots surveyed at T2,numeric,subStudy,PltN,this will need to be edited for each site after I merge details
coral,"Inclusion of coral species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
plant,"Inclusion of plant species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
algae,"Inclusion of algae species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
fish,"Inclusion of fish species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
inverts,"Inclusion of inverts species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
sessile inverts,"Inclusion of sessile inverts species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
mobile inverts,"Inclusion of mobile inverts species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
marine mammals,"Inclusion of marine mammal species in richness measure - boolean field 1 = yes, 0 = no",numeric,subStudy,,
phytoplankton,"Inclusion of phytoplankton (diatoms, dinoflagellates, etc) - boolean field 1=yes, 0=no",numeric,subStudy,,
zooplankton,"Inclusion of zooplankton (copepods, forams, salps, etc) - boolean field 1=yes, 0=no",numeric,subStudy,,
mesh size,Size of mesh if net sampling - If not applicable fill in with NULL,numeric,subStudy,,
