col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
,,${company_id},Contante,True,BNK1,cash,,False,False,False
,,${company_id},Banca,True,BNK2,bank,,False,False,False
-9.0-10.0-11.0,,${company_id},Note di Credito Fornitori,True,ECNJ,purchase_refund,,False,False,False
-9.0-10.0-11.0,,${company_id},Sezionale Acquisti,True,EXJ,purchase,,False,False,False
+9.0+10.0+11.0,,${company_id},Sezionale Acquisti,True,FATTU,purchase,,False,False,False
,,${company_id},Proposte di Parcella,True,EXJ2,purchase,,False,False,True
,,${company_id},Movimenti vari,True,MISC,general,,False,False,False
,,${company_id},Voci di apertura,True,OPEJ,general,True,False,False,False
-9.0-10.0-11.0,,${company_id},Sezionale Vendite,True,SAJ,sale,,False,False,False
+9.0+10.0+11.0,,${company_id},Sezionale Vendite,True,FAT,sale,,False,False,False
-9.0-10.0-11.0,,${company_id},Note di Credito,True,SCNJ,sale_refund,,False,False,False
,,${company_id},Giornale Magazzino,True,STJ,general,,False,False,False
,,${company_id},Utile o Perdita,False,OCLJ,general,True,False,False,False
,,${company_id},Chiusura Profitti & Perdite,False,OLPJ,general,True,False,False,False
,,${company_id},Voci di chiusura patrimoniale,True,OPCJ,general,True,False,False,False
,,${company_id},Autofatture UE,True,SAJ2,sale,,True,False,False
,,z0bug.mycompany,Contante,True,BNK1,cash,,False,False,False
,,z0bug.mycompany,Banca,True,BNK2,bank,,False,False,False
-9.0-10.0-11.0,,z0bug.mycompany,Note di Credito Fornitori,True,ECNJ,purchase_refund,,False,False,False
-9.0-10.0-11.0,,z0bug.mycompany,Sezionale Acquisti,True,EXJ,purchase,,False,False,False
+9.0+10.0+11.0,,${company_id},Sezionale Acquisti,True,FATTU,purchase,,False,False,False
,,z0bug.mycompany,Proposte di Parcella,True,EXJ2,purchase,,False,False,True
,,z0bug.mycompany,Movimenti vari,True,MISC,general,,False,False,False
,,z0bug.mycompany,Voci di apertura,True,OPEJ,general,True,False,False,False
-9.0-10.0-11.0,,z0bug.mycompany,Sezionale Vendite,True,SAJ,sale,,False,False,False
+9.0+10.0+11.0,,${company_id},Sezionale Vendite,True,FAT,sale,,False,False,False
-9.0-10.0-11.0,,z0bug.mycompany,Note di Credito,True,SCNJ,sale_refund,,False,False,False
,,z0bug.mycompany,Giornale Magazzino,True,STJ,general,,False,False,False
,,z0bug.mycompany,Utile o Perdita,False,OCLJ,general,True,False,False,False
,,z0bug.mycompany,Chiusura Profitti & Perdite,False,OLPJ,general,True,False,False,False
,,z0bug.mycompany,Voci di chiusura patrimoniale,True,OPCJ,general,True,False,False,False
,,z0bug.mycompany,Autofatture UE,True,SAJ2,sale,,True,False,False
