col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,68,6,8.80%,69,C,,,19_001,19.0,2.0,4.0,,
Adams,35,2,5.70%,48,C,,,19_002,19.0,2.0,4.0,,
Allamakee,158,13,8.20%,169,7,4.10%,-49.70%,19_003,19.0,2.0,4.0,,
Appanoose,142,11,7.70%,143,18,12.60%,62.50%,19_004,19.0,2.0,4.0,,
Audubon,47,7,14.90%,57,5,8.80%,-41.10%,19_005,19.0,2.0,4.0,,
Benton,325,21,6.50%,301,13,4.30%,-33.20%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,551",175,11.30%,"1,688",157,9.30%,-17.60%,19_007,19.0,2.0,4.0,,
Boone,317,15,4.70%,284,14,4.90%,4.20%,19_008,19.0,2.0,4.0,,
Bremer,250,15,6.00%,209,8,3.80%,-36.20%,19_009,19.0,2.0,4.0,,
Buchanan,301,23,7.60%,290,19,6.60%,-14.30%,19_010,19.0,2.0,4.0,,
Buena Vista,233,29,12.40%,313,36,11.50%,-7.60%,19_011,19.0,2.0,4.0,,
Butler,170,10,5.90%,151,6,4.00%,-32.50%,19_012,19.0,2.0,4.0,,
Calhoun,107,6,5.60%,103,9,8.70%,55.80%,19_013,19.0,2.0,4.0,,
Carroll,262,12,4.60%,249,13,5.20%,14.00%,19_014,19.0,2.0,4.0,,
Cass,158,12,7.60%,163,20,12.30%,61.60%,19_015,19.0,2.0,4.0,,
Cedar,206,12,5.80%,183,10,5.50%,-6.20%,19_016,19.0,2.0,4.0,,
Cerro Gordo,530,50,9.40%,486,34,7.00%,-25.80%,19_017,19.0,2.0,4.0,,
Cherokee,146,13,8.90%,101,7,6.90%,-22.20%,19_018,19.0,2.0,4.0,,
Chickasaw,169,13,7.70%,142,5,3.50%,-54.20%,19_019,19.0,2.0,4.0,,
Clarke,97,14,14.40%,116,12,10.30%,-28.30%,19_020,19.0,2.0,4.0,,
Clay,204,17,8.30%,203,9,4.40%,-46.80%,19_021,19.0,2.0,4.0,,
Clayton,194,15,7.70%,184,9,4.90%,-36.70%,19_022,19.0,2.0,4.0,,
Clinton,591,63,10.70%,641,79,12.30%,15.60%,19_023,19.0,2.0,4.0,,
Crawford,189,22,11.60%,258,23,8.90%,-23.40%,19_024,19.0,2.0,4.0,,
Dallas,566,27,4.80%,"1,029",24,2.30%,-51.10%,19_025,19.0,2.0,4.0,,
Davis,129,9,7.00%,142,4,2.80%,-59.60%,19_026,19.0,2.0,4.0,,
Decatur,101,8,7.90%,94,4,4.30%,-46.30%,19_027,19.0,2.0,4.0,,
Delaware,227,12,5.30%,192,14,7.30%,37.90%,19_028,19.0,2.0,4.0,,
Des Moines,555,71,12.80%,468,51,10.90%,-14.80%,19_029,19.0,2.0,4.0,,
Dickinson,159,13,8.20%,145,14,9.70%,18.10%,19_030,19.0,2.0,4.0,,
Dubuque,"1,221",83,6.80%,"1,193",71,6.00%,-12.50%,19_031,19.0,2.0,4.0,,
Emmet,126,15,11.90%,114,11,9.60%,-18.90%,19_032,19.0,2.0,4.0,,
Fayette,233,19,8.20%,218,19,8.70%,6.90%,19_033,19.0,2.0,4.0,,
Floyd,199,11,5.50%,177,19,10.70%,94.20%,19_034,19.0,2.0,4.0,,
Franklin,113,12,10.60%,140,15,10.70%,0.90%,19_035,19.0,2.0,4.0,,
Fremont,82,4,4.90%,82,7,8.50%,75.00%,19_036,19.0,2.0,4.0,,
Greene,92,11,12.00%,108,16,14.80%,23.90%,19_037,19.0,2.0,4.0,,
Grundy,133,6,4.50%,144,5,3.50%,-23.00%,19_038,19.0,2.0,4.0,,
Guthrie,134,10,7.50%,86,C,,,19_039,19.0,2.0,4.0,,
Hamilton,192,17,8.90%,157,9,5.70%,-35.30%,19_040,19.0,2.0,4.0,,
Hancock,131,9,6.90%,108,7,6.50%,-5.70%,19_041,19.0,2.0,4.0,,
Hardin,208,19,9.10%,199,13,6.50%,-28.50%,19_042,19.0,2.0,4.0,,
Harrison,193,15,7.80%,154,14,9.10%,17.00%,19_043,19.0,2.0,4.0,,
Henry,264,23,8.70%,240,17,7.10%,-18.70%,19_044,19.0,2.0,4.0,,
Howard,110,6,5.50%,108,7,6.50%,18.80%,19_045,19.0,2.0,4.0,,
Humboldt,99,6,6.10%,111,6,5.40%,-10.80%,19_046,19.0,2.0,4.0,,
Ida,70,5,7.10%,83,5,6.00%,-15.70%,19_047,19.0,2.0,4.0,,
Iowa,183,17,9.30%,184,4,2.20%,-76.60%,19_048,19.0,2.0,4.0,,
Jackson,239,22,9.20%,174,14,8.00%,-12.60%,19_049,19.0,2.0,4.0,,
Jasper,458,33,7.20%,415,30,7.20%,0.30%,19_050,19.0,2.0,4.0,,
Jefferson,145,10,6.90%,129,9,7.00%,1.20%,19_051,19.0,2.0,4.0,,
Johnson,"1,382",55,4.00%,"1,792",63,3.50%,-11.70%,19_052,19.0,2.0,4.0,,
Jones,227,14,6.20%,227,15,6.60%,7.10%,19_053,19.0,2.0,4.0,,
Keokuk,154,14,9.10%,113,8,7.10%,-22.10%,19_054,19.0,2.0,4.0,,
Kossuth,166,10,6.00%,179,9,5.00%,-16.50%,19_055,19.0,2.0,4.0,,
Lee,410,42,10.20%,385,41,10.60%,4.00%,19_056,19.0,2.0,4.0,,
Linn,"2,715",180,6.60%,"2,761",169,6.10%,-7.70%,19_057,19.0,2.0,4.0,,
Louisa,164,7,4.30%,134,12,9.00%,109.80%,19_058,19.0,2.0,4.0,,
Lucas,119,10,8.40%,113,11,9.70%,15.80%,19_059,19.0,2.0,4.0,,
Lyon,159,6,3.80%,174,C,,,19_119,19.0,2.0,4.0,,
Madison,196,10,5.10%,205,11,5.40%,5.20%,19_121,19.0,2.0,4.0,,
Mahaska,283,31,11.00%,292,16,5.50%,-50.00%,19_123,19.0,2.0,4.0,,
Marion,383,23,6.00%,374,18,4.80%,-19.90%,19_125,19.0,2.0,4.0,,
Marshall,556,73,13.10%,557,68,12.20%,-7.00%,19_127,19.0,2.0,4.0,,
Mills,155,15,9.70%,155,8,5.20%,-46.70%,19_129,19.0,2.0,4.0,,
Mitchell,131,4,3.10%,145,5,3.40%,12.90%,19_131,19.0,2.0,4.0,,
Monona,98,13,13.30%,90,7,7.80%,-41.40%,19_133,19.0,2.0,4.0,,
Monroe,102,8,7.80%,98,10,10.20%,30.10%,19_135,19.0,2.0,4.0,,
Montgomery,139,7,5.00%,107,16,15.00%,196.90%,19_137,19.0,2.0,4.0,,
Muscatine,638,80,12.50%,572,47,8.20%,-34.50%,19_139,19.0,2.0,4.0,,
O'Brien,187,16,8.60%,176,22,12.50%,46.10%,19_141,19.0,2.0,4.0,,
Osceola,73,5,6.80%,59,5,8.50%,23.70%,19_143,19.0,2.0,4.0,,
Page,169,17,10.10%,156,17,10.90%,8.30%,19_145,19.0,2.0,4.0,,
Palo Alto,110,13,11.80%,101,5,5.00%,-58.10%,19_147,19.0,2.0,4.0,,
Plymouth,309,26,8.40%,265,6,2.30%,-73.10%,19_149,19.0,2.0,4.0,,
Pocahontas,73,4,5.50%,69,4,5.80%,5.80%,19_151,19.0,2.0,4.0,,
Polk,"6,216",517,8.30%,"6,521",424,6.50%,-21.80%,19_153,19.0,2.0,4.0,,
Pottawattamie,"1,184",140,11.80%,"1,321",133,10.10%,-14.90%,19_155,19.0,2.0,4.0,,
Poweshiek,212,19,9.00%,207,14,6.80%,-24.50%,19_157,19.0,2.0,4.0,,
Ringgold,69,5,7.20%,54,0,0.00%,-100.00%,19_159,19.0,2.0,4.0,,
Sac,135,6,4.40%,96,6,6.30%,40.60%,19_161,19.0,2.0,4.0,,
Scott,"2,348",258,11.00%,"2,101",197,9.40%,-14.70%,19_163,19.0,2.0,4.0,,
Shelby,150,12,8.00%,117,5,4.30%,-46.60%,19_165,19.0,2.0,4.0,,
Sioux,457,22,4.80%,527,25,4.70%,-1.50%,19_167,19.0,2.0,4.0,,
Story,940,32,3.40%,945,25,2.60%,-22.30%,19_169,19.0,2.0,4.0,,
Tama,251,24,9.60%,211,19,9.00%,-5.80%,19_171,19.0,2.0,4.0,,
Taylor,87,8,9.20%,78,4,5.10%,-44.20%,19_173,19.0,2.0,4.0,,
Union,127,8,6.30%,147,9,6.10%,-2.80%,19_175,19.0,2.0,4.0,,
Van Buren,97,11,11.30%,106,6,5.70%,-50.10%,19_177,19.0,2.0,4.0,,
Wapello,424,56,13.20%,454,59,13.00%,-1.60%,19_179,19.0,2.0,4.0,,
Warren,513,37,7.20%,523,31,5.90%,-17.80%,19_181,19.0,2.0,4.0,,
Washington,290,13,4.50%,278,11,4.00%,-11.70%,19_183,19.0,2.0,4.0,,
Wayne,79,5,6.30%,79,C,,,19_185,19.0,2.0,4.0,,
Webster,492,51,10.40%,442,30,6.80%,-34.50%,19_187,19.0,2.0,4.0,,
Winnebago,134,13,9.70%,120,6,5.00%,-48.50%,19_189,19.0,2.0,4.0,,
Winneshiek,191,13,6.80%,166,C,,,19_191,19.0,2.0,4.0,,
Woodbury,"1,692",181,10.70%,"1,552",171,11.00%,3.00%,19_193,19.0,2.0,4.0,,
Worth,84,6,7.10%,71,6,8.50%,18.30%,19_195,19.0,2.0,4.0,,
Wright,168,12,7.10%,154,11,7.10%,0.00%,19_197,19.0,2.0,4.0,,
State,"38,250","3,201",8.40%,"38,514","2,718",7.10%,-15.70%,,19.0,2.0,4.0,,
Rural,"5,454",419,7.70%,"5,152",326,6.30%,-17.60%,,,,,,IA_Rural_Counties
Small Urban,"13,547","1,161",8.60%,"13,488",982,7.30%,-15.00%,,,,,,IA_Urban_Counties
Metropolitan,"19,249","1,621",8.40%,"19,874","1,410",7.10%,-15.80%,,,,,,IA_Metropolitan_Counties
United States,"4,055,507","377,675",9.30%,"4,131,019","362,490",8.80%,-5.80%,,,,,US_National,
