col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
-1,(multiple),0,,,,0,,(multiple),0,,0.0,False,False,False,,,,0,,,,,0,
1,Damages,0,0.0,0.0,,0,2009-03-31T15:07:34.000,Damages,0,2009-03-31T15:07:34.000,12.0,False,False,False,,,,0,Preventable,,,,0,
2,Shortages,0,0.0,0.0,,0,2009-03-31T15:07:34.000,Shortages,0,2009-03-31T15:07:34.000,12.0,False,False,False,,,,0,Preventable,,,,0,
3,Tax Charge,0,0.0,0.0,,0,2009-03-31T15:07:34.000,Tax Charge,0,2009-03-31T15:07:34.000,8.0,False,False,False,,,,0,Preventable,,,,0,
4,Ship Cost,0,0.0,0.0,,0,2009-03-31T15:07:34.000,Shipping Price,0,2009-03-31T15:07:34.000,2.0,False,False,False,,,,0,Preventable,,,,0,
5,Price Error,0,0.0,0.0,,0,2009-03-31T15:07:34.000,Price Error,0,2009-03-31T15:07:34.000,8.0,False,False,False,,,,0,Preventable,,,,0,
6,Spoils,0,1566.0,2783.0,,0,2009-03-31T15:07:34.000,Spoils,0,2009-03-31T15:07:34.000,12.0,False,False,False,,,,0,Preventable,,,,0,
7,Duplicate Billing,0,1478.0,2578.0,,107,2009-03-31T15:07:34.000,Duplicate Billing,107,2009-03-31T15:07:34.000,8.0,False,False,False,,,,0,Preventable,,,,0,
8,Return,0,1235.0,5679.0,,107,2009-03-31T14:51:46.000,Return,107,2009-03-31T14:51:46.000,14.0,False,False,False,,,,0,Unpreventable,,,,0,
9,Discount,0,,,,0,,,0,,,False,False,False,,,,0,,,,,0,
10,Bad Debt,0,,,,0,,Bad Debt Write Off,0,,,False,False,False,,,,0,,,,,0,
11,Damages,0,0.0,0.0,2.0,0,2009-03-31T15:07:34.000,Damages,0,2009-03-31T15:07:34.000,12.0,False,False,False,,,,0,Preventable,,,,0,
12,Shortages,0,0.0,0.0,2.0,0,2009-03-31T15:07:34.000,Shortages,0,2009-03-31T15:07:34.000,12.0,False,False,False,,,,0,Preventable,,,,0,
13,Tax Charge,0,0.0,0.0,2.0,0,2009-03-31T15:07:34.000,Tax Charge,0,2009-03-31T15:07:34.000,8.0,False,False,False,,,,0,Preventable,,,,0,
14,Ship Cost,0,0.0,0.0,2.0,0,2009-03-31T15:07:34.000,Shipping Price,0,2009-03-31T15:07:34.000,2.0,False,False,False,,,,0,Preventable,,,,0,
15,Price Error,0,0.0,0.0,2.0,0,2009-03-31T15:07:34.000,Price Error,0,2009-03-31T15:07:34.000,8.0,False,False,False,,,,0,Preventable,,,,0,
16,Spoils,0,1566.0,2783.0,2.0,0,2009-03-31T15:07:34.000,Spoils,0,2009-03-31T15:07:34.000,12.0,False,False,False,,,,0,Preventable,,,,0,
17,Duplicate Billing,0,1478.0,2578.0,2.0,107,2009-03-31T15:07:34.000,Duplicate Billing,107,2009-03-31T15:07:34.000,8.0,False,False,False,,,,0,Preventable,,,,0,
18,Return,0,1235.0,5679.0,2.0,107,2009-03-31T14:51:46.000,Return,107,2009-03-31T14:51:46.000,14.0,False,False,False,,,,0,Unpreventable,,,,0,
22,Advertising,0,0.0,0.0,2.0,0,2009-03-31T15:07:34.000,Advertising,107,2009-03-31T15:07:34.000,0.0,False,False,False,,,,0,Unpreventable,,,,0,
26,Shipping,0,,,2.0,107,2008-06-30T17:55:58.000,Shipping,107,2008-06-30T17:55:58.000,0.0,False,False,False,,,,0,,,,,0,
322,RTD,0,1195.0,4620.0,,0,,Discrepancy in Returned Goods,107,2004-11-24T14:52:01.000,2.0,False,False,False,,,,0,,,,,0,
323,RT,0,1195.0,4620.0,,0,,Customer Returns,107,2004-11-24T14:52:01.000,2.0,False,False,False,,,,0,,,,,0,
446,RTDC,0,1195.0,4620.0,,0,,Return - Discrepancy Credit,107,2004-11-24T14:52:01.000,2.0,False,False,False,,,,0,,,,,0,
840,840,0,1195.0,4620.0,,0,,Return Credits,107,2004-11-24T14:52:01.000,2.0,False,False,False,,,,0,,,,,0,
1207,645,0,1195.0,4620.0,,0,,Descr in Rtn/Ref $75/$80,107,2004-11-24T14:52:01.000,2.0,False,False,False,,,,0,,,,,0,
