col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
SEC,OG,123431.0,,AAPL,,12.0,14.5,,,,,,,,,,,,,,
,OG,123432.0,BBG,MSFT,20.0,,,,,,,,,,,,,,,,
SEC,OG,123433.0,,AAPL,,12.0,14.5,,,,,,,,,,,USD,5.0,0.01,10.0
,,,,,,,,,,,,,,,,,,,,,
FUT,OG,123421.0,,,,15.0,2.0,ECAG,FGBL,2017-06,,,,,,,,,,,
FUTURE,OG,123422.0,,,,,13.0,ECAG,FGBL,01/06/2017,,13.0,C,,,,,,,,
FUT,OG,123423.0,,,-20.0,,,ECAG,FGBL,2017-06,2.0,,,,,,,,,,
,OG,123424.0,,,30.0,,,ECAG,FGBL,2017-06,,3.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
OPT,OG,123431.0,,,,15.0,2.0,ECAG,OGBL,2017-06,,,,,P,3.0,2017-09,,,,
OPTION,OG,123432.0,,,,,13.0,ECAG,OGBL,01/06/2017,,13.0,C,A,C,4.0,,,,,
,OG,123433.0,,,-20.0,,,ECAG,OGBL,01/06/2017,2.0,,,,P,5.1,,,,,
