col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
512553.36999,5402953.80464,1,Landesamt für Geoinformation und Landentwicklung Baden-Württemberg (LGL),Büchsenstraße,54,70025,Stuttgart,Baden-Württemberg,,1,0,Haus,"Büchsenstraße 54, 70174 Stuttgart - Mitte",0.9485,F
692697.39684,5335287.45367,2,"Landesamt für Digitalisierung, Breitband und Vermessung (LDBV)",Alexandrastraße,4,80538,München,Bayern,,1,0,Haus,"Alexandrastraße 4, 80538 München - Altstadt-Lehel",0.999,T
792907.62273,5824433.67913,3,Senatsverwaltung für Stadtentwicklung und Wohnen Abt. III Geoinformation,Fehrbelliner Platz,1,10707,Berlin,Berlin,,1,0,Haus,"Fehrbelliner Platz 1, 10707 Berlin - Wilmersdorf",0.999,T
777544.72175,5811283.3772,4,Landesvermessung und Geobasisinformation Brandenburg (LGB),Heinrich-Mann-Allee,103,14473,Potsdam,Brandenburg,,1,0,Haus,"Heinrich-Mann-Allee 103, 14473 Potsdam - Südliche Innenstadt",0.999,T
487421.07301,5881185.95323,5,"GeoInformation Bremen Landesamt Kataster, Vermessung, Immobilienbewertung, Informationssysteme",Contrescarpe,72,28195,Bremen,Freie und Hansestadt Bremen,,1,0,Haus,"Contrescarpe 72, 28195 Bremen - Bahnhofsvorstadt",0.999,T
566610.46394,5928085.66618,6,Landesbetrieb Geoinformation und Vermessung Hamburg,Neuenfelder Straße,19,21109,Hamburg,Freie und Hansestadt Hamburg,,1,0,Haus,"Neuenfelder Straße 19, 21109 Hamburg - Wilhelmsburg",0.999,T
444690.66705,5548702.10155,7,Hessisches Landesamt für Bodenmanagement und Geoinformation,Schaperstraße,16,65195,Wiesbaden,Hessen,,1,0,Haus,"Schaperstraße 16, 65195 Wiesbaden",0.999,T
657199.09186,5946875.16516,8,"Landesamt für innere Verwaltung Mecklenburg-Vorpommern - Amt für Geoinformation, Vermessungs- und Katasterwesen",Lübecker Straße,289,19059,Schwerin,Mecklenburg-Vorpommern,,1,0,Haus,"Lübecker Str. 289, 19059 Schwerin, Mecklenburg - Lankow",0.9834525,T
554559.76195,5806642.10431,9,Landesamt für Geoinformation und Landesvermessung Niedersachsen (LGLN),Podbielskistraße,331,30659,Hannover,Niedersachsen,,1,0,Haus,"Podbielskistraße 331, 30659 Hannover - Bothfeld",0.999,T
369897.62911,5615342.47049,10,Bezirksregierung Köln - Geobasis NRW,Muffendorfer Straße,19-21,53177,Bonn,Nordrhein-Westfalen,,1,0,Haus,"Muffendorfer Str. 19, 53177 Bonn - Muffendorf",0.9822792,T
399379.36209,5581267.50052,11,Landesamt für Vermessung und Geobasisinformation Rheinland-Pfalz,Von-Kuhl-Straße,49,56070,Koblenz,Rheinland-Pfalz,,1,0,Haus,"Von-Kuhl-Straße 49, 56070 Koblenz am Rhein - Lützel",0.9850616,T
351175.11312,5456602.13461,12,"Landesamt für Vermessung, Geoinformation und Landentwicklung (LVGL)",Von der Heydt,22,66115,Saarbrücken,Saarland,,1,0,Haus,"Von-der-Heydt-Straße 22, 66115 Saarbrücken - Burbach",0.9850318,T
833351.57769,5669197.04511,13,Staatsbetrieb Geobasisinformation und Vermessung Sachsen (GeoSN),Olbrichtplatz,3,1099,Dresden,Sachsen,,1,0,Haus,"Olbrichtplatz 3, 01099 Dresden - Albertstadt",0.999,T
680071.45584,5778723.21234,14,Landesamt für Vermessung und Geoinformation Sachsen-Anhalt,Otto-von-Guericke-Straße,15,39104,Magdeburg,Sachsen-Anhalt,,1,0,Haus,"Otto-von-Guericke-Straße 15, 39104 Magdeburg - Altstadt",0.999,T
573537.58193,6023675.82206,15,Landesamt für Vermessung und Geoinformation Schleswig-Holstein,Mercatorstraße,1,24106,Kiel,Schleswig Holstein,,1,0,Haus,"Mercatorstraße 1, 24106 Kiel - Wik",0.999,T
642262.76188,5652331.23146,16,Landesamt für Vermessung und Geoinformation des Freistaats Thüringen (TLVermGeo),Hohenwindenstraße,13 a,99086,Erfurt,Thüringen,,1,0,Haus,"Hohenwindenstraße 13a, 99086 Erfurt - Ilversgehofen",0.999,T
476077.32302,5548737.25255,17,Bundesamt für Kartographie und Geodäsie,Richard-Strauss-Allee,11,60598,Frankfurt am Main,Hessen,,1,0,Haus,"Richard-Strauss-Allee 11, 60598 Frankfurt am Main - Sachsenhausen",0.999,T
734893.7958,5694590.2864,18,Dienstleistungszentrum des Bundes für Geoinformation und Geodäsie (DLZ) im Bundesamt für Kartographie und Geodäsie (BKG),Karl-Rothe-Straße,10-14,4105,Leipzig,Sachsen,,2,0,Haus,"Karl-Rothe-Straße 10, 04105 Leipzig - Zentrum-Nord",0.9836667,M
342032.64814,5616003.80349,19,Amt für Geoinformationswesen der Bundeswehr - Mercator-Kaserne,Frauenberger Straße,250,53879,Euskirchen,Nordrhein-Westfalen,,1,0,Haus,"Frauenberger Straße 250, 53879 Euskirchen - Innenstadt",0.999,T
