col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1,1,1,10,101,179,3,183,342,343,86,0
2,1,2,11,101,179,4,183,342,343,87,0
3,3,1,14,104,23,1,1,1,30,88,0
4,3,2,15,104,23,1,1,1,30,89,0
5,4,1,16,103,129,6,184,186,187,90,0
6,4,2,17,103,129,7,184,186,187,91,0
8,2,2,13,101,23,1,1,1,30,92,0
9,5,1,18,109,187,70,497,182,183,93,0
10,5,2,19,109,187,71,497,182,183,94,0
11,7,1,22,112,23,1,1,1,30,95,0
13,8,1,24,109,23,1,1,1,30,96,0
15,6,1,20,113,184,31,185,184,185,97,0
16,6,2,21,113,184,32,185,184,185,98,0
