col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
In1,1,LPDGRM,,0,,5000,,10,
In1,2,9TF4OO,,5001,,50000,,12,
In1,3,V0NXDG,,0,,2000,,10,
In1,4,53LM2V,,2001,,3000,,12,
In1,5,W312M5,,3001,,4000,,14,
In1,6,SQZN96,,4001,,10000,,16,
In1,7,TLO2X1,,10001,,50000,,18,
In1,8,7UAZ73,,0,,1000,,10,
In1,9,9BTOQX,,1001,,3000,,12,
In1,10,H3K9BV,,3001,,5000,,14,
In1,11,7W2799,,5001,,7000,,16,
In1,12,J2VPX9,,7001,,10000,,18,
In1,13,KYMAI1,,10001,,12000,,20,
In1,14,4BQU0V,,12001,,14000,,22,
In1,15,KAS6UD,,14001,,50000,,24,
In1,16,LUHIU4,,0,,1000,,10,
In1,17,Y3UWF2,,1001,,5000,,12,
In1,18,YEHQOK,,5001,,10000,,14,
In1,19,WU0CBZ,,10001,,50000,,16,
In1,20,KZ1XDX,,0,,2000,,10,
In1,21,6MEQO6,,2001,,5000,,12,
In1,22,XY65Q,,5001,,10000,,14,
In1,23,STUHZC,,10001,,50000,,16,
In1,24,QE61CF,,0,,1000,,10,
In1,25,LIZV24,,1001,,2000,,12,
In1,26,NEXSGP,,2001,,4000,,14,
In1,27,BOJIC1,,4001,,6000,,16,
In1,28,DBJY85,,6001,,8000,,18,
In1,29,NRTD43,,8001,,10000,,20,
In1,30,BJSCMO,,10001,,12000,,22,
In1,31,5NPONL,,12001,,50000,,24,
In1,32,HGSAE2,,0,,2000,,10,
In1,33,624D1W,,2001,,4000,,12,
In1,34,ILDCVX,,4001,,6000,,14,
In1,35,IATI77,,6001,,8000,,16,
In1,36,E22N,,8001,,10000,,18,
In1,37,LQHEZY,,10001,,12000,,20,
In1,38,IGJ4D0,,12001,,14000,,22,
In1,39,DXTP0G,,14001,,50000,,24,
In1,40,M3UEH2,,0,,5000,,10,
In1,41,KDIJV0,,5001,,10000,,12,
In1,42,HHXVRU,,10001,,15000,,14,
In1,43,DZVU5U,,15001,,50000,,16,
In1,44,76Q26E,,0,,5000,,10,
In1,45,TO1FSQ,,5001,,50000,,12,
In1,46,0IKIPK,,0,,5000,,10,
In1,47,3L01QI,,5001,,10000,,12,
In1,48,GNS60N,,10001,,15000,,14,
In1,49,S6OSUT,,15001,,50000,,16,
In1,50,ZI6K9O,,0,,4000,,10,
In1,51,C6TNFT,,4001,,8000,,12,
In1,52,JUMGG7,,8001,,10000,,14,
In1,53,IECN6I,,12001,,16000,,16,
In1,54,1AR13I,,16001,,20000,,18,
In1,55,A6J1AU,,20001,,24000,,20,
In1,56,H1QH41,,24001,,28000,,22,
In1,57,GP07DA,,28001,,50000,,24,
In1,58,QWGP4L,,0,,2000,,10,
In1,59,I1DWDN,,2001,,4000,,12,
In1,60,67HN9F,,4001,,8000,,14,
In1,61,MG3LH4,,8001,,12000,,16,
In1,62,T977KF,,12001,,20000,,18,
In1,63,CPWCC,,20001,,50000,,20,
In1,64,OUR77,,0,,5000,,10,
In1,65,QCXWXH,,5001,,15000,,12,
In1,66,KC2LTA,,15001,,50000,,14,
In1,67,YCB01Y,,0,,2000,,10,
In1,68,SY27SA,,2001,,8000,,12,
In1,69,2DQWR2,,8001,,16000,,14,
In1,70,89WQ15,,16001,,24000,,16,
In1,71,XQ7OYY,,24001,,32000,,18,
In1,72,KNDH6M,,32001,,40000,,20,
In1,73,TN7Y9F,,40001,,50000,,22,
In1,74,LMNJAK,,0,,5000,,10,
In1,75,DS32F9,,5001,,10000,,12,
In1,76,AA0OQH,,10001,,15000,,14,
In1,77,DKFWRP,,15001,,20000,,16,
In1,78,GV2K0S,,20001,,25000,,18,
In1,79,MXNDCO,,25001,,30000,,20,
In1,80,WZTVYL,,30001,,35000,,22,
In1,81,QJPGHE,,35001,,50000,,24,
In1,82,HMC6CO,,0,,10000,,10,
In1,83,XMIQYG,,10001,,20000,,12,
In1,84,VRHHJP,,20001,,30000,,14,
In1,85,U5LKGK,,30001,,40000,,16,
In1,86,10TRZG,,40001,,50000,,18,
