col0,col1,col2,col3,col4,col5,col6
2gether-nhs-foundation-trust,2gether NHS Foundation Trust,nhs,http://data.gov.uk/publisher/2gether-nhs-foundation-trust,,"207 Mccullough Well Suite 564
New Hannah, WA 10865",national-health-service
aberdeen-city-council,Aberdeen City Council,local-council,http://data.gov.uk/publisher/aberdeen-city-council,,"423 Bell Heights
Brittanyberg, ME 51359",local-authorities
aberdeenshire-council,Aberdeenshire Council,local-council,http://data.gov.uk/publisher/aberdeenshire-council,,"93523 Dana Lane
Johnsonshire, WI 87296",local-authorities
academics,Academics,grouping,http://data.gov.uk/publisher/academics,,"1427 Odonnell Rapids
North Troyport, NH 07035",
adur-district-council,Adur District Council,local-council,http://data.gov.uk/publisher/adur-district-council,,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",local-authorities
advantage-west-midlands,Advantage West Midlands,executive-agency,http://data.gov.uk/publisher/advantage-west-midlands,,"76104 Marsh Crescent
Dennishaven, SD 85034",department-for-business-innovation-and-skills
advisory-conciliation-and-arbitration-service,"Advisory, Conciliation and Arbitration Service",executive-ndpb,http://data.gov.uk/publisher/advisory-conciliation-and-arbitration-service,,"0003 Grant Lakes
Port Karafort, SD 60619",department-for-business-innovation-and-skills
agri-food-and-biosciences-institute,Agri-Food and Biosciences Institute,alb,http://data.gov.uk/publisher/agri-food-and-biosciences-institute,AFBI Headquarters,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",department-of-agriculture-and-rural-development
air-accident-investigation-branch,Air Accident Investigation Branch,other,http://data.gov.uk/publisher/air-accident-investigation-branch,,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",department-for-transport
airedale-nhs-foundation-trust,Airedale NHS Foundation Trust,nhs,http://data.gov.uk/publisher/airedale-nhs-foundation-trust,,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",national-health-service
alder-hey-childrens-nhs-foundation-trust,Alder Hey Children's NHS Foundation Trust,nhs,http://data.gov.uk/publisher/alder-hey-childrens-nhs-foundation-trust,,"30601 Hawkins Highway
Morashire, TX 28976",national-health-service
allerdale-borough-council,Allerdale Borough Council,local-council,http://data.gov.uk/publisher/allerdale-borough-council,,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",local-authorities
amber-valley-borough-council,Amber Valley Borough Council,local-council,http://data.gov.uk/publisher/amber-valley-borough-council,,"76582 Vanessa Oval
New Richard, NE 68819",local-authorities
angus-council,Angus Council,local-council,http://data.gov.uk/publisher/angus-council,,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",local-authorities
animal-and-plant-health-agency,Animal and Plant Health Agency,executive-agency,http://data.gov.uk/publisher/animal-and-plant-health-agency,,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",department-for-environment-food-and-rural-affairs
animal-health,Animal Health,executive-agency,http://data.gov.uk/publisher/animal-health,,"891 Bullock Ford
Amandachester, NJ 51431",previous-defra-organizations
animal-health-and-veterinary-laboratories-agency,Animal Health and Veterinary Laboratories Agency,executive-agency,http://data.gov.uk/publisher/animal-health-and-veterinary-laboratories-agency,,"02489 Cook Park
Sherriport, MT 50853",previous-defra-organizations
appointments-commission,Appointments Commission,,http://data.gov.uk/publisher/appointments-commission,,"23450 Timothy Divide
Wuland, UT 20341",department-of-health
architects-registration-board,Architects Registration Board,gov-corporation,http://data.gov.uk/publisher/architects-registration-board,Architects Registration Board (ARB),"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",department-for-communities-and-local-government
arts-and-humanities-research-council,Arts and Humanities Research Council,executive-ndpb,http://data.gov.uk/publisher/arts-and-humanities-research-council,,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",department-for-business-innovation-and-skills
arts-council-england,Arts Council England,executive-ndpb,http://data.gov.uk/publisher/arts-council-england,Arts Council England Customer Services,"5100 Scott Burg
East Clayton, SC 66353",department-for-culture-media-and-sport
arun-district-council,Arun District Council,local-council,http://data.gov.uk/publisher/arun-district-council,,"412 Snow Manors Apt. 161
South Kimtown, NV 57004",local-authorities
ashfield-district-council,Ashfield District Council,local-council,http://data.gov.uk/publisher/ashfield-district-council,,"5415 David Square
West Michaeltown, IN 48447",local-authorities
ashford-and-st-peters-hospitals-nhs-trust,Ashford and St. Peter's Hospitals NHS Trust,nhs,http://data.gov.uk/publisher/ashford-and-st-peters-hospitals-nhs-trust,,"03104 Norris Rapids
Port Donald, DE 62982",national-health-service
ashford-borough-council,Ashford Borough Council,local-council,http://data.gov.uk/publisher/ashford-borough-council,,"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",local-authorities
ashton-leigh-and-wigan-community-healthcare-nhs-trust,"Ashton, Leigh and Wigan Community Healthcare NHS Trust",nhs,http://data.gov.uk/publisher/ashton-leigh-and-wigan-community-healthcare-nhs-trust,,"332 Watson Shore Apt. 290
Millerland, MT 39742",national-health-service
atoc,Association of Train Operating Companies,private,http://data.gov.uk/publisher/atoc,,"645 John Roads
Danahaven, MS 54060",department-for-transport
attorney-generals-office,Attorney General's Office,ministerial-department,http://data.gov.uk/publisher/attorney-generals-office,AGO Correspondence Unit,"3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774",
audit-commission,Audit Commission,gov-corporation,http://data.gov.uk/publisher/audit-commission,,"5825 Welch Corners
Fischerport, UT 59363",department-for-communities-and-local-government
avon-and-wiltshire-mental-health-partnership-nhs-trust,Avon and Wiltshire Mental Health Partnership NHS Trust,nhs,http://data.gov.uk/publisher/avon-and-wiltshire-mental-health-partnership-nhs-trust,,"41489 Roger Terrace
Davisfort, IN 71770",national-health-service
